Input File: reformatted-data/train/hibachi-res_GaussianNB_BernoulliNB-s98539_0.565.txt
Computation options used: -p 999 -r 1326596058 -m 10 -a CODOMINANT -mt gammaMAXT -d 3D  -x 0.1
First Marker       Second Marker      Third Marker       Chi-square p-value
X4                 X5                 X8                 69.891     0.001
X2                 X5                 X8                 36.537     0.001
X0                 X5                 X8                 32.524     0.004
X1                 X5                 X8                 31.064     0.01
X5                 X8                 X9                 27.813     0.035
X1                 X2                 X9                 23.149     0.19
X3                 X5                 X8                 22.680     0.213
X5                 X6                 X8                 22.185     0.249
X0                 X4                 X6                 20.802     0.373
X5                 X7                 X8                 19.470     0.531
X0                 X6                 X8                 17.744     0.752
X0                 X2                 X6                 17.663     0.756
X0                 X6                 X9                 16.018     0.907
X0                 X1                 X6                 14.931     0.968
X1                 X7                 X9                 14.845     0.971
X1                 X2                 X7                 14.84      0.971
X0                 X7                 X9                 14.618     0.975
X2                 X7                 X9                 14.302     0.986
X0                 X6                 X7                 13.094     0.998
X1                 X2                 X8                 11.663     1
X3                 X6                 X8                 11.509     1
X0                 X1                 X8                 10.995     1
X7                 X8                 X9                 10.921     1
X4                 X6                 X7                 10.853     1
X0                 X3                 X9                 10.322     1
X1                 X8                 X9                 10.321     1
X0                 X7                 X8                 10.232     1
X2                 X3                 X9                 10.189     1
X0                 X2                 X7                 10.074     1
X1                 X6                 X9                  9.885     1
X0                 X3                 X7                  9.506     1
X6                 X7                 X9                  9.481     1
X0                 X3                 X6                  9.461     1
X2                 X5                 X9                  9.295     1
X2                 X4                 X7                  9.082     1
X2                 X3                 X5                  9.048     1
X0                 X1                 X5                  8.961     1
X4                 X7                 X8                  8.712     1
X4                 X6                 X8                  8.626     1
X3                 X7                 X9                  8.526     1
X0                 X1                 X9                  8.440     1
X4                 X5                 X6                  8.410     1
X1                 X3                 X8                  8.399     1
X1                 X2                 X4                  8.274     1
X0                 X4                 X7                  8.184     1
X0                 X1                 X7                  8.136     1
X0                 X3                 X8                  7.987     1
X2                 X4                 X9                  7.955     1
X3                 X8                 X9                  7.708     1
X3                 X5                 X9                  7.590     1
X3                 X4                 X5                  7.495     1
X4                 X7                 X9                  7.259     1
X1                 X4                 X5                  7.191     1
X1                 X3                 X9                  6.986     1
X3                 X4                 X8                  6.817     1
X2                 X7                 X8                  6.677     1
X0                 X1                 X3                  6.672     1
X1                 X5                 X6                  6.646     1
X0                 X1                 X2                  6.387     1
X3                 X7                 X8                  5.937     1
X0                 X2                 X8                  5.891     1
X1                 X2                 X6                  5.739     1
X2                 X4                 X5                  5.696     1
X3                 X4                 X6                  5.534     1
X1                 X6                 X8                  5.117     1
X1                 X4                 X6                  4.808     1
X0                 X3                 X4                  4.795     1
X2                 X4                 X6                  4.501     1
X2                 X4                 X8                  4.462     1
X1                 X7                 X8                  4.147     1
X2                 X6                 X9                  4.024     1
X0                 X5                 X6                  4.015     1
X3                 X6                 X9                  3.929     1
X2                 X3                 X4                  3.847     1
X1                 X4                 X8                  3.597     1
X2                 X6                 X7                  3.594     1
X2                 X5                 X7                  3.461     1
X0                 X3                 X5                  3.378     1
X2                 X5                 X6                  3.372     1
X1                 X2                 X5                  3.371     1
X2                 X6                 X8                  3.317     1
X1                 X2                 X3                  3.306     1
X0                 X2                 X3                  3.288     1
X0                 X2                 X9                  3.211     1
X3                 X4                 X9                  3.202     1
X4                 X8                 X9                  3.190     1
X0                 X2                 X4                  3.188     1
X4                 X6                 X9                  3.167     1
X1                 X4                 X9                  3.089     1
X1                 X3                 X6                  2.991     1
X1                 X3                 X7                  2.986     1
X3                 X4                 X7                  2.955     1
X1                 X6                 X7                  2.886     1
X6                 X7                 X8                  2.855     1
X2                 X8                 X9                  2.825     1
X3                 X6                 X7                  2.803     1
X5                 X6                 X7                  2.803     1
X1                 X3                 X5                  2.780     1
X1                 X5                 X9                  2.721     1
X2                 X3                 X6                  2.713     1
X2                 X3                 X8                  0         1
X0                 X4                 X8                  0         1
X5                 X6                 X9                  0         1
X0                 X1                 X4                  0         1
X5                 X7                 X9                  0         1
X0                 X4                 X9                  0         1
X0                 X5                 X7                  0         1
X6                 X8                 X9                  0         1
X0                 X5                 X9                  0         1
X0                 X8                 X9                  0         1
X2                 X3                 X7                  0         1
X0                 X2                 X5                  0         1
X0                 X4                 X5                  0         1
X4                 X5                 X9                  0         1
X1                 X3                 X4                  0         1
X4                 X5                 X7                  0         1
X1                 X4                 X7                  0         1
X1                 X5                 X7                  0         1
X3                 X5                 X7                  0         1
X3                 X5                 X6                  0         1
