Input File: reformatted-data/train/hibachi-res_BernoulliNB_KNeighborsClassifier-s84773_0.112.txt
Computation options used: -p 999 -r 1311116811 -m 10 -a CODOMINANT -mt gammaMAXT -d 3D  -x 0.1
First Marker       Second Marker      Third Marker       Chi-square p-value
X2                 X3                 X9                 55.977     0.001
X2                 X3                 X4                 23.000     0.2
X2                 X4                 X6                 20.361     0.432
X1                 X4                 X8                 20.079     0.467
X4                 X6                 X8                 18.509     0.658
X1                 X8                 X9                 16.951     0.844
X2                 X4                 X7                 15.809     0.929
X1                 X2                 X8                 15.272     0.956
X4                 X6                 X9                 15.083     0.965
X0                 X1                 X8                 14.732     0.98
X2                 X8                 X9                 14.036     0.993
X1                 X4                 X6                 13.698     0.998
X1                 X7                 X8                 13.405     0.999
X3                 X4                 X5                 13.321     0.999
X2                 X4                 X8                 13.264     0.999
X3                 X5                 X7                 12.937     0.999
X2                 X4                 X9                 12.828     0.999
X0                 X1                 X9                 12.528     0.999
X4                 X8                 X9                 12.489     0.999
X0                 X1                 X6                 12.102     1
X4                 X7                 X8                 11.819     1
X0                 X5                 X7                 11.818     1
X1                 X2                 X9                 11.806     1
X1                 X6                 X9                 11.692     1
X3                 X4                 X9                 11.164     1
X5                 X7                 X9                 11.013     1
X2                 X6                 X9                 10.503     1
X2                 X6                 X8                 10.468     1
X0                 X4                 X5                 10.228     1
X5                 X6                 X7                 10.163     1
X0                 X2                 X5                 10.046     1
X0                 X7                 X9                  9.950     1
X1                 X7                 X9                  9.746     1
X3                 X4                 X8                  9.658     1
X4                 X5                 X9                  9.278     1
X1                 X2                 X7                  9.149     1
X3                 X6                 X9                  9.135     1
X3                 X4                 X6                  9.046     1
X0                 X3                 X6                  8.973     1
X0                 X1                 X3                  8.887     1
X4                 X6                 X7                  8.746     1
X1                 X5                 X8                  8.663     1
X2                 X3                 X5                  8.536     1
X1                 X2                 X4                  8.474     1
X2                 X3                 X7                  8.457     1
X2                 X6                 X7                  8.233     1
X2                 X7                 X9                  8.049     1
X4                 X7                 X9                  8.016     1
X0                 X5                 X8                  7.974     1
X2                 X4                 X5                  7.952     1
X0                 X4                 X9                  7.895     1
X0                 X1                 X5                  7.828     1
X1                 X3                 X8                  7.756     1
X3                 X7                 X9                  7.715     1
X5                 X8                 X9                  7.555     1
X0                 X2                 X8                  7.523     1
X0                 X5                 X9                  7.470     1
X0                 X4                 X6                  7.429     1
X6                 X8                 X9                  7.378     1
X4                 X5                 X8                  7.346     1
X0                 X3                 X7                  7.297     1
X0                 X4                 X8                  7.283     1
X3                 X7                 X8                  7.231     1
X0                 X3                 X5                  7.209     1
X1                 X5                 X7                  7.125     1
X2                 X3                 X8                  7.054     1
X0                 X2                 X7                  6.949     1
X1                 X2                 X3                  6.891     1
X0                 X2                 X4                  6.827     1
X2                 X7                 X8                  6.784     1
X4                 X5                 X6                  6.746     1
X2                 X5                 X6                  6.530     1
X0                 X5                 X6                  6.43      1
X5                 X6                 X9                  6.387     1
X1                 X2                 X6                  6.368     1
X0                 X4                 X7                  6.340     1
X5                 X7                 X8                  6.271     1
X0                 X1                 X2                  6.250     1
X2                 X5                 X8                  6.229     1
X3                 X8                 X9                  6.197     1
X1                 X2                 X5                  6.095     1
X2                 X5                 X7                  5.779     1
X6                 X7                 X9                  5.746     1
X0                 X2                 X3                  5.721     1
X0                 X3                 X9                  5.586     1
X0                 X1                 X7                  5.496     1
X0                 X7                 X8                  5.363     1
X1                 X6                 X8                  5.127     1
X3                 X5                 X6                  4.851     1
X0                 X1                 X4                  4.646     1
X1                 X4                 X9                  4.193     1
X1                 X3                 X5                  4.027     1
X3                 X5                 X8                  4.022     1
X0                 X6                 X9                  3.878     1
X1                 X3                 X9                  3.871     1
X1                 X5                 X6                  3.792     1
X1                 X4                 X5                  3.750     1
X3                 X4                 X7                  3.688     1
X0                 X3                 X4                  3.541     1
X0                 X6                 X7                  3.496     1
X3                 X6                 X7                  3.476     1
X0                 X6                 X8                  3.395     1
X1                 X3                 X4                  3.377     1
X0                 X2                 X9                  3.317     1
X0                 X2                 X6                  3.240     1
X3                 X6                 X8                  3.113     1
X1                 X3                 X6                  3.053     1
X1                 X6                 X7                  3.011     1
X2                 X3                 X6                  3.01      1
X7                 X8                 X9                  2.848     1
X4                 X5                 X7                  2.782     1
X3                 X5                 X9                  2.717     1
X2                 X5                 X9                  0         1
X6                 X7                 X8                  0         1
X1                 X5                 X9                  0         1
X1                 X4                 X7                  0         1
X5                 X6                 X8                  0         1
X1                 X3                 X7                  0         1
X0                 X3                 X8                  0         1
X0                 X8                 X9                  0         1
