Input File: reformatted-data/train/hibachi-res_KNeighborsClassifier_GaussianNB-s97438_0.432.txt
Computation options used: -p 999 -r 1340697131 -m 10 -a CODOMINANT -mt gammaMAXT -d 3D  -x 0.1
First Marker       Second Marker      Third Marker       Chi-square p-value
X2                 X4                 X6                 480.647    0.001
X0                 X2                 X4                 480.445    0.001
X2                 X4                 X9                 480.435    0.001
X1                 X2                 X4                 480.411    0.001
X2                 X4                 X8                 480.382    0.001
X2                 X4                 X5                 480.27     0.001
X2                 X3                 X4                 456.258    0.001
X2                 X4                 X7                 449.596    0.001
X0                 X6                 X7                  17.249    0.814
X2                 X6                 X7                  14.692    0.977
X0                 X4                 X8                  14.014    0.985
X5                 X7                 X9                  13.824    0.987
X3                 X4                 X5                  13.763    0.988
X3                 X5                 X9                  13.085    0.993
X0                 X5                 X9                  12.845    0.994
X3                 X4                 X7                  12.491    0.997
X4                 X7                 X8                  11.780    0.998
X1                 X3                 X4                  11.287    0.999
X5                 X7                 X8                  11.103    0.999
X0                 X5                 X6                  10.861    1
X4                 X6                 X7                  10.758    1
X1                 X7                 X8                  10.421    1
X3                 X4                 X8                  10.410    1
X0                 X2                 X7                  10.191    1
X3                 X5                 X6                  10.173    1
X0                 X2                 X3                   9.574    1
X2                 X3                 X7                   9.498    1
X2                 X3                 X6                   9.261    1
X4                 X7                 X9                   9.248    1
X3                 X7                 X9                   8.913    1
X1                 X4                 X8                   8.861    1
X0                 X8                 X9                   8.501    1
X3                 X6                 X8                   8.488    1
X0                 X4                 X5                   8.404    1
X6                 X7                 X9                   8.324    1
X0                 X4                 X7                   8.254    1
X0                 X1                 X2                   8.148    1
X4                 X6                 X8                   8.122    1
X1                 X5                 X9                   8.038    1
X1                 X5                 X6                   8.035    1
X0                 X1                 X3                   8.005    1
X2                 X3                 X9                   7.993    1
X1                 X6                 X7                   7.897    1
X1                 X7                 X9                   7.892    1
X4                 X8                 X9                   7.714    1
X1                 X3                 X8                   7.623    1
X6                 X7                 X8                   7.587    1
X3                 X5                 X7                   7.568    1
X0                 X3                 X4                   7.454    1
X5                 X8                 X9                   7.409    1
X4                 X5                 X9                   7.252    1
X0                 X4                 X6                   7.245    1
X1                 X3                 X5                   7.166    1
X0                 X1                 X7                   7.102    1
X0                 X1                 X6                   6.885    1
X1                 X6                 X9                   6.764    1
X0                 X2                 X8                   6.589    1
X0                 X4                 X9                   6.583    1
X2                 X7                 X9                   6.357    1
X5                 X6                 X9                   6.321    1
X3                 X6                 X9                   6.293    1
X1                 X4                 X9                   6.219    1
X7                 X8                 X9                   6.217    1
X0                 X2                 X9                   6.077    1
X3                 X6                 X7                   6.008    1
X1                 X2                 X6                   5.907    1
X0                 X7                 X8                   5.782    1
X2                 X6                 X8                   5.649    1
X1                 X2                 X3                   5.566    1
X3                 X5                 X8                   5.507    1
X4                 X6                 X9                   5.386    1
X1                 X3                 X9                   4.983    1
X1                 X4                 X6                   4.969    1
X4                 X5                 X8                   4.844    1
X3                 X4                 X9                   4.799    1
X2                 X5                 X9                   4.565    1
X0                 X2                 X5                   4.557    1
X3                 X7                 X8                   4.371    1
X2                 X3                 X8                   4.208    1
X2                 X5                 X8                   4.183    1
X0                 X3                 X7                   4.167    1
X2                 X8                 X9                   4.079    1
X0                 X3                 X6                   4.034    1
X1                 X2                 X8                   3.845    1
X4                 X5                 X6                   3.784    1
X1                 X2                 X9                   3.695    1
X1                 X4                 X7                   3.651    1
X4                 X5                 X7                   3.640    1
X3                 X8                 X9                   3.483    1
X0                 X1                 X4                   3.368    1
X0                 X5                 X8                   3.349    1
X1                 X3                 X7                   3.341    1
X0                 X1                 X9                   3.292    1
X5                 X6                 X7                   3.289    1
X0                 X3                 X5                   3.258    1
X2                 X3                 X5                   3.248    1
X1                 X5                 X7                   3.187    1
X0                 X1                 X8                   3.150    1
X0                 X6                 X8                   3.112    1
X0                 X1                 X5                   2.880    1
X6                 X8                 X9                   2.804    1
X3                 X4                 X6                   2.772    1
X1                 X3                 X6                   2.718    1
X1                 X5                 X8                   0        1
X1                 X6                 X8                   0        1
X1                 X4                 X5                   0        1
X1                 X8                 X9                   0        1
X1                 X2                 X7                   0        1
X5                 X6                 X8                   0        1
X1                 X2                 X5                   0        1
X0                 X2                 X6                   0        1
X2                 X5                 X6                   0        1
X2                 X5                 X7                   0        1
X0                 X7                 X9                   0        1
X2                 X6                 X9                   0        1
X2                 X7                 X8                   0        1
X0                 X6                 X9                   0        1
X0                 X5                 X7                   0        1
X0                 X3                 X9                   0        1
X0                 X3                 X8                   0        1
