Input File: reformated-data/hibachi-res_DecisionTreeClassifier_XGBClassifier-s36071_0.420.txt
Computation options used: -p 999 -r 724490955 -m 10 -a CODOMINANT -mt gammaMAXT -d 3D  -x 0.1
First Marker       Second Marker      Third Marker       Chi-square p-value
X5                 X7                 X8                 205.166    0.001
X2                 X5                 X7                 107.951    0.001
X2                 X5                 X8                 103.392    0.001
X1                 X2                 X5                  52.676    0.001
X0                 X2                 X5                  46.401    0.001
X2                 X5                 X9                  42.557    0.001
X2                 X5                 X6                  40.585    0.001
X2                 X4                 X5                  39.404    0.001
X2                 X3                 X5                  39.065    0.002
X3                 X6                 X8                  22.015    0.462
X4                 X5                 X7                  21.910    0.477
X1                 X2                 X4                  21.604    0.508
X3                 X5                 X8                  21.468    0.524
X1                 X5                 X8                  20.362    0.658
X1                 X3                 X6                  18.436    0.845
X5                 X7                 X9                  17.849    0.891
X3                 X5                 X7                  17.790    0.892
X1                 X7                 X9                  17.059    0.944
X1                 X5                 X7                  16.441    0.961
X0                 X1                 X9                  16.148    0.965
X3                 X7                 X8                  15.338    0.987
X3                 X6                 X7                  14.797    0.994
X0                 X1                 X4                  14.111    1
X1                 X3                 X8                  13.998    1
X0                 X5                 X8                  13.595    1
X0                 X1                 X2                  13.269    1
X1                 X7                 X8                  13.091    1
X5                 X6                 X7                  12.775    1
X1                 X4                 X5                  12.622    1
X6                 X8                 X9                  12.397    1
X3                 X7                 X9                  12.187    1
X2                 X7                 X8                  12.156    1
X2                 X4                 X8                  12.050    1
X4                 X5                 X8                  11.999    1
X1                 X4                 X8                  11.514    1
X1                 X6                 X7                  11.166    1
X5                 X6                 X8                  11.110    1
X1                 X2                 X7                  11.022    1
X0                 X4                 X8                  10.762    1
X2                 X3                 X8                  10.673    1
X7                 X8                 X9                  10.548    1
X2                 X3                 X6                   9.840    1
X0                 X1                 X3                   9.830    1
X1                 X4                 X7                   9.786    1
X0                 X8                 X9                   9.713    1
X6                 X7                 X8                   9.607    1
X0                 X4                 X5                   9.598    1
X1                 X3                 X7                   9.516    1
X0                 X4                 X9                   9.376    1
X0                 X1                 X5                   9.211    1
X3                 X4                 X6                   9.195    1
X0                 X5                 X7                   9.194    1
X0                 X3                 X4                   9.006    1
X3                 X6                 X9                   8.995    1
X3                 X8                 X9                   8.703    1
X1                 X2                 X8                   8.203    1
X4                 X8                 X9                   8.174    1
X5                 X8                 X9                   8.080    1
X0                 X4                 X7                   8.021    1
X2                 X6                 X8                   7.952    1
X1                 X2                 X6                   7.896    1
X1                 X6                 X8                   7.886    1
X0                 X2                 X3                   7.848    1
X0                 X3                 X7                   7.824    1
X1                 X3                 X5                   7.631    1
X4                 X7                 X8                   7.590    1
X1                 X2                 X3                   7.586    1
X1                 X4                 X9                   7.537    1
X2                 X6                 X7                   7.504    1
X0                 X6                 X9                   7.472    1
X5                 X6                 X9                   7.406    1
X0                 X1                 X6                   7.234    1
X1                 X2                 X9                   7.064    1
X4                 X6                 X7                   7.023    1
X0                 X3                 X5                   7.016    1
X0                 X3                 X6                   6.939    1
X2                 X3                 X7                   6.802    1
X0                 X3                 X8                   6.762    1
X0                 X5                 X6                   6.733    1
X6                 X7                 X9                   6.615    1
X0                 X6                 X7                   6.545    1
X2                 X8                 X9                   6.274    1
X3                 X4                 X8                   6.096    1
X3                 X5                 X6                   6.008    1
X0                 X4                 X6                   5.969    1
X4                 X7                 X9                   5.927    1
X2                 X7                 X9                   5.763    1
X0                 X2                 X8                   5.747    1
X0                 X6                 X8                   5.718    1
X1                 X8                 X9                   5.354    1
X3                 X4                 X5                   5.275    1
X0                 X5                 X9                   5.139    1
X2                 X6                 X9                   4.907    1
X0                 X1                 X8                   4.731    1
X3                 X4                 X7                   4.652    1
X1                 X5                 X9                   4.410    1
X0                 X7                 X8                   4.378    1
X0                 X2                 X4                   4.373    1
X1                 X3                 X4                   4.311    1
X4                 X6                 X9                   4.190    1
X1                 X3                 X9                   3.894    1
X0                 X2                 X6                   3.765    1
X2                 X3                 X9                   3.577    1
X0                 X7                 X9                   3.515    1
X0                 X1                 X7                   3.509    1
X1                 X5                 X6                   3.492    1
X4                 X5                 X9                   3.456    1
X4                 X5                 X6                   3.390    1
X3                 X4                 X9                   3.370    1
X3                 X5                 X9                   3.291    1
X0                 X2                 X7                   3.131    1
X2                 X3                 X4                   3.092    1
X0                 X2                 X9                   3.055    1
X4                 X6                 X8                   2.756    1
X2                 X4                 X7                   0        1
X2                 X4                 X6                   0        1
X2                 X4                 X9                   0        1
X1                 X4                 X6                   0        1
X0                 X3                 X9                   0        1
X1                 X6                 X9                   0        1
