Input File: reformated-data/hibachi-res_GaussianNB_XGBClassifier-s80089_0.081.txt
Computation options used: -p 999 -r 742793778 -m 10 -a CODOMINANT -mt gammaMAXT -d 3D  -x 0.1
First Marker       Second Marker      Third Marker       Chi-square p-value
X0                 X5                 X7                 26.643     0.144
X0                 X1                 X6                 17.458     0.952
X2                 X7                 X9                 17.243     0.962
X3                 X4                 X5                 17.135     0.965
X0                 X3                 X9                 16.744     0.977
X1                 X7                 X8                 16.107     0.989
X0                 X1                 X8                 15.927     0.989
X0                 X1                 X9                 15.682     0.991
X6                 X8                 X9                 15.352     0.995
X0                 X1                 X5                 14.889     0.997
X1                 X7                 X9                 14.105     0.999
X4                 X5                 X6                 13.397     1
X0                 X4                 X8                 13.091     1
X0                 X1                 X7                 12.963     1
X5                 X6                 X8                 12.664     1
X0                 X6                 X8                 12.516     1
X3                 X8                 X9                 12.4       1
X0                 X1                 X2                 12.250     1
X1                 X3                 X8                 12.072     1
X0                 X1                 X4                 11.780     1
X2                 X5                 X8                 11.094     1
X3                 X7                 X9                 10.995     1
X0                 X1                 X3                 10.764     1
X1                 X2                 X4                 10.677     1
X4                 X8                 X9                 10.642     1
X0                 X2                 X8                 10.609     1
X0                 X3                 X5                 10.520     1
X4                 X5                 X8                 10.009     1
X3                 X4                 X7                  9.989     1
X4                 X7                 X8                  9.776     1
X3                 X5                 X8                  9.670     1
X2                 X4                 X8                  9.006     1
X7                 X8                 X9                  8.997     1
X1                 X3                 X5                  8.930     1
X1                 X2                 X8                  8.905     1
X0                 X6                 X9                  8.895     1
X0                 X2                 X7                  8.865     1
X1                 X2                 X7                  8.358     1
X3                 X6                 X9                  8.220     1
X2                 X6                 X9                  8.165     1
X2                 X3                 X5                  8.163     1
X0                 X3                 X7                  8.158     1
X1                 X5                 X6                  8.091     1
X2                 X3                 X8                  7.892     1
X0                 X2                 X6                  7.398     1
X4                 X5                 X9                  7.386     1
X0                 X5                 X6                  7.377     1
X1                 X3                 X7                  7.365     1
X5                 X6                 X9                  7.290     1
X0                 X5                 X8                  7.220     1
X4                 X6                 X9                  7.171     1
X2                 X8                 X9                  7.155     1
X2                 X4                 X7                  7.040     1
X0                 X2                 X9                  6.921     1
X1                 X2                 X9                  6.857     1
X3                 X5                 X6                  6.610     1
X1                 X2                 X3                  6.540     1
X5                 X6                 X7                  6.459     1
X2                 X7                 X8                  6.437     1
X5                 X8                 X9                  6.375     1
X0                 X4                 X7                  6.342     1
X1                 X3                 X9                  6.110     1
X1                 X4                 X7                  6.097     1
X1                 X2                 X5                  6.030     1
X0                 X3                 X4                  6.029     1
X5                 X7                 X8                  6.019     1
X3                 X5                 X9                  5.941     1
X2                 X6                 X8                  5.797     1
X0                 X4                 X6                  5.787     1
X3                 X7                 X8                  5.753     1
X1                 X4                 X5                  5.585     1
X1                 X4                 X8                  5.570     1
X2                 X3                 X7                  5.447     1
X3                 X5                 X7                  5.441     1
X0                 X4                 X5                  5.258     1
X6                 X7                 X9                  4.928     1
X1                 X4                 X6                  4.687     1
X2                 X4                 X9                  4.599     1
X4                 X6                 X7                  4.532     1
X3                 X4                 X6                  4.296     1
X1                 X4                 X9                  4.239     1
X3                 X6                 X7                  4.158     1
X1                 X8                 X9                  4.03      1
X0                 X2                 X5                  3.926     1
X1                 X2                 X6                  3.742     1
X1                 X6                 X8                  3.648     1
X0                 X3                 X6                  3.484     1
X6                 X7                 X8                  3.470     1
X5                 X7                 X9                  3.381     1
X0                 X8                 X9                  3.378     1
X2                 X4                 X5                  3.349     1
X3                 X4                 X8                  3.332     1
X0                 X3                 X8                  3.298     1
X0                 X2                 X3                  3.290     1
X4                 X7                 X9                  3.283     1
X1                 X5                 X7                  3.281     1
X0                 X7                 X9                  3.257     1
X1                 X5                 X9                  3.213     1
X1                 X6                 X9                  3.002     1
X4                 X5                 X7                  2.974     1
X3                 X4                 X9                  2.964     1
X2                 X6                 X7                  2.851     1
X0                 X7                 X8                  2.835     1
X0                 X2                 X4                  0         1
X1                 X3                 X4                  0         1
X1                 X3                 X6                  0         1
X0                 X6                 X7                  0         1
X1                 X5                 X8                  0         1
X1                 X6                 X7                  0         1
X0                 X5                 X9                  0         1
X2                 X3                 X4                  0         1
X2                 X3                 X6                  0         1
X2                 X3                 X9                  0         1
X2                 X4                 X6                  0         1
X2                 X5                 X6                  0         1
X2                 X5                 X7                  0         1
X4                 X6                 X8                  0         1
X0                 X4                 X9                  0         1
X2                 X5                 X9                  0         1
X3                 X6                 X8                  0         1
