Input File: reformatted-data/train/hibachi-res_XGBClassifier_BernoulliNB-s27534_0.607.txt
Computation options used: -p 999 -r 1362361354 -m 10 -a CODOMINANT -mt gammaMAXT -d 3D  -x 0.1
First Marker       Second Marker      Third Marker       Chi-square p-value
X1                 X4                 X9                 453.571    0.001
X1                 X3                 X9                 453.429    0.001
X1                 X7                 X9                 453.395    0.001
X1                 X8                 X9                 453.379    0.001
X1                 X2                 X9                 453.261    0.001
X1                 X5                 X9                 453.206    0.001
X0                 X1                 X9                 453.105    0.001
X1                 X6                 X9                 437.898    0.001
X0                 X6                 X9                  21.064    0.352
X2                 X6                 X9                  20.504    0.41
X1                 X3                 X8                  18.911    0.609
X4                 X6                 X9                  18.047    0.7
X0                 X4                 X7                  17.104    0.829
X0                 X4                 X6                  16.321    0.892
X1                 X5                 X8                  16.059    0.916
X3                 X8                 X9                  15.771    0.934
X1                 X6                 X7                  15.293    0.959
X2                 X4                 X5                  15.008    0.964
X1                 X5                 X7                  14.859    0.968
X5                 X6                 X9                  14.566    0.976
X3                 X4                 X5                  14.337    0.982
X6                 X7                 X9                  14.186    0.986
X0                 X7                 X9                  13.067    0.996
X6                 X8                 X9                  13.046    0.996
X0                 X6                 X7                  12.949    0.997
X0                 X3                 X9                  12.582    0.998
X3                 X5                 X8                  12.449    0.998
X2                 X5                 X7                  12.298    0.999
X3                 X5                 X7                  12.255    0.999
X0                 X2                 X7                  11.458    1
X3                 X6                 X8                  11.413    1
X3                 X4                 X8                  11.402    1
X5                 X6                 X7                  11.036    1
X0                 X4                 X9                  10.895    1
X2                 X8                 X9                  10.646    1
X3                 X6                 X9                  10.643    1
X0                 X3                 X7                  10.564    1
X4                 X5                 X7                  10.489    1
X5                 X7                 X9                  10.130    1
X1                 X4                 X7                   9.713    1
X0                 X1                 X2                   9.611    1
X0                 X7                 X8                   9.565    1
X1                 X2                 X4                   9.463    1
X2                 X4                 X7                   9.347    1
X1                 X5                 X6                   9.326    1
X0                 X2                 X9                   9.090    1
X2                 X4                 X8                   8.766    1
X2                 X3                 X8                   8.355    1
X0                 X5                 X7                   8.239    1
X0                 X1                 X8                   7.988    1
X5                 X7                 X8                   7.384    1
X0                 X5                 X6                   7.372    1
X1                 X7                 X8                   7.323    1
X2                 X4                 X9                   7.257    1
X2                 X5                 X8                   7.149    1
X1                 X3                 X7                   6.590    1
X4                 X6                 X8                   6.360    1
X3                 X7                 X8                   6.319    1
X0                 X1                 X7                   6.297    1
X0                 X1                 X5                   6.231    1
X0                 X2                 X5                   6.031    1
X0                 X2                 X8                   6.009    1
X2                 X3                 X4                   5.905    1
X1                 X2                 X8                   5.828    1
X6                 X7                 X8                   5.825    1
X2                 X6                 X8                   5.733    1
X0                 X8                 X9                   5.563    1
X0                 X3                 X4                   5.403    1
X1                 X2                 X5                   5.399    1
X0                 X4                 X8                   5.230    1
X0                 X3                 X8                   5.201    1
X4                 X8                 X9                   4.920    1
X1                 X6                 X8                   4.694    1
X3                 X4                 X7                   4.559    1
X1                 X4                 X5                   4.513    1
X2                 X7                 X8                   4.383    1
X0                 X4                 X5                   4.145    1
X1                 X2                 X7                   4.127    1
X5                 X6                 X8                   4.070    1
X4                 X6                 X7                   4.003    1
X0                 X6                 X8                   3.802    1
X4                 X5                 X6                   3.791    1
X4                 X7                 X8                   3.710    1
X0                 X2                 X3                   3.648    1
X4                 X7                 X9                   3.643    1
X2                 X5                 X6                   3.614    1
X0                 X3                 X5                   3.568    1
X0                 X5                 X9                   3.527    1
X4                 X5                 X9                   3.445    1
X3                 X4                 X6                   3.408    1
X0                 X5                 X8                   3.389    1
X1                 X3                 X6                   3.337    1
X2                 X3                 X5                   3.050    1
X7                 X8                 X9                   3.009    1
X0                 X1                 X4                   2.941    1
X1                 X4                 X8                   2.939    1
X0                 X2                 X4                   2.905    1
X2                 X6                 X7                   2.897    1
X2                 X4                 X6                   2.891    1
X3                 X4                 X9                   2.881    1
X1                 X3                 X5                   2.825    1
X2                 X5                 X9                   0        1
X0                 X1                 X3                   0        1
X1                 X2                 X6                   0        1
X5                 X8                 X9                   0        1
X1                 X3                 X4                   0        1
X0                 X1                 X6                   0        1
X0                 X3                 X6                   0        1
X2                 X3                 X9                   0        1
X2                 X7                 X9                   0        1
X1                 X4                 X6                   0        1
X1                 X2                 X3                   0        1
X2                 X3                 X7                   0        1
X2                 X3                 X6                   0        1
X4                 X5                 X8                   0        1
X3                 X5                 X6                   0        1
X3                 X7                 X9                   0        1
X0                 X2                 X6                   0        1
X3                 X5                 X9                   0        1
X3                 X6                 X7                   0        1
