Input File: reformatted-data/train/hibachi-res_ExtraTreesClassifier_LogisticRegression-s53965_0.629.txt
Computation options used: -p 999 -r 1323385921 -m 10 -a CODOMINANT -mt gammaMAXT -d 3D  -x 0.1
First Marker       Second Marker      Third Marker       Chi-square p-value
X1                 X4                 X7                 68.384     0.001
X1                 X4                 X9                 67.239     0.001
X1                 X2                 X4                 65.443     0.001
X2                 X4                 X7                 63.448     0.001
X1                 X3                 X4                 60.823     0.001
X1                 X4                 X5                 57.158     0.001
X1                 X4                 X8                 57.093     0.001
X1                 X4                 X6                 56.816     0.001
X0                 X1                 X4                 50.245     0.001
X2                 X4                 X5                 24.963     0.081
X2                 X4                 X9                 20.106     0.415
X0                 X2                 X4                 19.782     0.446
X0                 X1                 X2                 17.798     0.688
X2                 X4                 X6                 15.883     0.879
X2                 X3                 X6                 15.222     0.929
X2                 X3                 X4                 15.008     0.937
X3                 X5                 X9                 14.501     0.964
X2                 X3                 X7                 14.345     0.966
X2                 X7                 X9                 13.730     0.989
X5                 X7                 X9                 13.048     0.997
X2                 X4                 X8                 12.469     0.998
X6                 X7                 X9                 12.214     0.998
X2                 X5                 X9                 11.677     0.998
X0                 X3                 X5                 11.544     0.998
X3                 X5                 X7                 11.457     0.998
X4                 X7                 X9                 11.365     0.998
X3                 X5                 X6                 11.126     1
X5                 X6                 X9                 10.973     1
X3                 X8                 X9                 10.921     1
X4                 X5                 X7                 10.709     1
X0                 X3                 X7                 10.583     1
X0                 X6                 X7                 10.526     1
X3                 X6                 X9                 10.030     1
X0                 X6                 X8                  9.777     1
X2                 X3                 X5                  9.542     1
X0                 X6                 X9                  9.456     1
X1                 X2                 X3                  9.173     1
X1                 X8                 X9                  9.140     1
X3                 X7                 X9                  9.095     1
X2                 X6                 X8                  9.036     1
X0                 X5                 X8                  8.992     1
X0                 X3                 X6                  8.974     1
X4                 X7                 X8                  8.954     1
X3                 X6                 X7                  8.794     1
X0                 X5                 X6                  8.79      1
X1                 X7                 X8                  8.467     1
X5                 X6                 X8                  8.363     1
X3                 X4                 X7                  8.280     1
X1                 X2                 X9                  8.213     1
X1                 X2                 X7                  7.897     1
X0                 X4                 X9                  7.834     1
X3                 X4                 X5                  7.689     1
X2                 X6                 X9                  7.686     1
X1                 X2                 X6                  7.510     1
X0                 X3                 X4                  7.388     1
X0                 X1                 X5                  7.266     1
X0                 X4                 X5                  7.197     1
X0                 X7                 X9                  7.094     1
X0                 X1                 X7                  7.029     1
X5                 X6                 X7                  6.916     1
X4                 X5                 X9                  6.711     1
X1                 X3                 X9                  6.663     1
X0                 X2                 X5                  6.509     1
X1                 X6                 X9                  6.327     1
X2                 X3                 X8                  6.155     1
X0                 X2                 X8                  6.138     1
X1                 X7                 X9                  5.963     1
X1                 X3                 X6                  5.75      1
X0                 X4                 X7                  5.680     1
X0                 X5                 X7                  5.662     1
X6                 X8                 X9                  5.637     1
X3                 X4                 X6                  5.568     1
X1                 X2                 X5                  5.313     1
X0                 X2                 X3                  5.172     1
X2                 X6                 X7                  5.078     1
X3                 X5                 X8                  5.012     1
X0                 X1                 X6                  4.928     1
X0                 X2                 X7                  4.790     1
X0                 X8                 X9                  4.664     1
X6                 X7                 X8                  4.589     1
X0                 X1                 X8                  4.460     1
X0                 X5                 X9                  4.424     1
X0                 X4                 X8                  4.212     1
X1                 X5                 X9                  4.089     1
X0                 X3                 X9                  4.086     1
X0                 X1                 X9                  4.027     1
X1                 X3                 X7                  4.009     1
X2                 X5                 X7                  3.891     1
X1                 X2                 X8                  3.816     1
X4                 X8                 X9                  3.809     1
X1                 X5                 X7                  3.767     1
X3                 X4                 X9                  3.730     1
X4                 X6                 X7                  3.708     1
X2                 X5                 X6                  3.666     1
X4                 X6                 X8                  3.634     1
X1                 X6                 X8                  3.558     1
X1                 X6                 X7                  3.535     1
X1                 X3                 X5                  3.533     1
X2                 X8                 X9                  3.385     1
X3                 X4                 X8                  3.357     1
X0                 X1                 X3                  3.332     1
X5                 X8                 X9                  3.063     1
X7                 X8                 X9                  2.880     1
X2                 X3                 X9                  2.767     1
X1                 X5                 X8                  2.760     1
X4                 X5                 X6                  2.726     1
X4                 X5                 X8                  0         1
X0                 X2                 X9                  0         1
X4                 X6                 X9                  0         1
X0                 X2                 X6                  0         1
X0                 X3                 X8                  0         1
X3                 X7                 X8                  0         1
X0                 X4                 X6                  0         1
X3                 X6                 X8                  0         1
X5                 X7                 X8                  0         1
X0                 X7                 X8                  0         1
X2                 X7                 X8                  0         1
X2                 X5                 X8                  0         1
X1                 X3                 X8                  0         1
X1                 X5                 X6                  0         1
