Input File: reformated-data/hibachi-res_GradientBoostingClassifier_MLPClassifier-s20931_0.348.txt
Computation options used: -p 999 -r 749113210 -m 10 -a CODOMINANT -mt gammaMAXT -d 3D  -x 0.1
First Marker       Second Marker      Third Marker       Chi-square p-value
X0                 X1                 X6                 106.335    0.001
X1                 X6                 X8                  90.104    0.001
X4                 X6                 X8                  74.560    0.001
X0                 X6                 X8                  72.616    0.001
X0                 X1                 X2                  68.452    0.001
X2                 X6                 X8                  68.175    0.001
X5                 X6                 X8                  53.143    0.001
X6                 X8                 X9                  51.916    0.001
X6                 X7                 X8                  48.741    0.001
X1                 X4                 X8                  46.624    0.001
X3                 X6                 X8                  43.696    0.001
X0                 X1                 X8                  40.377    0.002
X0                 X1                 X7                  40.247    0.002
X0                 X2                 X6                  36.174    0.004
X0                 X1                 X4                  36.001    0.004
X0                 X1                 X3                  29.180    0.05
X0                 X4                 X6                  28.019    0.087
X0                 X1                 X9                  27.819    0.094
X0                 X2                 X7                  27.457    0.108
X1                 X2                 X8                  27.170    0.112
X0                 X5                 X6                  24.925    0.227
X1                 X5                 X7                  24.822    0.237
X2                 X4                 X8                  23.488    0.338
X0                 X2                 X5                  23.228    0.363
X0                 X2                 X8                  22.351    0.438
X0                 X2                 X4                  21.295    0.547
X1                 X3                 X5                  20.267    0.665
X0                 X2                 X3                  20.231    0.665
X4                 X5                 X8                  20.151    0.665
X1                 X2                 X6                  20.005    0.673
X0                 X6                 X7                  19.307    0.741
X0                 X1                 X5                  19.100    0.761
X4                 X8                 X9                  18.751    0.793
X1                 X8                 X9                  18.590    0.814
X3                 X4                 X5                  18.384    0.832
X2                 X8                 X9                  15.851    0.983
X5                 X7                 X9                  15.794    0.983
X0                 X3                 X6                  15.411    0.99
X1                 X3                 X7                  14.624    0.998
X0                 X2                 X9                  14.559    0.998
X3                 X4                 X8                  14.164    0.998
X1                 X4                 X6                  14.141    0.998
X0                 X6                 X9                  13.932    0.998
X4                 X6                 X7                  13.762    0.999
X7                 X8                 X9                  13.729    0.999
X4                 X7                 X8                  13.661    0.999
X5                 X7                 X8                  13.414    0.999
X1                 X3                 X4                  13.129    0.999
X0                 X7                 X8                  12.241    1
X0                 X4                 X8                  12.160    1
X4                 X5                 X7                  11.995    1
X0                 X4                 X7                  11.948    1
X1                 X3                 X8                  11.472    1
X0                 X3                 X7                  11.430    1
X1                 X5                 X6                  11.379    1
X1                 X2                 X5                  11.362    1
X2                 X3                 X4                  11.227    1
X4                 X7                 X9                  11.192    1
X0                 X5                 X7                  11.192    1
X3                 X4                 X6                  11.092    1
X1                 X2                 X3                  10.783    1
X2                 X7                 X8                  10.757    1
X1                 X2                 X4                  10.710    1
X1                 X4                 X7                  10.581    1
X5                 X8                 X9                  10.340    1
X2                 X5                 X7                  10.299    1
X3                 X5                 X7                  10.285    1
X1                 X7                 X8                   9.608    1
X0                 X3                 X5                   9.362    1
X1                 X5                 X8                   9.118    1
X1                 X4                 X9                   9.017    1
X2                 X6                 X9                   8.886    1
X5                 X6                 X7                   8.867    1
X1                 X6                 X7                   8.466    1
X6                 X7                 X9                   8.447    1
X1                 X3                 X6                   8.054    1
X3                 X5                 X6                   7.996    1
X1                 X2                 X9                   7.910    1
X3                 X7                 X8                   7.867    1
X0                 X8                 X9                   7.809    1
X3                 X6                 X7                   7.717    1
X0                 X5                 X9                   7.529    1
X2                 X5                 X8                   7.423    1
X2                 X5                 X9                   7.399    1
X3                 X8                 X9                   7.371    1
X2                 X3                 X8                   7.081    1
X0                 X4                 X9                   7.019    1
X3                 X4                 X7                   7.008    1
X2                 X6                 X7                   6.906    1
X4                 X5                 X9                   6.847    1
X3                 X5                 X8                   6.834    1
X0                 X3                 X9                   6.776    1
X3                 X4                 X9                   6.438    1
X0                 X7                 X9                   6.419    1
X2                 X4                 X7                   6.141    1
X3                 X5                 X9                   5.923    1
X3                 X7                 X9                   5.910    1
X0                 X3                 X8                   5.568    1
X0                 X3                 X4                   5.333    1
X4                 X6                 X9                   5.318    1
X1                 X4                 X5                   5.182    1
X2                 X4                 X5                   5.167    1
X2                 X4                 X6                   5.118    1
X2                 X7                 X9                   4.853    1
X0                 X4                 X5                   4.740    1
X2                 X4                 X9                   4.606    1
X1                 X2                 X7                   4.596    1
X2                 X3                 X7                   4.442    1
X4                 X5                 X6                   4.17     1
X5                 X6                 X9                   3.971    1
X2                 X5                 X6                   3.569    1
X1                 X6                 X9                   3.488    1
X1                 X5                 X9                   3.331    1
X2                 X3                 X5                   2.823    1
X3                 X6                 X9                   2.719    1
X1                 X7                 X9                   0        1
X2                 X3                 X6                   0        1
X0                 X5                 X8                   0        1
X1                 X3                 X9                   0        1
X2                 X3                 X9                   0        1
