Input File: reformated-data/hibachi-res_ExtraTreesClassifier_GradientBoostingClassifier-s61756_0.450.txt
Computation options used: -p 999 -r 728642284 -m 10 -a CODOMINANT -mt gammaMAXT -d 3D  -x 0.1
First Marker       Second Marker      Third Marker       Chi-square p-value
X1                 X2                 X4                 299.291    0.001
X0                 X1                 X2                 287.757    0.001
X2                 X4                 X6                  52.317    0.001
X0                 X2                 X6                  51.862    0.001
X0                 X4                 X6                  36.869    0.001
X4                 X6                 X9                  29.240    0.032
X0                 X1                 X6                  28.498    0.045
X0                 X5                 X6                  28.049    0.062
X1                 X4                 X6                  27.569    0.073
X0                 X6                 X9                  26.783    0.097
X1                 X2                 X3                  22.565    0.408
X4                 X6                 X8                  22.493    0.412
X1                 X4                 X9                  19.832    0.71
X1                 X2                 X6                  19.624    0.742
X3                 X4                 X6                  19.237    0.777
X0                 X6                 X8                  18.982    0.799
X0                 X1                 X4                  18.807    0.816
X4                 X7                 X9                  18.645    0.827
X3                 X5                 X8                  18.439    0.843
X1                 X3                 X8                  18.228    0.854
X2                 X3                 X7                  17.425    0.908
X1                 X2                 X9                  16.822    0.948
X4                 X6                 X7                  16.791    0.948
X1                 X4                 X8                  16.468    0.957
X2                 X5                 X7                  16.168    0.968
X4                 X5                 X6                  16.028    0.972
X0                 X3                 X6                  15.628    0.976
X1                 X6                 X9                  15.423    0.983
X3                 X4                 X9                  15.349    0.985
X0                 X6                 X7                  15.198    0.986
X7                 X8                 X9                  15.101    0.986
X0                 X2                 X3                  14.773    0.988
X0                 X2                 X9                  14.579    0.991
X3                 X6                 X9                  14.171    0.996
X4                 X5                 X8                  13.776    0.997
X1                 X3                 X6                  13.765    0.997
X2                 X4                 X9                  13.491    0.998
X3                 X5                 X7                  13.262    0.999
X1                 X4                 X7                  12.729    1
X3                 X8                 X9                  12.662    1
X6                 X8                 X9                  12.634    1
X3                 X7                 X8                  11.941    1
X4                 X7                 X8                  11.821    1
X0                 X3                 X5                  11.257    1
X5                 X6                 X9                  11.239    1
X0                 X2                 X7                  11.207    1
X1                 X3                 X4                  11.092    1
X0                 X1                 X3                  11.072    1
X1                 X2                 X7                  11.037    1
X1                 X2                 X5                  11.021    1
X3                 X5                 X6                  10.969    1
X2                 X3                 X4                  10.760    1
X2                 X6                 X8                  10.750    1
X2                 X6                 X9                  10.694    1
X1                 X8                 X9                  10.668    1
X0                 X2                 X5                  10.606    1
X5                 X8                 X9                  10.590    1
X3                 X6                 X7                  10.541    1
X2                 X5                 X6                  10.425    1
X2                 X8                 X9                  10.311    1
X0                 X2                 X4                  10.135    1
X2                 X4                 X8                  10.103    1
X2                 X4                 X5                   9.944    1
X4                 X5                 X9                   9.794    1
X1                 X5                 X9                   9.709    1
X1                 X4                 X5                   9.601    1
X6                 X7                 X9                   9.546    1
X4                 X8                 X9                   9.011    1
X1                 X6                 X8                   8.733    1
X0                 X4                 X9                   8.673    1
X2                 X7                 X9                   8.598    1
X0                 X1                 X9                   8.583    1
X6                 X7                 X8                   8.307    1
X1                 X5                 X7                   8.288    1
X1                 X2                 X8                   8.200    1
X5                 X7                 X8                   8.175    1
X1                 X6                 X7                   8.099    1
X2                 X3                 X5                   7.955    1
X3                 X4                 X5                   7.819    1
X3                 X4                 X7                   7.713    1
X2                 X6                 X7                   7.432    1
X0                 X4                 X5                   7.380    1
X0                 X1                 X7                   7.296    1
X0                 X7                 X8                   7.182    1
X3                 X5                 X9                   7.167    1
X5                 X6                 X8                   7.053    1
X0                 X2                 X8                   7.011    1
X0                 X3                 X7                   6.834    1
X1                 X7                 X8                   6.726    1
X3                 X7                 X9                   6.666    1
X1                 X5                 X6                   6.546    1
X2                 X3                 X8                   6.480    1
X0                 X8                 X9                   6.438    1
X2                 X4                 X7                   6.431    1
X2                 X5                 X8                   6.374    1
X0                 X3                 X9                   6.306    1
X1                 X7                 X9                   6.256    1
X1                 X3                 X7                   6.255    1
X0                 X5                 X8                   6.190    1
X1                 X3                 X9                   5.618    1
X0                 X3                 X8                   5.475    1
X0                 X1                 X5                   5.441    1
X2                 X7                 X8                   5.130    1
X0                 X5                 X7                   5.084    1
X2                 X3                 X6                   4.981    1
X2                 X5                 X9                   4.923    1
X0                 X5                 X9                   4.804    1
X3                 X6                 X8                   4.693    1
X2                 X3                 X9                   4.017    1
X5                 X7                 X9                   3.993    1
X3                 X4                 X8                   3.912    1
X4                 X5                 X7                   3.818    1
X0                 X7                 X9                   3.360    1
X0                 X3                 X4                   3.352    1
X0                 X1                 X8                   0        1
X5                 X6                 X7                   0        1
X1                 X5                 X8                   0        1
X0                 X4                 X8                   0        1
X1                 X3                 X5                   0        1
X0                 X4                 X7                   0        1
