Input File: reformated-data/hibachi-res_RandomForestClassifier_KNeighborsClassifier-s80540_0.502.txt
Computation options used: -p 999 -r 784643208 -m 10 -a CODOMINANT -mt gammaMAXT -d 3D  -x 0.1
First Marker       Second Marker      Third Marker       Chi-square p-value
X0                 X1                 X5                 238.037    0.001
X0                 X1                 X3                 101.923    0.001
X1                 X3                 X5                  87.707    0.001
X1                 X3                 X9                  34.545    0.007
X1                 X2                 X3                  34.095    0.009
X1                 X3                 X4                  33.525    0.012
X0                 X1                 X4                  30.514    0.038
X1                 X3                 X6                  29.630    0.05
X0                 X1                 X9                  27.743    0.103
X1                 X3                 X8                  26.272    0.157
X1                 X3                 X7                  24.934    0.235
X0                 X1                 X6                  22.665    0.41
X1                 X2                 X5                  22.527    0.431
X0                 X1                 X2                  22.069    0.484
X0                 X1                 X7                  21.741    0.515
X0                 X2                 X6                  21.006    0.598
X1                 X4                 X5                  19.233    0.788
X0                 X1                 X8                  19.092    0.8
X0                 X5                 X6                  18.015    0.896
X1                 X5                 X9                  16.389    0.971
X3                 X4                 X8                  16.188    0.974
X3                 X4                 X5                  15.276    0.992
X2                 X5                 X9                  15.045    0.993
X0                 X6                 X8                  15.029    0.993
X1                 X5                 X7                  14.742    0.995
X1                 X5                 X6                  14.118    0.997
X1                 X2                 X9                  13.098    1
X5                 X6                 X8                  12.852    1
X0                 X4                 X5                  11.998    1
X3                 X5                 X9                  11.736    1
X2                 X3                 X7                  11.684    1
X2                 X8                 X9                  11.480    1
X4                 X5                 X6                  11.378    1
X0                 X2                 X9                  11.052    1
X1                 X8                 X9                  10.616    1
X4                 X6                 X8                  10.348    1
X1                 X2                 X4                  10.289    1
X5                 X7                 X9                  10.282    1
X1                 X4                 X8                   9.874    1
X2                 X7                 X8                   9.752    1
X2                 X3                 X6                   9.504    1
X0                 X2                 X8                   9.265    1
X2                 X3                 X9                   9.242    1
X1                 X5                 X8                   8.943    1
X4                 X8                 X9                   8.755    1
X3                 X8                 X9                   8.737    1
X6                 X8                 X9                   8.650    1
X0                 X5                 X9                   8.582    1
X2                 X4                 X7                   8.446    1
X0                 X3                 X5                   8.441    1
X1                 X4                 X6                   8.392    1
X5                 X7                 X8                   7.795    1
X7                 X8                 X9                   7.766    1
X3                 X5                 X7                   7.734    1
X2                 X6                 X8                   7.718    1
X3                 X5                 X8                   7.703    1
X5                 X6                 X9                   7.702    1
X3                 X7                 X9                   7.695    1
X2                 X4                 X6                   7.633    1
X2                 X4                 X9                   7.473    1
X3                 X6                 X7                   7.334    1
X4                 X5                 X8                   7.302    1
X0                 X4                 X6                   7.268    1
X1                 X4                 X9                   7.222    1
X0                 X2                 X5                   6.939    1
X2                 X5                 X7                   6.901    1
X2                 X7                 X9                   6.877    1
X2                 X4                 X5                   6.865    1
X2                 X3                 X8                   6.658    1
X0                 X4                 X8                   6.492    1
X3                 X6                 X8                   6.297    1
X1                 X2                 X7                   6.179    1
X0                 X3                 X4                   6.075    1
X2                 X3                 X5                   5.950    1
X1                 X7                 X9                   5.885    1
X3                 X6                 X9                   5.834    1
X4                 X7                 X8                   5.817    1
X4                 X6                 X9                   5.747    1
X2                 X6                 X7                   5.739    1
X2                 X3                 X4                   5.557    1
X5                 X6                 X7                   5.199    1
X5                 X8                 X9                   5.123    1
X4                 X7                 X9                   5.085    1
X2                 X6                 X9                   4.796    1
X0                 X6                 X9                   4.478    1
X3                 X5                 X6                   4.446    1
X2                 X5                 X8                   4.209    1
X0                 X3                 X9                   4.205    1
X3                 X4                 X7                   4.025    1
X4                 X5                 X9                   4.022    1
X0                 X2                 X3                   4.001    1
X2                 X5                 X6                   3.966    1
X0                 X3                 X6                   3.780    1
X6                 X7                 X9                   3.579    1
X0                 X3                 X8                   3.530    1
X3                 X4                 X6                   3.41     1
X1                 X6                 X8                   3.362    1
X0                 X6                 X7                   3.101    1
X2                 X4                 X8                   3.078    1
X1                 X2                 X6                   3.063    1
X0                 X2                 X7                   2.958    1
X3                 X7                 X8                   2.851    1
X0                 X2                 X4                   2.830    1
X1                 X7                 X8                   2.775    1
X0                 X7                 X9                   2.770    1
X3                 X4                 X9                   2.762    1
X1                 X4                 X7                   2.710    1
X6                 X7                 X8                   2.708    1
X0                 X8                 X9                   0        1
X0                 X3                 X7                   0        1
X4                 X6                 X7                   0        1
X1                 X6                 X9                   0        1
X0                 X7                 X8                   0        1
X1                 X6                 X7                   0        1
X4                 X5                 X7                   0        1
X0                 X5                 X8                   0        1
X1                 X2                 X8                   0        1
X0                 X5                 X7                   0        1
X0                 X4                 X9                   0        1
X0                 X4                 X7                   0        1
