Input File: reformatted-data/train/hibachi-res_RandomForestClassifier_MLPClassifier-s71701_0.438.txt
Computation options used: -p 999 -r 1361436969 -m 10 -a CODOMINANT -mt gammaMAXT -d 3D  -x 0.1
First Marker       Second Marker      Third Marker       Chi-square p-value
X1                 X6                 X8                 46.164     0.001
X2                 X8                 X9                 45.575     0.001
X1                 X2                 X8                 38.866     0.001
X0                 X6                 X8                 35.844     0.003
X2                 X6                 X8                 34.952     0.003
X0                 X1                 X9                 33.497     0.004
X0                 X1                 X8                 31.479     0.005
X0                 X2                 X8                 30.996     0.009
X2                 X4                 X8                 29.042     0.02
X6                 X8                 X9                 26.462     0.051
X1                 X8                 X9                 26.198     0.056
X0                 X2                 X6                 25.241     0.083
X2                 X3                 X8                 25.151     0.087
X2                 X7                 X8                 24.313     0.111
X0                 X1                 X2                 22.493     0.202
X2                 X6                 X9                 21.340     0.286
X0                 X8                 X9                 19.210     0.5
X2                 X5                 X8                 18.807     0.558
X4                 X7                 X9                 18.673     0.571
X1                 X2                 X6                 18.315     0.623
X0                 X2                 X4                 18.217     0.633
X2                 X5                 X6                 17.316     0.728
X0                 X2                 X9                 16.775     0.791
X6                 X7                 X8                 16.096     0.849
X1                 X4                 X8                 15.976     0.863
X0                 X4                 X8                 15.723     0.881
X1                 X4                 X6                 15.611     0.882
X1                 X7                 X9                 15.565     0.882
X0                 X2                 X3                 15.330     0.902
X4                 X6                 X9                 14.839     0.93
X0                 X6                 X9                 14.659     0.936
X3                 X6                 X8                 14.453     0.941
X1                 X7                 X8                 14.124     0.954
X7                 X8                 X9                 13.577     0.976
X1                 X3                 X9                 13.516     0.976
X0                 X2                 X7                 13.455     0.978
X1                 X2                 X9                 12.790     0.993
X5                 X6                 X8                 12.390     0.996
X0                 X7                 X9                 12.269     0.996
X4                 X6                 X8                 12.220     0.996
X2                 X3                 X6                 11.949     0.996
X0                 X1                 X6                 11.827     0.996
X1                 X4                 X7                 11.752     0.996
X1                 X3                 X8                 11.732     0.996
X2                 X4                 X6                 11.324     0.997
X0                 X7                 X8                 11.078     0.998
X1                 X5                 X8                 10.983     0.998
X0                 X1                 X4                 10.887     0.998
X2                 X6                 X7                 10.691     0.998
X1                 X4                 X9                 10.228     0.998
X0                 X2                 X5                 10.084     1
X2                 X7                 X9                  9.522     1
X1                 X5                 X7                  9.26      1
X1                 X6                 X7                  9.035     1
X6                 X7                 X9                  8.839     1
X0                 X3                 X5                  8.761     1
X0                 X5                 X8                  8.500     1
X1                 X2                 X7                  8.412     1
X0                 X1                 X7                  8.351     1
X3                 X7                 X9                  8.219     1
X5                 X8                 X9                  8.206     1
X0                 X1                 X3                  8.100     1
X3                 X6                 X9                  7.942     1
X4                 X5                 X8                  7.64      1
X0                 X4                 X9                  7.577     1
X0                 X4                 X5                  7.320     1
X1                 X3                 X5                  7.259     1
X1                 X3                 X4                  7.077     1
X1                 X2                 X4                  6.712     1
X0                 X3                 X8                  6.705     1
X0                 X5                 X9                  6.675     1
X1                 X3                 X6                  6.570     1
X2                 X3                 X7                  6.138     1
X4                 X8                 X9                  6.006     1
X2                 X4                 X5                  5.951     1
X2                 X5                 X9                  5.855     1
X5                 X7                 X9                  5.562     1
X4                 X5                 X7                  5.399     1
X0                 X3                 X9                  5.197     1
X0                 X3                 X6                  4.929     1
X1                 X4                 X5                  4.609     1
X0                 X3                 X4                  4.577     1
X5                 X7                 X8                  4.471     1
X3                 X4                 X6                  4.424     1
X1                 X2                 X5                  4.414     1
X0                 X4                 X7                  4.352     1
X4                 X7                 X8                  4.243     1
X1                 X2                 X3                  4.225     1
X4                 X5                 X9                  4.040     1
X2                 X5                 X7                  4.010     1
X1                 X5                 X9                  3.973     1
X4                 X5                 X6                  3.931     1
X4                 X6                 X7                  3.853     1
X0                 X5                 X7                  3.749     1
X1                 X5                 X6                  3.668     1
X3                 X8                 X9                  3.454     1
X2                 X3                 X4                  3.417     1
X0                 X4                 X6                  3.318     1
X2                 X4                 X9                  3.244     1
X5                 X6                 X9                  3.164     1
X2                 X4                 X7                  3.048     1
X5                 X6                 X7                  3.029     1
X0                 X3                 X7                  2.99      1
X3                 X4                 X5                  2.943     1
X3                 X5                 X7                  2.901     1
X1                 X6                 X9                  2.860     1
X0                 X1                 X5                  2.789     1
X3                 X4                 X8                  0         1
X3                 X4                 X9                  0         1
X2                 X3                 X5                  0         1
X0                 X6                 X7                  0         1
X2                 X3                 X9                  0         1
X3                 X5                 X6                  0         1
X0                 X5                 X6                  0         1
X3                 X5                 X8                  0         1
X3                 X5                 X9                  0         1
X3                 X6                 X7                  0         1
X3                 X4                 X7                  0         1
X3                 X7                 X8                  0         1
X1                 X3                 X7                  0         1
