Input File: reformatted-data/train/hibachi-res_BernoulliNB_ExtraTreesClassifier-s59906_0.079.txt
Computation options used: -p 999 -r 1308931901 -m 10 -a CODOMINANT -mt gammaMAXT -d 3D  -x 0.1
First Marker       Second Marker      Third Marker       Chi-square p-value
X1                 X8                 X9                 14.714     0.973
X3                 X5                 X8                 13.814     0.988
X3                 X6                 X8                 13.586     0.991
X1                 X5                 X8                 12.713     0.999
X0                 X5                 X7                 12.523     0.999
X4                 X5                 X8                 12.142     1
X0                 X1                 X8                 11.837     1
X2                 X4                 X7                 10.661     1
X1                 X3                 X8                 10.537     1
X1                 X3                 X7                  9.925     1
X2                 X7                 X8                  9.924     1
X2                 X4                 X5                  9.509     1
X2                 X3                 X8                  9.476     1
X1                 X2                 X7                  9.328     1
X0                 X3                 X4                  9.259     1
X5                 X8                 X9                  9.250     1
X0                 X8                 X9                  9.122     1
X5                 X7                 X8                  9.051     1
X3                 X5                 X6                  8.904     1
X0                 X4                 X7                  8.781     1
X3                 X8                 X9                  8.725     1
X2                 X6                 X9                  8.715     1
X2                 X6                 X8                  8.595     1
X0                 X6                 X9                  8.518     1
X1                 X7                 X8                  8.421     1
X0                 X2                 X9                  7.889     1
X2                 X7                 X9                  7.817     1
X1                 X7                 X9                  7.809     1
X1                 X2                 X3                  7.790     1
X3                 X4                 X7                  7.605     1
X2                 X3                 X4                  7.601     1
X1                 X4                 X7                  7.503     1
X1                 X4                 X5                  7.378     1
X0                 X2                 X5                  7.378     1
X4                 X6                 X8                  7.269     1
X0                 X1                 X3                  7.195     1
X0                 X4                 X9                  7.177     1
X2                 X5                 X7                  7.082     1
X1                 X2                 X5                  7.016     1
X3                 X4                 X8                  6.978     1
X5                 X6                 X7                  6.958     1
X3                 X5                 X7                  6.937     1
X0                 X1                 X7                  6.906     1
X1                 X3                 X5                  6.890     1
X0                 X6                 X7                  6.745     1
X5                 X7                 X9                  6.671     1
X4                 X8                 X9                  6.619     1
X0                 X4                 X5                  6.137     1
X0                 X3                 X9                  6.066     1
X1                 X3                 X9                  5.983     1
X0                 X5                 X8                  5.878     1
X2                 X5                 X8                  5.734     1
X4                 X7                 X9                  5.530     1
X3                 X7                 X8                  5.462     1
X4                 X7                 X8                  5.366     1
X1                 X3                 X6                  5.332     1
X5                 X6                 X9                  4.899     1
X0                 X1                 X2                  4.732     1
X0                 X3                 X8                  4.669     1
X0                 X3                 X6                  4.639     1
X7                 X8                 X9                  4.521     1
X4                 X5                 X7                  4.500     1
X1                 X4                 X9                  4.420     1
X2                 X8                 X9                  4.234     1
X6                 X8                 X9                  4.190     1
X1                 X6                 X8                  4.110     1
X1                 X3                 X4                  4.103     1
X0                 X2                 X4                  3.856     1
X1                 X5                 X7                  3.759     1
X0                 X5                 X6                  3.67      1
X1                 X2                 X9                  3.605     1
X2                 X4                 X8                  3.602     1
X2                 X3                 X5                  3.573     1
X1                 X4                 X8                  3.564     1
X0                 X2                 X7                  3.458     1
X0                 X2                 X8                  3.374     1
X2                 X6                 X7                  3.368     1
X5                 X6                 X8                  3.304     1
X4                 X6                 X9                  3.303     1
X0                 X7                 X9                  3.302     1
X0                 X5                 X9                  3.279     1
X3                 X4                 X6                  3.209     1
X1                 X2                 X4                  3.146     1
X1                 X6                 X7                  3.143     1
X1                 X5                 X9                  3.117     1
X4                 X5                 X6                  3.116     1
X0                 X2                 X3                  3.067     1
X1                 X6                 X9                  3.044     1
X0                 X6                 X8                  2.962     1
X4                 X5                 X9                  2.957     1
X0                 X1                 X4                  2.941     1
X1                 X5                 X6                  2.863     1
X3                 X4                 X5                  2.773     1
X2                 X3                 X7                  2.760     1
X2                 X3                 X6                  0         1
X6                 X7                 X9                  0         1
X6                 X7                 X8                  0         1
X0                 X1                 X5                  0         1
X0                 X1                 X6                  0         1
X0                 X1                 X9                  0         1
X2                 X3                 X9                  0         1
X2                 X4                 X6                  0         1
X0                 X2                 X6                  0         1
X2                 X4                 X9                  0         1
X2                 X5                 X6                  0         1
X1                 X4                 X6                  0         1
X0                 X3                 X5                  0         1
X4                 X6                 X7                  0         1
X2                 X5                 X9                  0         1
X0                 X3                 X7                  0         1
X1                 X2                 X8                  0         1
X1                 X2                 X6                  0         1
X0                 X4                 X6                  0         1
X3                 X7                 X9                  0         1
X0                 X4                 X8                  0         1
X3                 X6                 X9                  0         1
X3                 X6                 X7                  0         1
X3                 X5                 X9                  0         1
X3                 X4                 X9                  0         1
X0                 X7                 X8                  0         1
