Input File: reformatted-data/train/hibachi-res_RandomForestClassifier_LogisticRegression-s56645_0.590.txt
Computation options used: -p 999 -r 1360495777 -m 10 -a CODOMINANT -mt gammaMAXT -d 3D  -x 0.1
First Marker       Second Marker      Third Marker       Chi-square p-value
X1                 X4                 X6                 196.323    0.001
X1                 X4                 X9                 163.677    0.001
X1                 X3                 X4                 159.127    0.001
X1                 X4                 X8                 156.029    0.001
X1                 X4                 X7                 140.91     0.001
X1                 X2                 X4                 138.565    0.001
X0                 X1                 X4                 135.957    0.001
X1                 X4                 X5                 120.779    0.001
X1                 X6                 X7                  72.709    0.001
X1                 X5                 X6                  67.022    0.001
X1                 X3                 X6                  61.757    0.001
X1                 X6                 X9                  61.503    0.001
X0                 X1                 X6                  60.159    0.001
X1                 X6                 X8                  52.732    0.001
X1                 X2                 X6                  45.384    0.001
X1                 X2                 X3                  16.701    0.833
X1                 X3                 X7                  16.270    0.866
X3                 X6                 X9                  14.593    0.973
X1                 X3                 X5                  14.291    0.98
X2                 X5                 X7                  13.416    0.995
X0                 X1                 X9                  13.333    0.995
X4                 X5                 X8                  13.192    0.995
X3                 X7                 X9                  12.541    0.998
X1                 X5                 X7                  11.365    0.999
X5                 X7                 X9                  11.169    0.999
X4                 X8                 X9                  11.092    0.999
X0                 X8                 X9                  10.102    1
X0                 X1                 X8                  10.094    1
X0                 X3                 X9                  10.066    1
X0                 X3                 X4                  10.049    1
X0                 X2                 X9                   9.662    1
X2                 X3                 X7                   9.532    1
X0                 X2                 X8                   9.064    1
X4                 X7                 X8                   9.058    1
X1                 X7                 X8                   8.771    1
X0                 X4                 X9                   8.532    1
X4                 X5                 X6                   8.423    1
X0                 X2                 X3                   8.376    1
X0                 X2                 X7                   7.660    1
X0                 X4                 X5                   7.508    1
X4                 X5                 X7                   7.499    1
X2                 X4                 X8                   7.477    1
X5                 X8                 X9                   7.438    1
X2                 X4                 X5                   7.379    1
X0                 X4                 X8                   7.369    1
X0                 X4                 X6                   7.336    1
X5                 X6                 X9                   7.285    1
X4                 X6                 X7                   7.220    1
X0                 X5                 X7                   7.141    1
X2                 X7                 X9                   7.112    1
X2                 X6                 X9                   6.878    1
X5                 X7                 X8                   6.758    1
X4                 X6                 X8                   6.665    1
X1                 X8                 X9                   6.646    1
X0                 X1                 X3                   6.626    1
X2                 X3                 X8                   6.529    1
X0                 X2                 X4                   6.318    1
X2                 X4                 X7                   6.225    1
X0                 X2                 X6                   6.205    1
X0                 X4                 X7                   6.194    1
X0                 X5                 X6                   6.100    1
X3                 X5                 X9                   6.029    1
X2                 X5                 X8                   5.683    1
X2                 X5                 X6                   5.615    1
X5                 X6                 X7                   5.592    1
X2                 X7                 X8                   5.542    1
X0                 X7                 X9                   5.397    1
X1                 X5                 X8                   5.259    1
X1                 X5                 X9                   5.188    1
X4                 X6                 X9                   5.074    1
X3                 X4                 X5                   4.843    1
X3                 X5                 X8                   4.681    1
X0                 X3                 X8                   4.536    1
X6                 X7                 X9                   4.381    1
X1                 X2                 X5                   4.381    1
X1                 X3                 X8                   4.317    1
X2                 X6                 X8                   4.238    1
X1                 X7                 X9                   4.205    1
X2                 X3                 X6                   4.170    1
X1                 X3                 X9                   4.132    1
X0                 X2                 X5                   4.061    1
X3                 X4                 X9                   4.031    1
X3                 X5                 X6                   3.788    1
X3                 X5                 X7                   3.787    1
X4                 X7                 X9                   3.779    1
X3                 X4                 X7                   3.777    1
X1                 X2                 X9                   3.725    1
X0                 X5                 X9                   3.725    1
X0                 X6                 X7                   3.655    1
X5                 X6                 X8                   3.603    1
X2                 X3                 X9                   3.531    1
X0                 X1                 X7                   3.470    1
X6                 X7                 X8                   3.450    1
X3                 X6                 X7                   3.380    1
X0                 X5                 X8                   3.345    1
X2                 X8                 X9                   3.261    1
X0                 X1                 X5                   3.207    1
X2                 X6                 X7                   3.133    1
X4                 X5                 X9                   3.102    1
X2                 X5                 X9                   3.090    1
X0                 X3                 X6                   3.088    1
X6                 X8                 X9                   3.011    1
X0                 X1                 X2                   2.968    1
X2                 X3                 X4                   2.904    1
X0                 X3                 X7                   2.88     1
X2                 X3                 X5                   2.788    1
X0                 X7                 X8                   2.729    1
X7                 X8                 X9                   0        1
X0                 X3                 X5                   0        1
X0                 X6                 X8                   0        1
X0                 X6                 X9                   0        1
X1                 X2                 X7                   0        1
X1                 X2                 X8                   0        1
X2                 X4                 X6                   0        1
X2                 X4                 X9                   0        1
X3                 X4                 X6                   0        1
X3                 X4                 X8                   0        1
X3                 X6                 X8                   0        1
X3                 X7                 X8                   0        1
X3                 X8                 X9                   0        1
