Input File: reformatted-data/train/hibachi-res_BernoulliNB_MLPClassifier-s22806_0.093.txt
Computation options used: -p 999 -r 1420984170 -m 10 -a CODOMINANT -mt gammaMAXT -d 3D  -x 0.1
First Marker       Second Marker      Third Marker       Chi-square p-value
X6                 X8                 X9                 56.940     0.001
X4                 X6                 X9                 48.091     0.001
X3                 X6                 X9                 47.860     0.001
X0                 X6                 X9                 35.352     0.002
X6                 X7                 X9                 35.100     0.002
X1                 X6                 X9                 31.774     0.008
X5                 X6                 X9                 29.715     0.029
X2                 X6                 X9                 28.895     0.044
X0                 X1                 X7                 20.052     0.674
X1                 X2                 X6                 19.682     0.715
X0                 X1                 X6                 19.487     0.734
X6                 X7                 X8                 17.823     0.882
X2                 X4                 X9                 17.690     0.887
X0                 X4                 X9                 17.303     0.911
X1                 X3                 X4                 17.258     0.913
X1                 X5                 X7                 16.798     0.935
X2                 X8                 X9                 16.572     0.942
X0                 X2                 X8                 16.311     0.958
X2                 X3                 X9                 16.087     0.969
X2                 X6                 X8                 15.784     0.973
X2                 X3                 X4                 15.395     0.984
X0                 X6                 X8                 15.227     0.984
X0                 X1                 X4                 14.844     0.991
X5                 X7                 X8                 14.489     0.992
X2                 X4                 X6                 13.612     0.996
X4                 X6                 X7                 13.400     0.996
X4                 X8                 X9                 12.988     0.999
X1                 X3                 X8                 12.759     0.999
X2                 X4                 X8                 12.684     0.999
X0                 X2                 X4                 12.500     1
X4                 X5                 X9                 12.408     1
X0                 X1                 X2                 12.407     1
X1                 X5                 X8                 12.272     1
X0                 X1                 X5                 12.236     1
X1                 X2                 X3                 12.124     1
X1                 X4                 X5                 12.118     1
X0                 X2                 X9                 11.718     1
X1                 X3                 X5                 11.691     1
X0                 X5                 X8                 11.440     1
X2                 X3                 X8                 11.313     1
X1                 X3                 X7                 11.288     1
X1                 X6                 X7                 11.233     1
X0                 X3                 X4                 11.042     1
X3                 X6                 X7                 10.957     1
X2                 X4                 X5                 10.596     1
X2                 X3                 X6                 10.220     1
X1                 X2                 X9                 10.138     1
X2                 X3                 X5                 10.102     1
X0                 X1                 X3                 10.009     1
X0                 X7                 X8                  9.939     1
X0                 X4                 X6                  9.919     1
X4                 X5                 X6                  9.637     1
X0                 X8                 X9                  9.506     1
X0                 X2                 X7                  9.422     1
X0                 X1                 X8                  9.415     1
X5                 X8                 X9                  9.248     1
X2                 X7                 X8                  9.004     1
X0                 X5                 X6                  8.997     1
X3                 X7                 X9                  8.920     1
X1                 X7                 X8                  8.804     1
X2                 X4                 X7                  8.616     1
X1                 X3                 X9                  8.581     1
X3                 X4                 X8                  8.515     1
X3                 X5                 X9                  8.338     1
X0                 X4                 X8                  8.297     1
X4                 X5                 X7                  8.288     1
X4                 X7                 X9                  8.097     1
X5                 X6                 X8                  8.043     1
X3                 X4                 X9                  8.006     1
X1                 X2                 X4                  7.973     1
X1                 X2                 X5                  7.831     1
X1                 X6                 X8                  7.786     1
X1                 X4                 X7                  7.317     1
X2                 X5                 X8                  7.148     1
X0                 X1                 X9                  6.88      1
X0                 X5                 X7                  6.717     1
X1                 X4                 X8                  6.393     1
X1                 X3                 X6                  6.317     1
X3                 X5                 X8                  6.180     1
X1                 X2                 X7                  6.038     1
X3                 X4                 X6                  5.949     1
X7                 X8                 X9                  5.946     1
X0                 X4                 X5                  5.492     1
X2                 X5                 X6                  5.394     1
X3                 X4                 X7                  5.317     1
X5                 X7                 X9                  5.207     1
X3                 X8                 X9                  5.186     1
X2                 X7                 X9                  5.184     1
X2                 X3                 X7                  4.917     1
X3                 X4                 X5                  4.844     1
X0                 X3                 X5                  4.603     1
X0                 X4                 X7                  4.521     1
X4                 X5                 X8                  4.316     1
X1                 X4                 X9                  4.114     1
X1                 X2                 X8                  4.051     1
X3                 X6                 X8                  4.002     1
X4                 X6                 X8                  3.852     1
X2                 X5                 X9                  3.577     1
X2                 X6                 X7                  3.556     1
X1                 X5                 X9                  3.527     1
X0                 X7                 X9                  3.467     1
X3                 X5                 X7                  3.389     1
X3                 X7                 X8                  3.311     1
X1                 X5                 X6                  3.250     1
X0                 X2                 X5                  3.098     1
X0                 X2                 X6                  3.08      1
X0                 X3                 X6                  3.070     1
X2                 X5                 X7                  3.057     1
X0                 X2                 X3                  2.953     1
X0                 X3                 X9                  2.887     1
X1                 X8                 X9                  2.862     1
X1                 X7                 X9                  2.811     1
X5                 X6                 X7                  0         1
X4                 X7                 X8                  0         1
X0                 X3                 X8                  0         1
X1                 X4                 X6                  0         1
X0                 X3                 X7                  0         1
X3                 X5                 X6                  0         1
X0                 X5                 X9                  0         1
X0                 X6                 X7                  0         1
