Input File: reformated-data/hibachi-res_MLPClassifier_ExtraTreesClassifier-s43424_0.483.txt
Computation options used: -p 999 -r 772727045 -m 10 -a CODOMINANT -mt gammaMAXT -d 3D  -x 0.1
First Marker       Second Marker      Third Marker       Chi-square p-value
X1                 X6                 X7                 35.474     0.004
X0                 X2                 X7                 18.024     0.918
X6                 X7                 X8                 18.012     0.918
X0                 X3                 X5                 17.108     0.954
X2                 X4                 X6                 16.841     0.963
X1                 X2                 X7                 16.829     0.964
X0                 X2                 X3                 16.720     0.965
X3                 X4                 X5                 16.034     0.982
X3                 X6                 X7                 15.522     0.993
X0                 X6                 X7                 15.076     0.996
X2                 X3                 X6                 14.577     0.998
X2                 X6                 X9                 14.109     0.998
X1                 X8                 X9                 13.976     0.998
X1                 X4                 X9                 13.791     0.999
X3                 X4                 X7                 13.740     0.999
X4                 X6                 X9                 13.518     0.999
X0                 X3                 X6                 13.425     0.999
X2                 X3                 X4                 13.256     0.999
X2                 X4                 X9                 13.241     0.999
X0                 X3                 X7                 12.962     1
X1                 X2                 X9                 12.921     1
X1                 X3                 X9                 12.879     1
X0                 X3                 X4                 12.830     1
X0                 X2                 X4                 12.808     1
X0                 X4                 X9                 12.519     1
X1                 X4                 X5                 12.084     1
X1                 X3                 X6                 11.223     1
X1                 X5                 X6                 10.993     1
X5                 X6                 X7                 10.784     1
X1                 X3                 X4                 10.771     1
X3                 X5                 X6                 10.668     1
X0                 X7                 X8                 10.325     1
X2                 X4                 X8                 10.212     1
X0                 X5                 X7                 10.019     1
X0                 X5                 X6                 10.004     1
X1                 X6                 X8                  9.966     1
X2                 X4                 X5                  9.930     1
X0                 X1                 X6                  9.920     1
X0                 X2                 X6                  9.827     1
X1                 X2                 X3                  9.693     1
X4                 X5                 X6                  9.693     1
X2                 X5                 X6                  9.682     1
X3                 X5                 X8                  9.624     1
X0                 X2                 X9                  9.492     1
X1                 X6                 X9                  9.465     1
X5                 X7                 X9                  9.312     1
X4                 X6                 X7                  9.256     1
X1                 X3                 X8                  9.237     1
X6                 X7                 X9                  9.173     1
X3                 X4                 X9                  9.169     1
X3                 X5                 X7                  9.123     1
X1                 X2                 X8                  9.046     1
X2                 X6                 X7                  8.953     1
X5                 X6                 X9                  8.859     1
X2                 X5                 X9                  8.788     1
X3                 X6                 X9                  8.73      1
X0                 X7                 X9                  8.679     1
X0                 X4                 X7                  8.449     1
X2                 X6                 X8                  8.176     1
X0                 X1                 X4                  8.139     1
X0                 X4                 X6                  8.036     1
X5                 X6                 X8                  8.023     1
X0                 X2                 X5                  7.993     1
X3                 X5                 X9                  7.798     1
X1                 X3                 X5                  7.779     1
X3                 X4                 X8                  7.727     1
X0                 X3                 X8                  7.667     1
X1                 X2                 X6                  7.580     1
X0                 X4                 X5                  7.535     1
X1                 X3                 X7                  7.441     1
X1                 X5                 X9                  7.399     1
X0                 X1                 X8                  7.345     1
X2                 X5                 X8                  7.278     1
X0                 X1                 X2                  7.276     1
X1                 X4                 X8                  7.269     1
X2                 X3                 X8                  7.264     1
X1                 X4                 X6                  7.184     1
X0                 X8                 X9                  7.175     1
X0                 X6                 X8                  6.998     1
X4                 X5                 X9                  6.993     1
X0                 X4                 X8                  6.971     1
X7                 X8                 X9                  6.792     1
X3                 X7                 X9                  6.707     1
X0                 X2                 X8                  6.679     1
X4                 X5                 X8                  6.542     1
X0                 X1                 X7                  6.257     1
X1                 X7                 X9                  6.093     1
X4                 X5                 X7                  5.793     1
X1                 X7                 X8                  5.668     1
X0                 X1                 X3                  5.666     1
X2                 X7                 X9                  5.629     1
X1                 X2                 X4                  5.495     1
X3                 X4                 X6                  5.469     1
X2                 X4                 X7                  5.313     1
X0                 X5                 X8                  5.238     1
X5                 X7                 X8                  5.023     1
X4                 X6                 X8                  4.657     1
X3                 X7                 X8                  4.322     1
X2                 X5                 X7                  4.235     1
X2                 X7                 X8                  4.105     1
X4                 X7                 X9                  3.920     1
X1                 X4                 X7                  3.748     1
X1                 X5                 X8                  3.494     1
X2                 X3                 X5                  3.488     1
X3                 X8                 X9                  3.480     1
X0                 X1                 X5                  3.385     1
X6                 X8                 X9                  3.321     1
X1                 X5                 X7                  3.25      1
X0                 X6                 X9                  3.178     1
X3                 X6                 X8                  3.167     1
X1                 X2                 X5                  3.163     1
X0                 X1                 X9                  3.14      1
X0                 X5                 X9                  2.926     1
X4                 X7                 X8                  0         1
X4                 X8                 X9                  0         1
X0                 X3                 X9                  0         1
X2                 X3                 X7                  0         1
X2                 X8                 X9                  0         1
X5                 X8                 X9                  0         1
X2                 X3                 X9                  0         1
