Input File: reformatted-data/train/hibachi-res_MLPClassifier_DecisionTreeClassifier-s11274_0.520.txt
Computation options used: -p 999 -r 1350882173 -m 10 -a CODOMINANT -mt gammaMAXT -d 3D  -x 0.1
First Marker       Second Marker      Third Marker       Chi-square p-value
X0                 X3                 X4                 499.982    0.001
X2                 X4                 X7                  29.301    0.021
X1                 X2                 X7                  18.896    0.597
X5                 X6                 X9                  18.354    0.66
X0                 X3                 X7                  16.962    0.837
X0                 X6                 X9                  16.084    0.906
X2                 X4                 X6                  15.632    0.932
X0                 X2                 X7                  15.012    0.957
X0                 X4                 X7                  14.217    0.977
X0                 X6                 X8                  13.918    0.981
X2                 X5                 X6                  13.686    0.986
X0                 X1                 X7                  13.442    0.99
X2                 X3                 X4                  13.334    0.993
X1                 X6                 X8                  13.131    0.995
X1                 X5                 X9                  12.993    0.996
X3                 X5                 X9                  12.660    0.996
X0                 X6                 X7                  12.630    0.996
X1                 X3                 X7                  11.754    1
X1                 X5                 X6                  11.634    1
X2                 X6                 X9                  11.382    1
X1                 X2                 X5                  11.317    1
X0                 X8                 X9                  11.300    1
X0                 X5                 X9                  10.915    1
X0                 X4                 X8                  10.659    1
X1                 X2                 X4                  10.427    1
X0                 X2                 X6                  10.308    1
X2                 X7                 X8                  10.176    1
X0                 X7                 X8                  10.031    1
X0                 X2                 X4                   9.938    1
X0                 X3                 X9                   9.828    1
X2                 X5                 X7                   9.687    1
X3                 X4                 X9                   9.614    1
X3                 X5                 X7                   9.578    1
X2                 X3                 X7                   9.559    1
X2                 X3                 X5                   9.377    1
X3                 X4                 X7                   9.239    1
X0                 X2                 X5                   9.109    1
X3                 X7                 X8                   8.781    1
X3                 X4                 X6                   8.564    1
X1                 X3                 X4                   8.470    1
X1                 X5                 X8                   8.455    1
X1                 X7                 X9                   8.259    1
X2                 X6                 X8                   8.058    1
X0                 X3                 X8                   8.026    1
X0                 X1                 X8                   7.611    1
X1                 X3                 X5                   7.565    1
X2                 X6                 X7                   7.279    1
X1                 X3                 X8                   7.274    1
X1                 X4                 X7                   6.891    1
X0                 X1                 X9                   6.854    1
X4                 X5                 X9                   6.765    1
X0                 X5                 X8                   6.687    1
X3                 X6                 X7                   6.648    1
X5                 X6                 X7                   6.385    1
X0                 X2                 X9                   6.286    1
X0                 X5                 X7                   6.280    1
X2                 X5                 X9                   6.265    1
X2                 X5                 X8                   5.999    1
X1                 X7                 X8                   5.974    1
X2                 X3                 X6                   5.886    1
X0                 X1                 X5                   5.814    1
X1                 X4                 X5                   5.706    1
X2                 X3                 X8                   5.690    1
X4                 X6                 X8                   5.658    1
X0                 X5                 X6                   5.594    1
X1                 X4                 X9                   5.508    1
X5                 X6                 X8                   5.438    1
X0                 X3                 X5                   5.367    1
X1                 X2                 X6                   5.235    1
X1                 X4                 X6                   5.051    1
X0                 X7                 X9                   5.037    1
X4                 X6                 X9                   4.951    1
X6                 X7                 X8                   4.919    1
X0                 X2                 X8                   4.691    1
X5                 X7                 X9                   4.683    1
X0                 X1                 X6                   4.447    1
X4                 X7                 X8                   4.410    1
X6                 X7                 X9                   4.405    1
X3                 X5                 X8                   4.342    1
X0                 X1                 X3                   4.165    1
X3                 X5                 X6                   4.155    1
X2                 X4                 X9                   4.095    1
X0                 X4                 X9                   4.068    1
X0                 X4                 X5                   3.976    1
X6                 X8                 X9                   3.954    1
X4                 X5                 X6                   3.938    1
X5                 X8                 X9                   3.786    1
X3                 X4                 X8                   3.602    1
X1                 X8                 X9                   3.584    1
X2                 X4                 X8                   3.576    1
X7                 X8                 X9                   3.546    1
X1                 X6                 X7                   3.538    1
X3                 X8                 X9                   3.530    1
X2                 X4                 X5                   3.53     1
X1                 X2                 X3                   3.431    1
X1                 X3                 X6                   3.373    1
X1                 X5                 X7                   3.321    1
X0                 X3                 X6                   3.296    1
X2                 X8                 X9                   3.264    1
X4                 X8                 X9                   3.202    1
X2                 X3                 X9                   3.183    1
X1                 X3                 X9                   3.074    1
X1                 X4                 X8                   3.070    1
X2                 X7                 X9                   2.992    1
X3                 X4                 X5                   2.986    1
X1                 X2                 X8                   2.945    1
X1                 X2                 X9                   2.783    1
X4                 X5                 X8                   2.768    1
X5                 X7                 X8                   0        1
X4                 X7                 X9                   0        1
X4                 X6                 X7                   0        1
X4                 X5                 X7                   0        1
X3                 X7                 X9                   0        1
X3                 X6                 X9                   0        1
X3                 X6                 X8                   0        1
X1                 X6                 X9                   0        1
X0                 X4                 X6                   0        1
X0                 X2                 X3                   0        1
X0                 X1                 X4                   0        1
X0                 X1                 X2                   0        1
