Input File: reformated-data/hibachi-res_MLPClassifier_DecisionTreeClassifier-s91223_0.495.txt
Computation options used: -p 999 -r 771600976 -m 10 -a CODOMINANT -mt gammaMAXT -d 3D  -x 0.1
First Marker       Second Marker      Third Marker       Chi-square p-value
X3                 X5                 X7                 163.743    0.001
X1                 X4                 X6                  23.764    0.301
X2                 X3                 X9                  18.781    0.847
X2                 X5                 X6                  17.064    0.948
X2                 X5                 X9                  16.837    0.953
X2                 X6                 X9                  16.038    0.975
X0                 X6                 X7                  15.743    0.981
X2                 X5                 X7                  15.078    0.988
X2                 X3                 X7                  14.131    0.998
X1                 X2                 X6                  14.117    0.998
X0                 X2                 X6                  13.796    0.999
X3                 X7                 X9                  13.784    0.999
X1                 X5                 X6                  13.474    0.999
X1                 X8                 X9                  13.347    0.999
X4                 X6                 X8                  13.336    0.999
X1                 X2                 X4                  13.314    0.999
X3                 X7                 X8                  13.291    0.999
X0                 X8                 X9                  13.136    0.999
X3                 X4                 X7                  13.010    0.999
X4                 X6                 X7                  12.898    0.999
X1                 X3                 X7                  12.897    0.999
X0                 X5                 X6                  12.599    1
X1                 X4                 X8                  12.507    1
X1                 X2                 X9                  12.116    1
X5                 X6                 X9                  12.074    1
X5                 X6                 X7                  11.915    1
X1                 X6                 X7                  11.856    1
X0                 X7                 X8                  11.826    1
X2                 X6                 X7                  11.624    1
X0                 X2                 X5                  11.108    1
X2                 X4                 X6                  10.960    1
X3                 X5                 X9                  10.958    1
X0                 X5                 X8                  10.850    1
X2                 X3                 X6                  10.602    1
X1                 X6                 X9                  10.285    1
X6                 X8                 X9                  10.274    1
X0                 X2                 X7                  10.264    1
X1                 X2                 X8                  10.258    1
X0                 X2                 X9                  10.251    1
X0                 X7                 X9                  10.181    1
X1                 X2                 X5                  10.165    1
X1                 X7                 X8                   9.965    1
X6                 X7                 X9                   9.954    1
X1                 X2                 X7                   9.814    1
X2                 X3                 X8                   9.758    1
X1                 X3                 X9                   9.657    1
X6                 X7                 X8                   9.477    1
X4                 X6                 X9                   9.346    1
X0                 X2                 X3                   9.343    1
X5                 X6                 X8                   9.159    1
X0                 X2                 X8                   9.065    1
X3                 X5                 X6                   8.996    1
X2                 X7                 X8                   8.724    1
X7                 X8                 X9                   8.625    1
X1                 X6                 X8                   8.494    1
X0                 X3                 X8                   8.455    1
X0                 X4                 X6                   8.272    1
X3                 X4                 X6                   8.210    1
X2                 X4                 X8                   8.158    1
X3                 X6                 X7                   8.128    1
X2                 X3                 X5                   8.112    1
X2                 X4                 X9                   8.049    1
X2                 X6                 X8                   8.021    1
X0                 X1                 X7                   7.995    1
X0                 X3                 X7                   7.909    1
X1                 X4                 X9                   7.773    1
X0                 X1                 X6                   7.752    1
X0                 X6                 X8                   7.695    1
X0                 X4                 X9                   7.693    1
X0                 X6                 X9                   7.402    1
X3                 X4                 X8                   7.231    1
X0                 X3                 X9                   7.210    1
X0                 X1                 X8                   6.926    1
X2                 X8                 X9                   6.884    1
X0                 X4                 X8                   6.856    1
X0                 X3                 X5                   6.841    1
X4                 X5                 X9                   6.734    1
X3                 X8                 X9                   6.489    1
X0                 X1                 X3                   6.360    1
X1                 X4                 X7                   6.300    1
X1                 X5                 X7                   5.745    1
X1                 X4                 X5                   5.578    1
X2                 X7                 X9                   5.520    1
X4                 X5                 X6                   5.135    1
X1                 X3                 X6                   5.015    1
X0                 X1                 X9                   4.955    1
X2                 X5                 X8                   4.949    1
X4                 X5                 X8                   4.660    1
X1                 X3                 X4                   4.491    1
X0                 X5                 X9                   4.462    1
X1                 X3                 X8                   4.394    1
X0                 X1                 X5                   4.267    1
X1                 X5                 X8                   4.180    1
X3                 X6                 X9                   4.133    1
X0                 X2                 X4                   4.079    1
X4                 X8                 X9                   4.068    1
X0                 X5                 X7                   4.068    1
X5                 X8                 X9                   3.946    1
X3                 X4                 X9                   3.902    1
X4                 X7                 X9                   3.783    1
X3                 X4                 X5                   3.671    1
X1                 X2                 X3                   3.635    1
X0                 X4                 X5                   3.626    1
X1                 X3                 X5                   3.613    1
X4                 X7                 X8                   3.591    1
X1                 X7                 X9                   3.541    1
X0                 X1                 X4                   3.498    1
X2                 X4                 X5                   3.461    1
X1                 X5                 X9                   3.380    1
X4                 X5                 X7                   3.004    1
X3                 X5                 X8                   2.938    1
X0                 X4                 X7                   2.871    1
X2                 X4                 X7                   0        1
X3                 X6                 X8                   0        1
X5                 X7                 X8                   0        1
X5                 X7                 X9                   0        1
X2                 X3                 X4                   0        1
X0                 X3                 X4                   0        1
X0                 X3                 X6                   0        1
X0                 X1                 X2                   0        1
