Input File: reformatted-data/train/hibachi-res_LogisticRegression_GradientBoostingClassifier-s38616_0.084.txt
Computation options used: -p 999 -r 1458833534 -m 10 -a CODOMINANT -mt gammaMAXT -d 3D  -x 0.1
First Marker       Second Marker      Third Marker       Chi-square p-value
X1                 X2                 X4                 62.010     0.001
X1                 X2                 X9                 27.192     0.082
X0                 X1                 X2                 21.959     0.455
X0                 X2                 X8                 20.909     0.569
X3                 X5                 X6                 20.331     0.642
X2                 X3                 X8                 20.071     0.671
X1                 X2                 X5                 19.242     0.758
X1                 X2                 X3                 17.674     0.903
X0                 X2                 X9                 17.309     0.925
X1                 X2                 X7                 16.573     0.959
X3                 X5                 X7                 16.004     0.975
X2                 X3                 X4                 15.512     0.988
X1                 X4                 X5                 15.498     0.988
X1                 X5                 X8                 14.507     0.997
X0                 X8                 X9                 13.988     0.997
X0                 X3                 X7                 13.802     0.998
X2                 X6                 X7                 13.533     0.999
X0                 X1                 X5                 13.325     0.999
X0                 X1                 X7                 13.088     0.999
X1                 X4                 X7                 12.994     0.999
X1                 X3                 X5                 12.974     1
X1                 X2                 X8                 12.753     1
X0                 X2                 X3                 12.724     1
X0                 X2                 X4                 12.504     1
X0                 X2                 X5                 11.846     1
X0                 X3                 X9                 11.769     1
X5                 X7                 X9                 11.535     1
X7                 X8                 X9                 11.225     1
X0                 X3                 X5                 11.195     1
X2                 X3                 X7                 11.180     1
X2                 X4                 X6                 11.166     1
X5                 X6                 X8                 10.909     1
X0                 X4                 X5                 10.728     1
X0                 X1                 X6                 10.653     1
X2                 X5                 X6                  9.994     1
X0                 X1                 X3                  9.966     1
X0                 X7                 X8                  9.832     1
X3                 X7                 X9                  9.759     1
X1                 X6                 X7                  9.715     1
X0                 X4                 X9                  9.658     1
X2                 X4                 X9                  9.343     1
X0                 X1                 X4                  9.207     1
X2                 X5                 X8                  8.810     1
X2                 X3                 X5                  8.614     1
X2                 X3                 X9                  8.401     1
X2                 X4                 X7                  8.304     1
X1                 X2                 X6                  8.144     1
X2                 X3                 X6                  7.931     1
X0                 X1                 X9                  7.924     1
X5                 X6                 X9                  7.677     1
X1                 X4                 X6                  7.674     1
X4                 X7                 X8                  7.516     1
X5                 X6                 X7                  7.414     1
X3                 X8                 X9                  7.364     1
X3                 X6                 X7                  6.933     1
X1                 X5                 X7                  6.922     1
X1                 X6                 X8                  6.851     1
X1                 X8                 X9                  6.798     1
X5                 X8                 X9                  6.782     1
X1                 X4                 X8                  6.561     1
X2                 X4                 X8                  6.528     1
X1                 X7                 X8                  6.482     1
X1                 X3                 X8                  6.474     1
X6                 X7                 X8                  6.421     1
X1                 X5                 X6                  6.336     1
X0                 X6                 X9                  6.326     1
X0                 X2                 X7                  6.306     1
X1                 X4                 X9                  6.226     1
X0                 X5                 X6                  6.224     1
X1                 X7                 X9                  6.199     1
X1                 X3                 X4                  6.086     1
X1                 X3                 X7                  6.075     1
X6                 X8                 X9                  5.923     1
X0                 X2                 X6                  5.803     1
X3                 X4                 X6                  5.682     1
X0                 X5                 X9                  5.654     1
X0                 X4                 X7                  5.538     1
X4                 X5                 X6                  5.487     1
X2                 X5                 X7                  5.346     1
X0                 X7                 X9                  5.293     1
X2                 X8                 X9                  5.28      1
X4                 X5                 X7                  5.074     1
X3                 X4                 X8                  5.022     1
X2                 X5                 X9                  4.859     1
X0                 X1                 X8                  4.858     1
X0                 X5                 X8                  4.843     1
X0                 X6                 X7                  4.761     1
X3                 X6                 X8                  4.741     1
X1                 X3                 X9                  4.729     1
X0                 X4                 X8                  4.662     1
X0                 X4                 X6                  4.651     1
X2                 X6                 X9                  4.568     1
X0                 X3                 X6                  4.449     1
X2                 X7                 X9                  4.436     1
X2                 X4                 X5                  4.415     1
X3                 X5                 X9                  4.244     1
X1                 X6                 X9                  4.167     1
X6                 X7                 X9                  4.080     1
X3                 X6                 X9                  3.743     1
X3                 X4                 X9                  3.574     1
X4                 X8                 X9                  3.556     1
X4                 X5                 X9                  3.550     1
X4                 X7                 X9                  3.391     1
X1                 X5                 X9                  3.304     1
X2                 X6                 X8                  3.276     1
X4                 X5                 X8                  3.238     1
X1                 X3                 X6                  3.216     1
X3                 X4                 X5                  3.128     1
X3                 X4                 X7                  3.111     1
X0                 X5                 X7                  3.037     1
X4                 X6                 X7                  2.909     1
X0                 X3                 X8                  2.868     1
X3                 X7                 X8                  0         1
X4                 X6                 X9                  0         1
X4                 X6                 X8                  0         1
X5                 X7                 X8                  0         1
X0                 X3                 X4                  0         1
X3                 X5                 X8                  0         1
X0                 X6                 X8                  0         1
X2                 X7                 X8                  0         1
