Input File: reformated-data/hibachi-res_BernoulliNB_XGBClassifier-s91818_0.059.txt
Computation options used: -p 999 -r 715062228 -m 10 -a CODOMINANT -mt gammaMAXT -d 3D  -x 0.1
First Marker       Second Marker      Third Marker       Chi-square p-value
X0                 X3                 X4                 23.421     0.314
X0                 X1                 X4                 21.656     0.493
X1                 X6                 X8                 20.028     0.69
X2                 X6                 X8                 20.022     0.69
X6                 X7                 X8                 19.141     0.805
X0                 X4                 X5                 18.401     0.876
X0                 X4                 X7                 18.281     0.879
X3                 X4                 X7                 17.743     0.915
X1                 X4                 X6                 16.291     0.972
X6                 X8                 X9                 15.741     0.984
X4                 X6                 X8                 15.010     0.996
X2                 X4                 X9                 14.872     0.997
X4                 X5                 X7                 13.887     0.999
X5                 X7                 X9                 13.854     0.999
X3                 X6                 X8                 13.589     0.999
X0                 X2                 X3                 13.420     1
X0                 X1                 X6                 13.379     1
X1                 X2                 X4                 13.017     1
X5                 X6                 X7                 12.820     1
X1                 X2                 X5                 12.767     1
X0                 X2                 X5                 12.568     1
X3                 X7                 X9                 12.529     1
X5                 X6                 X8                 12.303     1
X0                 X3                 X6                 12.066     1
X0                 X3                 X5                 11.904     1
X0                 X2                 X4                 11.784     1
X3                 X6                 X9                 11.660     1
X0                 X4                 X6                 11.257     1
X1                 X5                 X7                 11.239     1
X1                 X6                 X7                 11.131     1
X0                 X1                 X5                 10.894     1
X1                 X3                 X4                 10.796     1
X3                 X5                 X9                 10.585     1
X1                 X4                 X9                 10.512     1
X2                 X7                 X9                 10.234     1
X0                 X1                 X3                  9.895     1
X0                 X1                 X9                  9.622     1
X0                 X5                 X8                  9.355     1
X1                 X2                 X9                  9.347     1
X0                 X3                 X9                  9.258     1
X5                 X7                 X8                  8.911     1
X3                 X5                 X7                  8.716     1
X4                 X5                 X8                  8.705     1
X0                 X7                 X9                  8.533     1
X2                 X4                 X5                  8.362     1
X0                 X6                 X8                  7.971     1
X2                 X4                 X7                  7.954     1
X2                 X5                 X6                  7.731     1
X3                 X8                 X9                  7.729     1
X0                 X3                 X7                  7.717     1
X3                 X4                 X9                  7.641     1
X1                 X3                 X7                  7.608     1
X4                 X5                 X6                  7.602     1
X2                 X3                 X4                  7.600     1
X2                 X8                 X9                  7.543     1
X2                 X6                 X9                  7.493     1
X2                 X5                 X8                  7.100     1
X1                 X7                 X8                  6.977     1
X0                 X5                 X6                  6.963     1
X4                 X7                 X8                  6.830     1
X2                 X3                 X8                  6.724     1
X0                 X1                 X2                  6.616     1
X1                 X5                 X6                  6.606     1
X2                 X3                 X9                  6.477     1
X6                 X7                 X9                  6.475     1
X1                 X3                 X9                  6.408     1
X1                 X4                 X7                  6.386     1
X4                 X5                 X9                  6.381     1
X1                 X4                 X5                  6.360     1
X0                 X5                 X7                  6.085     1
X1                 X5                 X9                  6.048     1
X0                 X2                 X9                  5.438     1
X2                 X4                 X6                  5.299     1
X3                 X4                 X6                  5.262     1
X2                 X4                 X8                  5.248     1
X0                 X6                 X9                  5.053     1
X5                 X6                 X9                  5.044     1
X4                 X6                 X7                  4.926     1
X1                 X2                 X6                  4.915     1
X1                 X4                 X8                  4.786     1
X0                 X6                 X7                  4.730     1
X0                 X2                 X6                  4.590     1
X7                 X8                 X9                  4.569     1
X0                 X1                 X7                  4.458     1
X0                 X4                 X9                  4.288     1
X0                 X4                 X8                  4.287     1
X2                 X6                 X7                  4.234     1
X1                 X8                 X9                  4.152     1
X3                 X7                 X8                  4.087     1
X1                 X2                 X3                  3.946     1
X1                 X2                 X8                  3.828     1
X3                 X4                 X8                  3.729     1
X2                 X5                 X9                  3.728     1
X0                 X8                 X9                  3.685     1
X2                 X5                 X7                  3.657     1
X0                 X1                 X8                  3.655     1
X4                 X6                 X9                  3.608     1
X1                 X7                 X9                  3.498     1
X1                 X3                 X8                  3.409     1
X0                 X2                 X7                  3.396     1
X2                 X3                 X5                  3.236     1
X2                 X3                 X6                  3.187     1
X0                 X3                 X8                  3.010     1
X1                 X3                 X6                  2.999     1
X4                 X7                 X9                  2.995     1
X2                 X3                 X7                  2.979     1
X0                 X5                 X9                  2.968     1
X0                 X2                 X8                  2.906     1
X5                 X8                 X9                  2.718     1
X2                 X7                 X8                  0         1
X3                 X4                 X5                  0         1
X3                 X5                 X6                  0         1
X3                 X5                 X8                  0         1
X3                 X6                 X7                  0         1
X0                 X7                 X8                  0         1
X4                 X8                 X9                  0         1
X1                 X6                 X9                  0         1
X1                 X5                 X8                  0         1
X1                 X2                 X7                  0         1
X1                 X3                 X5                  0         1
