Input File: reformatted-data/train/hibachi-res_GradientBoostingClassifier_GaussianNB-s66354_0.579.txt
Computation options used: -p 999 -r 1445018180 -m 10 -a CODOMINANT -mt gammaMAXT -d 3D  -x 0.1
First Marker       Second Marker      Third Marker       Chi-square p-value
X1                 X2                 X4                 403.388    0.001
X2                 X4                 X5                 223.92     0.001
X1                 X2                 X5                 214.201    0.001
X2                 X5                 X7                 203.495    0.001
X2                 X5                 X8                 195.438    0.001
X2                 X5                 X9                 191.202    0.001
X2                 X3                 X5                 185.33     0.001
X0                 X2                 X5                 176.38     0.001
X2                 X5                 X6                 175.133    0.001
X2                 X4                 X9                  44.871    0.001
X2                 X4                 X7                  43.212    0.001
X2                 X3                 X4                  42.539    0.001
X1                 X2                 X7                  41.109    0.001
X0                 X2                 X4                  40.998    0.001
X1                 X2                 X8                  39.555    0.003
X2                 X4                 X8                  34.153    0.01
X1                 X2                 X9                  33.916    0.01
X0                 X1                 X2                  33.585    0.01
X2                 X4                 X6                  33.074    0.012
X1                 X2                 X3                  31.512    0.021
X1                 X2                 X6                  28.320    0.061
X5                 X7                 X9                  17.479    0.896
X1                 X7                 X8                  17.243    0.915
X1                 X8                 X9                  15.637    0.98
X0                 X1                 X8                  14.988    0.993
X4                 X7                 X9                  14.973    0.993
X4                 X7                 X8                  13.696    0.998
X1                 X3                 X9                  13.432    0.998
X3                 X4                 X6                  13.306    0.999
X1                 X5                 X8                  13.299    0.999
X0                 X3                 X4                  12.974    1
X5                 X8                 X9                  12.534    1
X0                 X3                 X9                  12.318    1
X3                 X4                 X7                  12.117    1
X0                 X3                 X8                  11.594    1
X0                 X3                 X7                  11.500    1
X3                 X6                 X8                  11.154    1
X0                 X3                 X5                  10.949    1
X0                 X2                 X9                  10.612    1
X6                 X8                 X9                  10.524    1
X2                 X3                 X7                  10.35     1
X2                 X6                 X7                   9.911    1
X0                 X5                 X9                   9.785    1
X0                 X6                 X8                   9.578    1
X0                 X5                 X8                   9.427    1
X2                 X7                 X8                   9.354    1
X0                 X6                 X7                   9.117    1
X0                 X4                 X7                   9.082    1
X0                 X8                 X9                   8.895    1
X3                 X6                 X9                   8.868    1
X4                 X5                 X8                   8.561    1
X0                 X1                 X7                   8.552    1
X4                 X5                 X9                   8.468    1
X2                 X6                 X9                   8.328    1
X3                 X5                 X7                   8.217    1
X3                 X5                 X9                   8.141    1
X4                 X6                 X9                   7.954    1
X1                 X4                 X7                   7.834    1
X1                 X7                 X9                   7.823    1
X6                 X7                 X8                   7.718    1
X0                 X2                 X3                   7.686    1
X3                 X4                 X8                   7.581    1
X0                 X1                 X3                   7.499    1
X1                 X5                 X7                   7.419    1
X1                 X4                 X8                   7.417    1
X0                 X6                 X9                   7.345    1
X0                 X3                 X6                   7.304    1
X5                 X6                 X9                   7.212    1
X1                 X4                 X9                   7.17     1
X1                 X6                 X8                   7.166    1
X2                 X3                 X9                   6.999    1
X1                 X3                 X5                   6.912    1
X5                 X6                 X8                   6.706    1
X2                 X7                 X9                   6.651    1
X0                 X2                 X8                   6.640    1
X4                 X5                 X7                   6.578    1
X0                 X2                 X7                   6.370    1
X5                 X7                 X8                   6.296    1
X2                 X6                 X8                   6.274    1
X7                 X8                 X9                   6.169    1
X4                 X6                 X7                   6.073    1
X4                 X6                 X8                   5.929    1
X4                 X8                 X9                   5.676    1
X1                 X3                 X6                   5.587    1
X3                 X5                 X6                   5.116    1
X0                 X7                 X8                   5.064    1
X1                 X3                 X7                   4.782    1
X3                 X5                 X8                   4.565    1
X1                 X5                 X9                   4.52     1
X3                 X7                 X8                   4.215    1
X3                 X4                 X5                   4.166    1
X0                 X4                 X8                   4.164    1
X0                 X7                 X9                   4.031    1
X3                 X7                 X9                   4.030    1
X0                 X1                 X6                   3.990    1
X5                 X6                 X7                   3.935    1
X2                 X8                 X9                   3.419    1
X4                 X5                 X6                   3.375    1
X0                 X4                 X9                   3.198    1
X0                 X5                 X6                   3.139    1
X0                 X2                 X6                   3.097    1
X0                 X4                 X5                   3.063    1
X2                 X3                 X8                   2.911    1
X1                 X3                 X4                   2.895    1
X3                 X4                 X9                   2.824    1
X1                 X3                 X8                   2.760    1
X0                 X1                 X4                   0        1
X0                 X1                 X5                   0        1
X6                 X7                 X9                   0        1
X0                 X1                 X9                   0        1
X2                 X3                 X6                   0        1
X1                 X6                 X9                   0        1
X0                 X4                 X6                   0        1
X1                 X6                 X7                   0        1
X1                 X5                 X6                   0        1
X1                 X4                 X6                   0        1
X1                 X4                 X5                   0        1
X0                 X5                 X7                   0        1
X3                 X6                 X7                   0        1
X3                 X8                 X9                   0        1
