Input File: reformatted-data/train/hibachi-res_ExtraTreesClassifier_BernoulliNB-s75608_0.601.txt
Computation options used: -p 999 -r 1429858266 -m 10 -a CODOMINANT -mt gammaMAXT -d 3D  -x 0.1
First Marker       Second Marker      Third Marker       Chi-square p-value
X0                 X1                 X3                 626.011    0.001
X1                 X3                 X5                 290.478    0.001
X1                 X2                 X3                 275.651    0.001
X1                 X3                 X4                 270.663    0.001
X1                 X3                 X9                 266.343    0.001
X1                 X3                 X8                 265.902    0.001
X0                 X1                 X5                 257.727    0.001
X0                 X1                 X8                 255.255    0.001
X1                 X3                 X7                 250.296    0.001
X1                 X3                 X6                 242.781    0.001
X0                 X1                 X2                 240.012    0.001
X0                 X1                 X7                 233.555    0.001
X0                 X1                 X4                 231.981    0.001
X0                 X1                 X9                 223.33     0.001
X0                 X1                 X6                 219.163    0.001
X1                 X5                 X6                  32.085    0.012
X1                 X5                 X8                  27.681    0.071
X1                 X4                 X5                  24.880    0.17
X1                 X5                 X7                  24.131    0.228
X2                 X7                 X8                  23.638    0.251
X1                 X5                 X9                  22.440    0.345
X1                 X2                 X5                  21.221    0.496
X1                 X7                 X8                  19.686    0.671
X1                 X2                 X8                  18.972    0.745
X0                 X2                 X8                  18.074    0.843
X2                 X5                 X8                  17.817    0.864
X1                 X4                 X8                  16.353    0.948
X4                 X6                 X7                  15.437    0.979
X0                 X4                 X6                  14.206    0.993
X1                 X6                 X8                  13.344    0.998
X2                 X3                 X8                  13.185    0.998
X0                 X4                 X7                  12.404    1
X0                 X3                 X4                  12.392    1
X1                 X8                 X9                  12.387    1
X0                 X8                 X9                  12.035    1
X1                 X4                 X9                  11.682    1
X0                 X2                 X3                  11.674    1
X2                 X6                 X9                  11.662    1
X0                 X2                 X7                  11.625    1
X3                 X8                 X9                  11.521    1
X5                 X7                 X8                  11.285    1
X0                 X7                 X8                  11.257    1
X4                 X7                 X8                  11.074    1
X0                 X3                 X5                  10.927    1
X3                 X6                 X7                  10.846    1
X4                 X8                 X9                  10.669    1
X0                 X6                 X8                  10.382    1
X4                 X6                 X8                  10.263    1
X6                 X8                 X9                  10.258    1
X2                 X6                 X8                  10.123    1
X2                 X3                 X5                   9.691    1
X2                 X8                 X9                   9.663    1
X2                 X4                 X8                   9.575    1
X4                 X5                 X7                   9.412    1
X4                 X5                 X9                   9.120    1
X1                 X2                 X7                   9.062    1
X2                 X6                 X7                   8.870    1
X5                 X8                 X9                   8.110    1
X0                 X2                 X4                   8.086    1
X0                 X3                 X6                   7.909    1
X0                 X3                 X9                   7.791    1
X3                 X7                 X9                   7.716    1
X0                 X3                 X8                   7.599    1
X7                 X8                 X9                   7.317    1
X2                 X3                 X4                   7.191    1
X0                 X4                 X5                   7.017    1
X1                 X6                 X7                   6.980    1
X0                 X6                 X7                   6.942    1
X5                 X6                 X8                   6.891    1
X0                 X7                 X9                   6.863    1
X3                 X4                 X8                   6.825    1
X0                 X2                 X9                   6.747    1
X2                 X7                 X9                   6.720    1
X5                 X7                 X9                   6.640    1
X0                 X6                 X9                   6.616    1
X2                 X5                 X7                   6.308    1
X2                 X4                 X7                   6.141    1
X0                 X5                 X9                   5.732    1
X3                 X4                 X9                   5.599    1
X1                 X2                 X9                   5.278    1
X0                 X2                 X5                   5.069    1
X2                 X3                 X6                   4.747    1
X4                 X6                 X9                   4.615    1
X0                 X4                 X8                   4.552    1
X1                 X2                 X4                   4.505    1
X0                 X4                 X9                   4.311    1
X5                 X6                 X9                   4.283    1
X0                 X5                 X6                   4.200    1
X3                 X4                 X6                   4.082    1
X2                 X3                 X7                   4.020    1
X2                 X4                 X6                   3.806    1
X1                 X6                 X9                   3.784    1
X3                 X6                 X8                   3.678    1
X5                 X6                 X7                   3.672    1
X3                 X4                 X7                   3.669    1
X6                 X7                 X9                   3.597    1
X3                 X7                 X8                   3.270    1
X1                 X4                 X6                   3.252    1
X4                 X7                 X9                   3.210    1
X1                 X4                 X7                   3.181    1
X0                 X5                 X8                   3.027    1
X2                 X5                 X6                   3.004    1
X3                 X5                 X6                   3.001    1
X1                 X2                 X6                   2.731    1
X0                 X3                 X7                   0        1
X6                 X7                 X8                   0        1
X2                 X3                 X9                   0        1
X0                 X2                 X6                   0        1
X1                 X7                 X9                   0        1
X0                 X5                 X7                   0        1
X4                 X5                 X8                   0        1
X4                 X5                 X6                   0        1
X2                 X4                 X5                   0        1
X3                 X6                 X9                   0        1
X2                 X4                 X9                   0        1
X3                 X5                 X9                   0        1
X3                 X5                 X8                   0        1
X3                 X5                 X7                   0        1
X3                 X4                 X5                   0        1
X2                 X5                 X9                   0        1
