Input File: reformatted-data/train/hibachi-res_BernoulliNB_GaussianNB-s78896_0.076.txt
Computation options used: -p 999 -r 1309755444 -m 10 -a CODOMINANT -mt gammaMAXT -d 3D  -x 0.1
First Marker       Second Marker      Third Marker       Chi-square p-value
X5                 X6                 X8                 23.807     0.174
X5                 X8                 X9                 23.322     0.195
X3                 X5                 X8                 22.888     0.22
X4                 X5                 X8                 21.508     0.328
X3                 X5                 X6                 19.940     0.466
X1                 X5                 X6                 19.324     0.543
X2                 X5                 X6                 18.824     0.605
X1                 X5                 X8                 18.286     0.664
X2                 X5                 X8                 17.580     0.761
X5                 X6                 X9                 15.919     0.91
X5                 X6                 X7                 15.793     0.91
X3                 X4                 X8                 14.986     0.96
X4                 X5                 X6                 14.439     0.977
X3                 X6                 X7                 14.311     0.977
X0                 X5                 X9                 13.300     0.99
X6                 X7                 X9                 12.956     0.995
X1                 X2                 X6                 12.744     0.998
X1                 X4                 X8                 12.731     0.998
X3                 X4                 X5                 12.631     0.998
X0                 X7                 X8                 12.384     0.998
X4                 X7                 X8                 12.326     0.998
X0                 X1                 X5                 12.216     0.998
X2                 X6                 X8                 11.427     0.999
X1                 X3                 X6                 11.171     0.999
X4                 X6                 X7                 11.008     1
X2                 X3                 X5                 10.943     1
X2                 X4                 X8                 10.865     1
X4                 X6                 X8                 10.712     1
X0                 X1                 X6                 10.359     1
X4                 X7                 X9                 10.162     1
X3                 X4                 X6                 10.160     1
X5                 X7                 X8                  9.954     1
X0                 X1                 X3                  9.381     1
X1                 X2                 X7                  9.013     1
X4                 X6                 X9                  8.981     1
X1                 X7                 X8                  8.963     1
X1                 X3                 X8                  8.862     1
X1                 X3                 X4                  8.860     1
X0                 X5                 X6                  8.837     1
X1                 X6                 X7                  8.820     1
X0                 X3                 X9                  8.809     1
X0                 X5                 X8                  8.695     1
X3                 X4                 X7                  8.424     1
X1                 X6                 X9                  8.388     1
X4                 X5                 X9                  8.352     1
X1                 X5                 X9                  8.346     1
X3                 X8                 X9                  8.206     1
X4                 X8                 X9                  8.154     1
X1                 X4                 X9                  8.071     1
X3                 X7                 X9                  8.068     1
X3                 X5                 X9                  7.938     1
X3                 X4                 X9                  7.907     1
X3                 X6                 X8                  7.713     1
X0                 X4                 X9                  7.645     1
X1                 X4                 X6                  7.420     1
X1                 X5                 X7                  7.419     1
X1                 X6                 X8                  7.306     1
X0                 X3                 X5                  7.189     1
X2                 X5                 X9                  7.186     1
X2                 X7                 X9                  7.118     1
X1                 X3                 X7                  7.004     1
X0                 X2                 X6                  6.987     1
X0                 X3                 X7                  6.983     1
X2                 X6                 X9                  6.983     1
X1                 X2                 X8                  6.625     1
X0                 X4                 X7                  6.547     1
X0                 X4                 X8                  6.436     1
X1                 X4                 X5                  6.373     1
X0                 X6                 X7                  6.330     1
X5                 X7                 X9                  6.031     1
X3                 X6                 X9                  5.969     1
X2                 X3                 X6                  5.646     1
X0                 X5                 X7                  5.469     1
X0                 X1                 X9                  5.410     1
X1                 X8                 X9                  5.348     1
X2                 X3                 X4                  5.292     1
X0                 X6                 X9                  4.939     1
X0                 X7                 X9                  4.930     1
X4                 X5                 X7                  4.884     1
X0                 X2                 X4                  4.801     1
X0                 X4                 X6                  4.436     1
X1                 X4                 X7                  4.420     1
X2                 X3                 X7                  4.365     1
X2                 X4                 X6                  3.947     1
X2                 X7                 X8                  3.894     1
X2                 X4                 X9                  3.893     1
X0                 X2                 X5                  3.881     1
X0                 X3                 X8                  3.547     1
X2                 X6                 X7                  3.514     1
X1                 X3                 X9                  3.410     1
X2                 X4                 X5                  3.394     1
X0                 X1                 X7                  3.339     1
X6                 X7                 X8                  3.329     1
X1                 X2                 X5                  3.284     1
X0                 X1                 X4                  3.283     1
X3                 X7                 X8                  3.261     1
X0                 X6                 X8                  3.254     1
X0                 X2                 X9                  3.219     1
X0                 X3                 X6                  3.212     1
X0                 X2                 X8                  3.069     1
X1                 X7                 X9                  2.971     1
X0                 X1                 X8                  2.849     1
X7                 X8                 X9                  2.820     1
X6                 X8                 X9                  2.772     1
X0                 X1                 X2                  0         1
X0                 X2                 X3                  0         1
X0                 X2                 X7                  0         1
X0                 X3                 X4                  0         1
X0                 X4                 X5                  0         1
X0                 X8                 X9                  0         1
X1                 X2                 X3                  0         1
X1                 X2                 X4                  0         1
X1                 X2                 X9                  0         1
X1                 X3                 X5                  0         1
X2                 X3                 X8                  0         1
X2                 X3                 X9                  0         1
X2                 X4                 X7                  0         1
X2                 X5                 X7                  0         1
X2                 X8                 X9                  0         1
X3                 X5                 X7                  0         1
