Input File: reformated-data/hibachi-res_XGBClassifier_BernoulliNB-s96861_0.581.txt
Computation options used: -p 999 -r 788794537 -m 10 -a CODOMINANT -mt gammaMAXT -d 3D  -x 0.1
First Marker       Second Marker      Third Marker       Chi-square p-value
X3                 X5                 X8                 970.251    0.001
X3                 X7                 X8                 969.497    0.001
X1                 X3                 X8                 969.454    0.001
X3                 X6                 X8                 969.443    0.001
X3                 X8                 X9                 969.424    0.001
X3                 X4                 X8                 969.419    0.001
X0                 X3                 X8                 969.392    0.001
X2                 X3                 X8                 969.361    0.001
X1                 X7                 X8                  25.242    0.22
X0                 X1                 X5                  18.208    0.883
X0                 X2                 X9                  17.660    0.92
X0                 X1                 X6                  15.974    0.983
X0                 X4                 X5                  15.441    0.988
X4                 X5                 X8                  15.429    0.988
X3                 X5                 X9                  15.195    0.993
X2                 X3                 X9                  14.892    0.993
X1                 X3                 X7                  14.884    0.993
X1                 X4                 X7                  14.423    0.994
X5                 X6                 X7                  14.257    0.996
X5                 X7                 X8                  14.137    0.997
X1                 X5                 X8                  13.635    0.999
X3                 X7                 X9                  13.215    1
X0                 X1                 X2                  13.073    1
X2                 X4                 X5                  12.680    1
X3                 X5                 X7                  12.554    1
X2                 X4                 X9                  11.938    1
X0                 X1                 X7                  11.803    1
X5                 X6                 X8                  11.727    1
X1                 X5                 X7                  11.623    1
X0                 X2                 X4                  11.36     1
X3                 X4                 X9                  11.083    1
X3                 X6                 X9                  11.072    1
X5                 X7                 X9                  10.896    1
X1                 X2                 X4                  10.861    1
X1                 X2                 X6                  10.819    1
X1                 X6                 X7                  10.799    1
X1                 X2                 X7                  10.618    1
X0                 X2                 X6                  10.290    1
X1                 X5                 X9                  10.271    1
X1                 X2                 X9                  10.265    1
X3                 X5                 X6                  10.109    1
X2                 X5                 X8                   9.993    1
X1                 X2                 X5                   9.937    1
X0                 X3                 X4                   9.862    1
X5                 X8                 X9                   9.811    1
X0                 X5                 X8                   9.616    1
X4                 X7                 X9                   9.461    1
X4                 X5                 X7                   9.440    1
X4                 X5                 X6                   9.431    1
X2                 X3                 X6                   9.430    1
X0                 X2                 X5                   9.110    1
X2                 X7                 X9                   9.025    1
X1                 X5                 X6                   8.861    1
X2                 X5                 X7                   8.727    1
X1                 X3                 X5                   8.576    1
X2                 X6                 X8                   8.343    1
X1                 X3                 X6                   8.343    1
X0                 X5                 X9                   8.311    1
X2                 X6                 X7                   8.293    1
X0                 X1                 X3                   8.036    1
X4                 X8                 X9                   7.867    1
X1                 X3                 X9                   7.826    1
X4                 X6                 X7                   7.533    1
X4                 X5                 X9                   7.491    1
X0                 X3                 X7                   7.482    1
X2                 X3                 X5                   7.260    1
X2                 X6                 X9                   7.169    1
X1                 X4                 X5                   7.110    1
X6                 X7                 X8                   7.001    1
X0                 X5                 X7                   6.872    1
X3                 X4                 X7                   6.812    1
X1                 X2                 X3                   6.798    1
X2                 X4                 X8                   6.741    1
X2                 X3                 X4                   6.632    1
X1                 X4                 X9                   6.627    1
X0                 X3                 X5                   6.609    1
X0                 X4                 X9                   6.522    1
X2                 X4                 X7                   6.467    1
X4                 X6                 X9                   6.289    1
X3                 X4                 X5                   6.288    1
X0                 X3                 X9                   6.264    1
X1                 X7                 X9                   6.162    1
X1                 X4                 X8                   6.073    1
X2                 X3                 X7                   6.055    1
X0                 X4                 X6                   6.050    1
X0                 X8                 X9                   5.912    1
X1                 X2                 X8                   5.891    1
X0                 X2                 X3                   5.390    1
X4                 X6                 X8                   5.103    1
X0                 X1                 X9                   5.043    1
X4                 X7                 X8                   5.009    1
X0                 X4                 X7                   4.449    1
X0                 X2                 X8                   4.428    1
X0                 X6                 X9                   4.356    1
X3                 X6                 X7                   4.327    1
X7                 X8                 X9                   4.238    1
X2                 X5                 X6                   3.842    1
X3                 X4                 X6                   3.776    1
X0                 X6                 X8                   3.745    1
X6                 X8                 X9                   3.602    1
X1                 X4                 X6                   3.584    1
X2                 X5                 X9                   3.557    1
X0                 X7                 X9                   3.443    1
X0                 X3                 X6                   3.350    1
X2                 X4                 X6                   3.226    1
X0                 X5                 X6                   3.020    1
X0                 X7                 X8                   2.978    1
X0                 X2                 X7                   2.960    1
X1                 X6                 X8                   2.855    1
X5                 X6                 X9                   2.800    1
X0                 X1                 X4                   2.785    1
X0                 X6                 X7                   2.749    1
X1                 X6                 X9                   2.725    1
X1                 X3                 X4                   0        1
X1                 X8                 X9                   0        1
X0                 X4                 X8                   0        1
X2                 X7                 X8                   0        1
X0                 X1                 X8                   0        1
X6                 X7                 X9                   0        1
X2                 X8                 X9                   0        1
