Input File: reformated-data/hibachi-res_MLPClassifier_BernoulliNB-s58147_0.603.txt
Computation options used: -p 999 -r 770290030 -m 10 -a CODOMINANT -mt gammaMAXT -d 3D  -x 0.1
First Marker       Second Marker      Third Marker       Chi-square p-value
X0                 X1                 X3                 680.681    0.001
X0                 X3                 X9                 345.203    0.001
X0                 X3                 X4                 304.805    0.001
X0                 X3                 X8                 303.235    0.001
X0                 X1                 X9                 290.693    0.001
X0                 X1                 X6                 290.186    0.001
X0                 X1                 X4                 288.496    0.001
X0                 X1                 X7                 282.182    0.001
X0                 X2                 X3                 273.36     0.001
X0                 X3                 X6                 272.883    0.001
X0                 X1                 X5                 272.796    0.001
X0                 X1                 X8                 271.641    0.001
X0                 X1                 X2                 267.649    0.001
X0                 X3                 X5                 250.592    0.001
X0                 X3                 X7                 247.505    0.001
X0                 X4                 X9                  57.231    0.001
X0                 X5                 X9                  42.652    0.001
X0                 X8                 X9                  41.177    0.001
X0                 X2                 X9                  37.722    0.002
X0                 X7                 X9                  36.076    0.005
X0                 X6                 X9                  34.379    0.01
X0                 X5                 X7                  25.060    0.175
X3                 X5                 X7                  22.632    0.362
X4                 X5                 X7                  20.107    0.649
X3                 X6                 X7                  19.346    0.735
X1                 X3                 X7                  17.406    0.901
X5                 X7                 X9                  15.699    0.979
X6                 X7                 X9                  15.145    0.988
X1                 X5                 X7                  14.475    0.992
X5                 X6                 X7                  13.932    0.995
X2                 X5                 X7                  13.762    0.996
X3                 X5                 X6                  13.460    0.997
X0                 X2                 X8                  13.368    0.998
X5                 X8                 X9                  12.955    0.998
X5                 X7                 X8                  12.584    0.998
X3                 X6                 X9                  12.283    0.998
X3                 X4                 X7                  11.750    1
X0                 X2                 X6                  11.680    1
X1                 X2                 X7                  10.820    1
X1                 X2                 X5                  10.774    1
X2                 X7                 X8                  10.486    1
X0                 X2                 X7                  10.029    1
X2                 X3                 X7                   9.965    1
X2                 X6                 X9                   9.507    1
X1                 X3                 X5                   9.490    1
X3                 X7                 X9                   9.211    1
X2                 X3                 X4                   9.028    1
X3                 X4                 X5                   8.876    1
X0                 X2                 X5                   8.757    1
X3                 X7                 X8                   8.588    1
X0                 X7                 X8                   8.515    1
X4                 X6                 X7                   8.389    1
X1                 X6                 X7                   8.147    1
X0                 X4                 X6                   8.140    1
X2                 X4                 X9                   7.931    1
X5                 X6                 X9                   7.930    1
X1                 X7                 X8                   7.865    1
X1                 X4                 X5                   7.515    1
X1                 X4                 X6                   7.317    1
X4                 X6                 X8                   7.281    1
X1                 X2                 X8                   7.116    1
X2                 X5                 X9                   7.105    1
X1                 X4                 X8                   7.093    1
X3                 X6                 X8                   6.913    1
X1                 X2                 X4                   6.623    1
X1                 X3                 X4                   6.051    1
X2                 X5                 X8                   6.018    1
X4                 X6                 X9                   5.958    1
X0                 X4                 X7                   5.928    1
X1                 X7                 X9                   5.897    1
X4                 X7                 X9                   5.819    1
X3                 X4                 X8                   5.765    1
X1                 X4                 X7                   5.716    1
X5                 X6                 X8                   5.690    1
X0                 X2                 X4                   5.453    1
X1                 X2                 X3                   5.422    1
X0                 X6                 X7                   5.266    1
X4                 X7                 X8                   5.131    1
X4                 X5                 X6                   4.929    1
X2                 X5                 X6                   4.706    1
X3                 X4                 X6                   4.644    1
X1                 X3                 X9                   4.633    1
X1                 X5                 X6                   4.615    1
X6                 X8                 X9                   4.416    1
X7                 X8                 X9                   4.314    1
X4                 X5                 X9                   4.258    1
X6                 X7                 X8                   4.253    1
X1                 X2                 X9                   3.967    1
X2                 X3                 X6                   3.964    1
X2                 X3                 X8                   3.904    1
X1                 X5                 X8                   3.861    1
X2                 X3                 X5                   3.773    1
X1                 X2                 X6                   3.748    1
X4                 X5                 X8                   3.741    1
X0                 X6                 X8                   3.625    1
X2                 X4                 X8                   3.459    1
X2                 X6                 X7                   3.323    1
X1                 X4                 X9                   3.298    1
X0                 X5                 X8                   3.270    1
X2                 X8                 X9                   3.184    1
X1                 X3                 X6                   3.170    1
X1                 X6                 X8                   3.137    1
X1                 X8                 X9                   3.060    1
X2                 X7                 X9                   2.953    1
X3                 X5                 X8                   2.809    1
X0                 X4                 X5                   0        1
X0                 X4                 X8                   0        1
X0                 X5                 X6                   0        1
X2                 X6                 X8                   0        1
X3                 X4                 X9                   0        1
X2                 X4                 X7                   0        1
X1                 X3                 X8                   0        1
X4                 X8                 X9                   0        1
X3                 X5                 X9                   0        1
X1                 X5                 X9                   0        1
X1                 X6                 X9                   0        1
X2                 X4                 X6                   0        1
X2                 X4                 X5                   0        1
X2                 X3                 X9                   0        1
X3                 X8                 X9                   0        1
