Input File: reformatted-data/train/hibachi-res_GradientBoostingClassifier_ExtraTreesClassifier-s24115_0.365.txt
Computation options used: -p 999 -r 1333453314 -m 10 -a CODOMINANT -mt gammaMAXT -d 3D  -x 0.1
First Marker       Second Marker      Third Marker       Chi-square p-value
X3                 X7                 X9                 472.862    0.001
X3                 X4                 X8                  20.543    0.431
X0                 X1                 X4                  19.767    0.538
X3                 X4                 X7                  19.658    0.545
X1                 X6                 X7                  17.137    0.841
X3                 X4                 X6                  16.358    0.908
X2                 X4                 X9                  15.426    0.956
X0                 X6                 X9                  15.300    0.959
X1                 X4                 X7                  15.005    0.967
X4                 X7                 X8                  14.973    0.967
X1                 X2                 X7                  14.352    0.983
X2                 X3                 X5                  14.317    0.985
X1                 X5                 X7                  14.307    0.985
X4                 X5                 X7                  13.979    0.988
X3                 X4                 X5                  13.873    0.99
X0                 X3                 X4                  13.514    0.994
X2                 X3                 X7                  13.093    0.995
X4                 X5                 X8                  12.902    0.997
X2                 X5                 X7                  12.842    0.997
X1                 X2                 X5                  12.802    0.997
X5                 X7                 X9                  12.659    0.997
X3                 X6                 X9                  12.065    0.999
X2                 X3                 X4                  12.061    0.999
X2                 X4                 X7                  11.971    1
X3                 X5                 X9                  11.947    1
X0                 X1                 X8                  11.484    1
X3                 X5                 X7                  11.305    1
X4                 X6                 X8                  11.081    1
X2                 X3                 X9                  11.076    1
X0                 X3                 X9                  11.048    1
X1                 X3                 X4                  10.56     1
X4                 X8                 X9                  10.513    1
X1                 X3                 X7                  10.121    1
X1                 X5                 X6                   9.964    1
X1                 X6                 X9                   9.912    1
X0                 X2                 X6                   9.869    1
X2                 X6                 X9                   9.584    1
X1                 X4                 X6                   9.485    1
X6                 X7                 X9                   9.089    1
X5                 X8                 X9                   9.047    1
X1                 X4                 X9                   8.851    1
X3                 X4                 X9                   8.755    1
X1                 X4                 X8                   8.631    1
X1                 X3                 X6                   8.609    1
X6                 X8                 X9                   8.539    1
X0                 X8                 X9                   8.456    1
X0                 X1                 X9                   8.274    1
X2                 X6                 X7                   8.269    1
X2                 X5                 X8                   8.144    1
X1                 X2                 X6                   8.037    1
X0                 X3                 X6                   8.028    1
X0                 X1                 X6                   8.010    1
X2                 X3                 X8                   7.997    1
X0                 X1                 X5                   7.638    1
X2                 X6                 X8                   7.631    1
X0                 X4                 X9                   7.600    1
X1                 X2                 X9                   7.536    1
X7                 X8                 X9                   7.314    1
X1                 X3                 X9                   7.255    1
X1                 X5                 X9                   7.224    1
X1                 X4                 X5                   7.130    1
X0                 X3                 X5                   7.059    1
X4                 X6                 X7                   6.769    1
X2                 X3                 X6                   6.749    1
X1                 X5                 X8                   6.722    1
X2                 X4                 X8                   6.706    1
X0                 X6                 X7                   6.632    1
X1                 X7                 X8                   6.418    1
X3                 X5                 X6                   6.280    1
X5                 X6                 X8                   5.961    1
X0                 X3                 X7                   5.953    1
X3                 X5                 X8                   5.792    1
X4                 X6                 X9                   5.701    1
X0                 X1                 X7                   5.637    1
X0                 X2                 X9                   5.527    1
X0                 X5                 X9                   5.415    1
X2                 X5                 X9                   5.404    1
X1                 X2                 X4                   5.367    1
X0                 X2                 X5                   5.163    1
X1                 X3                 X5                   5.138    1
X0                 X1                 X3                   4.797    1
X0                 X2                 X3                   4.419    1
X5                 X6                 X7                   4.177    1
X2                 X4                 X6                   4.053    1
X1                 X2                 X3                   3.972    1
X2                 X7                 X9                   3.92     1
X0                 X4                 X8                   3.847    1
X3                 X6                 X8                   3.822    1
X2                 X4                 X5                   3.701    1
X0                 X5                 X7                   3.690    1
X0                 X6                 X8                   3.615    1
X0                 X7                 X9                   3.547    1
X5                 X7                 X8                   3.393    1
X4                 X5                 X9                   3.369    1
X1                 X7                 X9                   3.240    1
X3                 X7                 X8                   3.120    1
X5                 X6                 X9                   3.082    1
X6                 X7                 X8                   2.995    1
X0                 X4                 X7                   2.880    1
X0                 X3                 X8                   2.785    1
X0                 X1                 X2                   2.759    1
X0                 X4                 X6                   2.741    1
X3                 X8                 X9                   0        1
X1                 X6                 X8                   0        1
X1                 X8                 X9                   0        1
X1                 X3                 X8                   0        1
X1                 X2                 X8                   0        1
X0                 X2                 X4                   0        1
X2                 X5                 X6                   0        1
X0                 X7                 X8                   0        1
X2                 X7                 X8                   0        1
X2                 X8                 X9                   0        1
X0                 X5                 X8                   0        1
X4                 X7                 X9                   0        1
X0                 X2                 X7                   0        1
X0                 X5                 X6                   0        1
X0                 X2                 X8                   0        1
X4                 X5                 X6                   0        1
X0                 X4                 X5                   0        1
X3                 X6                 X7                   0        1
