Input File: reformatted-data/train/hibachi-res_MLPClassifier_KNeighborsClassifier-s59271_0.532.txt
Computation options used: -p 999 -r 1466094158 -m 10 -a CODOMINANT -mt gammaMAXT -d 3D  -x 0.1
First Marker       Second Marker      Third Marker       Chi-square p-value
X1                 X7                 X8                 741.056    0.001
X1                 X8                 X9                 171.796    0.001
X1                 X5                 X8                 170.41     0.001
X1                 X6                 X8                 167.075    0.001
X1                 X2                 X8                 166.796    0.001
X0                 X1                 X8                 164.845    0.001
X1                 X3                 X8                 164.573    0.001
X1                 X4                 X8                 164.38     0.001
X1                 X2                 X5                  24.714    0.207
X1                 X4                 X5                  23.396    0.309
X0                 X2                 X5                  20.557    0.643
X4                 X7                 X9                  20.498    0.644
X0                 X1                 X9                  19.179    0.77
X1                 X5                 X9                  18.237    0.851
X4                 X5                 X9                  15.932    0.979
X0                 X1                 X3                  15.154    0.989
X0                 X3                 X7                  15.072    0.99
X1                 X4                 X6                  14.561    0.997
X5                 X8                 X9                  14.527    0.997
X0                 X3                 X6                  13.963    0.999
X0                 X7                 X8                  13.951    0.999
X1                 X7                 X9                  13.721    0.999
X2                 X6                 X8                  13.597    0.999
X4                 X5                 X7                  13.195    0.999
X1                 X6                 X7                  13.032    1
X4                 X6                 X9                  12.785    1
X1                 X2                 X6                  12.754    1
X1                 X2                 X4                  12.503    1
X0                 X4                 X8                  12.223    1
X0                 X3                 X9                  11.890    1
X0                 X2                 X8                  11.660    1
X5                 X7                 X9                  11.502    1
X2                 X6                 X7                  11.246    1
X3                 X4                 X5                  10.897    1
X1                 X2                 X9                  10.725    1
X1                 X6                 X9                  10.626    1
X1                 X2                 X3                  10.444    1
X0                 X4                 X9                  10.352    1
X7                 X8                 X9                  10.227    1
X5                 X7                 X8                  10.220    1
X0                 X4                 X6                   9.564    1
X1                 X2                 X7                   9.536    1
X2                 X5                 X7                   9.496    1
X2                 X7                 X8                   9.391    1
X0                 X5                 X9                   9.388    1
X2                 X4                 X5                   9.168    1
X2                 X4                 X9                   9.148    1
X1                 X4                 X7                   8.889    1
X0                 X4                 X7                   8.840    1
X4                 X7                 X8                   8.697    1
X2                 X5                 X8                   8.656    1
X0                 X3                 X4                   8.580    1
X1                 X4                 X9                   8.454    1
X1                 X3                 X9                   8.173    1
X3                 X4                 X9                   8.126    1
X2                 X5                 X6                   8.064    1
X3                 X7                 X8                   7.971    1
X3                 X5                 X7                   7.928    1
X0                 X3                 X8                   7.897    1
X1                 X5                 X7                   7.849    1
X1                 X3                 X5                   7.808    1
X0                 X7                 X9                   7.686    1
X2                 X6                 X9                   7.580    1
X0                 X1                 X6                   7.523    1
X4                 X6                 X7                   7.407    1
X2                 X3                 X8                   7.369    1
X2                 X5                 X9                   7.236    1
X0                 X6                 X7                   7.212    1
X2                 X8                 X9                   7.206    1
X3                 X5                 X8                   7.059    1
X2                 X4                 X8                   7.046    1
X6                 X7                 X8                   6.929    1
X0                 X1                 X2                   6.442    1
X0                 X2                 X6                   6.422    1
X0                 X3                 X5                   6.248    1
X0                 X2                 X3                   6.189    1
X1                 X5                 X6                   6.176    1
X0                 X8                 X9                   6.028    1
X0                 X1                 X7                   5.999    1
X1                 X3                 X7                   5.888    1
X3                 X5                 X9                   5.874    1
X3                 X6                 X7                   5.646    1
X0                 X1                 X4                   5.625    1
X3                 X7                 X9                   5.521    1
X0                 X2                 X7                   5.450    1
X2                 X3                 X5                   5.388    1
X4                 X8                 X9                   5.256    1
X0                 X5                 X8                   4.984    1
X0                 X5                 X6                   4.837    1
X0                 X2                 X9                   4.784    1
X3                 X8                 X9                   4.362    1
X4                 X5                 X8                   4.300    1
X3                 X4                 X8                   4.129    1
X2                 X7                 X9                   4.099    1
X0                 X1                 X5                   3.961    1
X6                 X7                 X9                   3.684    1
X3                 X4                 X6                   3.461    1
X0                 X2                 X4                   3.436    1
X5                 X6                 X8                   3.367    1
X0                 X4                 X5                   3.311    1
X6                 X8                 X9                   3.296    1
X1                 X3                 X4                   3.191    1
X3                 X6                 X8                   3.164    1
X2                 X3                 X7                   3.156    1
X2                 X4                 X7                   3.125    1
X2                 X3                 X6                   3.100    1
X5                 X6                 X7                   3.008    1
X2                 X4                 X6                   2.951    1
X0                 X5                 X7                   2.937    1
X0                 X6                 X8                   2.915    1
X4                 X5                 X6                   2.901    1
X3                 X4                 X7                   2.808    1
X1                 X3                 X6                   2.755    1
X4                 X6                 X8                   0        1
X2                 X3                 X9                   0        1
X5                 X6                 X9                   0        1
X3                 X6                 X9                   0        1
X3                 X5                 X6                   0        1
X0                 X6                 X9                   0        1
X2                 X3                 X4                   0        1
