Input File: reformatted-data/train/hibachi-res_DecisionTreeClassifier_GaussianNB-s57245_0.555.txt
Computation options used: -p 999 -r 1424480026 -m 10 -a CODOMINANT -mt gammaMAXT -d 3D  -x 0.1
First Marker       Second Marker      Third Marker       Chi-square p-value
X0                 X1                 X7                 638.153    0.001
X0                 X1                 X2                 194.216    0.001
X0                 X1                 X6                 191.299    0.001
X0                 X1                 X4                 189.311    0.001
X0                 X1                 X3                 188.225    0.001
X0                 X1                 X9                 186.413    0.001
X0                 X1                 X8                 184.115    0.001
X0                 X1                 X5                 178.197    0.001
X1                 X4                 X6                  23.153    0.318
X2                 X6                 X8                  22.565    0.372
X0                 X3                 X7                  21.488    0.488
X1                 X3                 X4                  20.226    0.626
X6                 X7                 X8                  19.120    0.753
X0                 X6                 X8                  18.660    0.796
X1                 X4                 X7                  18.646    0.798
X1                 X4                 X8                  18.528    0.806
X1                 X7                 X8                  18.235    0.834
X1                 X2                 X4                  17.712    0.889
X1                 X3                 X6                  17.109    0.927
X4                 X6                 X8                  16.566    0.944
X1                 X5                 X7                  16.159    0.958
X0                 X4                 X6                  16.097    0.958
X0                 X4                 X8                  15.702    0.964
X0                 X2                 X7                  15.636    0.967
X3                 X5                 X6                  14.895    0.986
X0                 X6                 X9                  14.306    0.992
X4                 X7                 X8                  14.205    0.995
X2                 X3                 X4                  13.965    0.997
X2                 X4                 X9                  13.791    0.998
X1                 X3                 X7                  13.627    0.998
X1                 X3                 X8                  13.532    0.998
X1                 X7                 X9                  13.238    0.998
X0                 X6                 X7                  12.911    1
X3                 X6                 X8                  12.830    1
X1                 X2                 X9                  12.605    1
X3                 X5                 X9                  12.522    1
X1                 X2                 X7                  12.345    1
X1                 X4                 X9                  12.335    1
X1                 X2                 X3                  12.062    1
X1                 X6                 X7                  11.883    1
X2                 X4                 X8                  11.737    1
X7                 X8                 X9                  11.700    1
X2                 X6                 X9                  11.491    1
X0                 X4                 X7                  11.298    1
X0                 X2                 X3                  11.037    1
X5                 X6                 X7                  10.980    1
X0                 X2                 X6                  10.878    1
X1                 X4                 X5                  10.840    1
X2                 X8                 X9                  10.594    1
X5                 X6                 X8                  10.550    1
X0                 X3                 X4                  10.493    1
X2                 X3                 X9                  10.441    1
X0                 X5                 X6                  10.398    1
X4                 X8                 X9                  10.196    1
X2                 X6                 X7                  10.033    1
X4                 X6                 X9                   9.820    1
X3                 X5                 X8                   9.802    1
X0                 X3                 X6                   9.755    1
X1                 X6                 X8                   9.449    1
X0                 X4                 X9                   9.382    1
X1                 X2                 X6                   9.266    1
X4                 X6                 X7                   9.057    1
X1                 X3                 X5                   9.056    1
X6                 X8                 X9                   9.028    1
X2                 X3                 X6                   8.966    1
X6                 X7                 X9                   8.880    1
X0                 X2                 X8                   8.840    1
X1                 X3                 X9                   8.714    1
X0                 X2                 X9                   8.642    1
X3                 X6                 X7                   8.594    1
X4                 X5                 X6                   8.592    1
X4                 X5                 X7                   8.531    1
X2                 X3                 X8                   8.201    1
X0                 X3                 X5                   7.923    1
X2                 X3                 X5                   7.765    1
X2                 X5                 X7                   7.728    1
X1                 X5                 X9                   7.659    1
X3                 X6                 X9                   7.630    1
X3                 X4                 X5                   7.575    1
X3                 X7                 X8                   7.482    1
X1                 X2                 X5                   7.332    1
X2                 X4                 X6                   7.283    1
X0                 X3                 X8                   7.216    1
X1                 X2                 X8                   7.188    1
X0                 X4                 X5                   7.050    1
X2                 X4                 X5                   6.687    1
X2                 X7                 X8                   6.601    1
X5                 X7                 X8                   6.585    1
X3                 X5                 X7                   6.067    1
X0                 X5                 X9                   5.829    1
X1                 X8                 X9                   5.787    1
X4                 X5                 X8                   5.435    1
X1                 X6                 X9                   5.299    1
X2                 X5                 X9                   4.892    1
X0                 X7                 X8                   4.828    1
X0                 X5                 X7                   4.743    1
X0                 X3                 X9                   4.264    1
X5                 X7                 X9                   4.158    1
X2                 X4                 X7                   4.128    1
X4                 X5                 X9                   4.075    1
X2                 X3                 X7                   3.831    1
X4                 X7                 X9                   3.69     1
X5                 X8                 X9                   3.614    1
X0                 X8                 X9                   3.536    1
X3                 X4                 X7                   3.396    1
X3                 X4                 X8                   3.372    1
X1                 X5                 X8                   3.019    1
X0                 X2                 X5                   3.011    1
X3                 X4                 X6                   2.89     1
X0                 X2                 X4                   2.864    1
X3                 X8                 X9                   0        1
X1                 X5                 X6                   0        1
X3                 X7                 X9                   0        1
X2                 X5                 X6                   0        1
X0                 X5                 X8                   0        1
X2                 X5                 X8                   0        1
X5                 X6                 X9                   0        1
X3                 X4                 X9                   0        1
X0                 X7                 X9                   0        1
X2                 X7                 X9                   0        1
