Input File: reformatted-data/train/hibachi-res_KNeighborsClassifier_BernoulliNB-s80846_0.593.txt
Computation options used: -p 999 -r 1338697098 -m 10 -a CODOMINANT -mt gammaMAXT -d 3D  -x 0.1
First Marker       Second Marker      Third Marker       Chi-square p-value
X2                 X3                 X4                 67.434     0.001
X2                 X4                 X6                 63.023     0.001
X2                 X4                 X5                 48.498     0.001
X0                 X2                 X4                 43.184     0.001
X2                 X4                 X7                 34.017     0.003
X2                 X4                 X8                 32.833     0.004
X2                 X4                 X9                 28.399     0.03
X7                 X8                 X9                 27.843     0.041
X1                 X2                 X4                 23.298     0.176
X3                 X4                 X9                 22.892     0.199
X1                 X4                 X9                 18.631     0.619
X4                 X7                 X9                 17.444     0.758
X6                 X7                 X8                 17.302     0.777
X3                 X7                 X8                 17.300     0.777
X2                 X7                 X9                 16.850     0.828
X3                 X7                 X9                 15.150     0.958
X5                 X7                 X8                 14.898     0.972
X0                 X4                 X9                 12.791     0.998
X2                 X3                 X8                 12.482     0.998
X0                 X7                 X9                 12.462     0.998
X2                 X3                 X5                 12.214     0.998
X0                 X3                 X9                 12.201     0.998
X1                 X6                 X8                 12.060     0.999
X2                 X3                 X7                 11.977     0.999
X1                 X2                 X5                 11.543     1
X2                 X5                 X7                 10.923     1
X0                 X2                 X8                 10.668     1
X0                 X1                 X3                 10.481     1
X1                 X2                 X7                 10.361     1
X5                 X6                 X9                 10.170     1
X6                 X7                 X9                 10.046     1
X0                 X7                 X8                 10.039     1
X2                 X5                 X9                 10.021     1
X1                 X2                 X3                  9.958     1
X4                 X6                 X9                  9.865     1
X1                 X2                 X9                  9.500     1
X3                 X8                 X9                  9.497     1
X0                 X1                 X2                  9.373     1
X4                 X5                 X9                  9.348     1
X1                 X5                 X7                  9.241     1
X1                 X6                 X7                  9.087     1
X0                 X5                 X8                  9.062     1
X3                 X6                 X9                  9.057     1
X2                 X5                 X6                  8.957     1
X3                 X5                 X8                  8.930     1
X0                 X8                 X9                  8.891     1
X0                 X4                 X6                  8.842     1
X1                 X7                 X9                  8.692     1
X2                 X3                 X6                  8.611     1
X0                 X2                 X7                  8.498     1
X2                 X6                 X7                  8.246     1
X0                 X4                 X8                  7.881     1
X0                 X2                 X6                  7.836     1
X1                 X2                 X6                  7.705     1
X0                 X1                 X6                  7.444     1
X4                 X8                 X9                  7.309     1
X3                 X4                 X8                  7.305     1
X3                 X5                 X6                  7.298     1
X2                 X3                 X9                  7.185     1
X5                 X7                 X9                  7.114     1
X0                 X3                 X5                  6.770     1
X1                 X3                 X7                  6.742     1
X0                 X5                 X6                  6.707     1
X1                 X5                 X6                  6.660     1
X0                 X1                 X7                  6.586     1
X0                 X2                 X5                  6.513     1
X4                 X7                 X8                  6.440     1
X0                 X3                 X8                  6.436     1
X2                 X6                 X9                  6.394     1
X0                 X2                 X9                  6.307     1
X2                 X5                 X8                  6.302     1
X5                 X8                 X9                  6.196     1
X0                 X6                 X9                  6.068     1
X0                 X3                 X7                  5.901     1
X1                 X7                 X8                  5.798     1
X0                 X1                 X5                  5.673     1
X0                 X6                 X8                  5.581     1
X0                 X2                 X3                  5.448     1
X2                 X8                 X9                  5.335     1
X1                 X5                 X8                  5.324     1
X0                 X4                 X5                  5.112     1
X0                 X1                 X8                  5.021     1
X3                 X4                 X5                  4.292     1
X2                 X7                 X8                  4.227     1
X4                 X6                 X7                  4.029     1
X1                 X3                 X6                  3.913     1
X6                 X8                 X9                  3.836     1
X3                 X6                 X7                  3.826     1
X1                 X3                 X9                  3.745     1
X0                 X1                 X9                  3.655     1
X0                 X5                 X9                  3.571     1
X0                 X4                 X7                  3.568     1
X1                 X4                 X6                  3.550     1
X3                 X5                 X9                  3.539     1
X5                 X6                 X8                  3.318     1
X3                 X6                 X8                  3.280     1
X1                 X3                 X8                  3.225     1
X3                 X4                 X6                  3.172     1
X1                 X6                 X9                  3.156     1
X0                 X1                 X4                  3.096     1
X0                 X5                 X7                  2.942     1
X1                 X4                 X7                  2.876     1
X3                 X5                 X7                  2.726     1
X1                 X4                 X5                  0         1
X5                 X6                 X7                  0         1
X1                 X4                 X8                  0         1
X2                 X6                 X8                  0         1
X1                 X3                 X5                  0         1
X4                 X6                 X8                  0         1
X0                 X3                 X4                  0         1
X1                 X5                 X9                  0         1
X4                 X5                 X8                  0         1
X4                 X5                 X7                  0         1
X4                 X5                 X6                  0         1
X1                 X3                 X4                  0         1
X0                 X6                 X7                  0         1
X1                 X8                 X9                  0         1
X0                 X3                 X6                  0         1
X1                 X2                 X8                  0         1
X3                 X4                 X7                  0         1
