Input File: reformatted-data/train/hibachi-res_BernoulliNB_XGBClassifier-s88694_0.073.txt
Computation options used: -p 999 -r 1313688282 -m 10 -a CODOMINANT -mt gammaMAXT -d 3D  -x 0.1
First Marker       Second Marker      Third Marker       Chi-square p-value
X1                 X2                 X6                 16.927     0.849
X1                 X8                 X9                 16.193     0.902
X1                 X2                 X5                 15.029     0.962
X1                 X2                 X8                 14.058     0.985
X1                 X2                 X7                 13.628     0.989
X1                 X2                 X3                 12.990     0.998
X0                 X1                 X2                 12.989     0.998
X2                 X3                 X9                 12.680     0.999
X0                 X2                 X5                 12.405     0.999
X6                 X7                 X9                 12.378     0.999
X2                 X7                 X8                 12.278     0.999
X2                 X7                 X9                 11.871     1
X2                 X5                 X6                 11.718     1
X3                 X7                 X9                 11.086     1
X0                 X4                 X5                 11.053     1
X4                 X6                 X9                 10.766     1
X1                 X3                 X4                 10.691     1
X0                 X1                 X6                 10.602     1
X0                 X5                 X9                 10.438     1
X1                 X6                 X8                 10.085     1
X1                 X5                 X6                 10.045     1
X0                 X6                 X9                  9.993     1
X1                 X3                 X8                  9.993     1
X2                 X4                 X6                  9.931     1
X0                 X4                 X6                  9.739     1
X2                 X8                 X9                  9.409     1
X2                 X6                 X9                  8.665     1
X4                 X5                 X8                  8.522     1
X0                 X2                 X3                  8.231     1
X2                 X3                 X4                  7.996     1
X6                 X7                 X8                  7.965     1
X2                 X5                 X7                  7.882     1
X1                 X5                 X8                  7.833     1
X4                 X8                 X9                  7.766     1
X0                 X4                 X8                  7.733     1
X2                 X3                 X5                  7.715     1
X1                 X3                 X6                  7.708     1
X4                 X5                 X6                  7.672     1
X1                 X3                 X5                  7.605     1
X3                 X7                 X8                  7.555     1
X2                 X4                 X8                  7.526     1
X3                 X4                 X7                  7.462     1
X2                 X3                 X8                  7.352     1
X3                 X5                 X8                  7.180     1
X3                 X5                 X7                  7.145     1
X4                 X6                 X8                  6.960     1
X2                 X5                 X8                  6.853     1
X3                 X4                 X6                  6.846     1
X0                 X1                 X3                  6.704     1
X1                 X2                 X9                  6.496     1
X1                 X6                 X9                  6.479     1
X7                 X8                 X9                  6.412     1
X2                 X6                 X7                  6.404     1
X0                 X7                 X9                  6.396     1
X5                 X7                 X9                  6.097     1
X1                 X4                 X8                  5.963     1
X0                 X3                 X4                  5.925     1
X0                 X5                 X6                  5.833     1
X0                 X4                 X9                  5.691     1
X4                 X7                 X8                  5.632     1
X4                 X5                 X9                  5.599     1
X2                 X3                 X6                  5.596     1
X1                 X2                 X4                  5.567     1
X0                 X1                 X5                  5.468     1
X0                 X3                 X8                  5.453     1
X0                 X6                 X8                  5.430     1
X0                 X2                 X9                  5.216     1
X0                 X3                 X9                  5.208     1
X0                 X3                 X5                  5.171     1
X6                 X8                 X9                  5.066     1
X0                 X2                 X7                  5.061     1
X3                 X5                 X9                  5.014     1
X0                 X1                 X4                  4.921     1
X5                 X6                 X7                  4.903     1
X5                 X6                 X9                  4.865     1
X0                 X2                 X6                  4.826     1
X2                 X4                 X7                  4.788     1
X0                 X8                 X9                  4.668     1
X0                 X3                 X6                  4.528     1
X1                 X7                 X9                  4.333     1
X2                 X5                 X9                  4.294     1
X0                 X1                 X8                  4.171     1
X0                 X2                 X4                  4.014     1
X0                 X1                 X9                  3.914     1
X1                 X4                 X6                  3.726     1
X1                 X7                 X8                  3.656     1
X2                 X4                 X9                  3.574     1
X3                 X4                 X5                  3.527     1
X4                 X5                 X7                  3.375     1
X0                 X7                 X8                  3.317     1
X3                 X4                 X9                  3.268     1
X5                 X7                 X8                  3.094     1
X1                 X3                 X7                  3.013     1
X0                 X5                 X7                  2.991     1
X0                 X1                 X7                  2.960     1
X2                 X4                 X5                  2.927     1
X3                 X5                 X6                  2.924     1
X4                 X7                 X9                  2.899     1
X2                 X6                 X8                  2.893     1
X3                 X6                 X9                  2.884     1
X0                 X6                 X7                  2.877     1
X1                 X4                 X9                  2.775     1
X1                 X6                 X7                  2.749     1
X1                 X4                 X7                  2.724     1
X4                 X6                 X7                  0         1
X0                 X4                 X7                  0         1
X2                 X3                 X7                  0         1
X0                 X3                 X7                  0         1
X0                 X2                 X8                  0         1
X3                 X6                 X8                  0         1
X1                 X3                 X9                  0         1
X5                 X6                 X8                  0         1
X3                 X6                 X7                  0         1
X3                 X4                 X8                  0         1
X1                 X5                 X9                  0         1
X5                 X8                 X9                  0         1
X1                 X4                 X5                  0         1
X1                 X5                 X7                  0         1
X0                 X5                 X8                  0         1
X3                 X8                 X9                  0         1
