Input File: reformatted-data/train/hibachi-res_XGBClassifier_KNeighborsClassifier-s69595_0.491.txt
Computation options used: -p 999 -r 1365857210 -m 10 -a CODOMINANT -mt gammaMAXT -d 3D  -x 0.1
First Marker       Second Marker      Third Marker       Chi-square p-value
X0                 X3                 X4                 487.886    0.001
X2                 X7                 X8                  17.834    0.727
X0                 X7                 X8                  14.165    0.981
X0                 X4                 X8                  13.555    0.991
X1                 X3                 X4                  13.232    0.992
X2                 X4                 X7                  13.074    0.992
X0                 X5                 X8                  13.042    0.993
X2                 X4                 X9                  12.661    0.997
X4                 X7                 X9                  12.560    0.997
X6                 X7                 X8                  12.535    0.997
X0                 X2                 X8                  12.470    0.997
X5                 X6                 X9                  12.435    0.997
X4                 X5                 X6                  12.271    0.997
X3                 X5                 X9                  12.133    0.998
X2                 X3                 X8                  12.120    0.998
X6                 X8                 X9                  11.986    0.998
X0                 X3                 X5                  11.775    0.998
X0                 X2                 X5                  11.546    0.999
X0                 X6                 X9                  11.492    0.999
X2                 X4                 X5                  11.339    0.999
X0                 X4                 X9                  11.016    0.999
X0                 X1                 X2                  10.848    0.999
X2                 X4                 X6                  10.780    0.999
X1                 X2                 X3                  10.562    0.999
X4                 X6                 X8                  10.549    0.999
X5                 X8                 X9                  10.469    0.999
X1                 X3                 X6                  10.238    0.999
X1                 X3                 X7                  10.043    0.999
X4                 X6                 X9                   9.757    1
X3                 X6                 X9                   9.746    1
X1                 X2                 X5                   9.699    1
X3                 X4                 X9                   9.452    1
X3                 X6                 X8                   9.315    1
X4                 X5                 X9                   9.223    1
X2                 X3                 X5                   9.220    1
X0                 X2                 X6                   9.075    1
X4                 X5                 X8                   8.918    1
X0                 X5                 X9                   8.876    1
X0                 X1                 X8                   8.570    1
X1                 X7                 X9                   8.559    1
X2                 X6                 X9                   8.543    1
X7                 X8                 X9                   8.413    1
X0                 X8                 X9                   8.330    1
X0                 X2                 X7                   8.006    1
X1                 X6                 X9                   7.865    1
X4                 X8                 X9                   7.734    1
X0                 X1                 X7                   7.650    1
X0                 X2                 X4                   7.647    1
X1                 X3                 X5                   7.633    1
X1                 X2                 X9                   7.617    1
X4                 X6                 X7                   7.616    1
X0                 X1                 X6                   7.493    1
X3                 X4                 X6                   7.456    1
X0                 X2                 X3                   7.436    1
X2                 X8                 X9                   7.354    1
X0                 X5                 X7                   7.293    1
X0                 X1                 X5                   7.166    1
X2                 X3                 X6                   7.087    1
X0                 X3                 X9                   7.066    1
X1                 X4                 X8                   7.012    1
X3                 X5                 X7                   6.961    1
X1                 X4                 X7                   6.913    1
X3                 X7                 X9                   6.895    1
X4                 X5                 X7                   6.779    1
X0                 X3                 X6                   6.647    1
X2                 X6                 X8                   6.6      1
X1                 X4                 X5                   6.535    1
X1                 X3                 X8                   6.491    1
X2                 X3                 X4                   6.425    1
X3                 X5                 X6                   6.370    1
X2                 X3                 X7                   6.316    1
X1                 X4                 X9                   6.171    1
X5                 X7                 X9                   6.139    1
X3                 X4                 X5                   6.085    1
X1                 X3                 X9                   5.962    1
X5                 X7                 X8                   5.858    1
X1                 X2                 X6                   5.603    1
X1                 X7                 X8                   5.579    1
X0                 X1                 X4                   5.56     1
X0                 X3                 X8                   5.311    1
X1                 X5                 X7                   5.264    1
X3                 X7                 X8                   5.059    1
X0                 X4                 X5                   5.045    1
X0                 X7                 X9                   4.916    1
X2                 X5                 X9                   4.915    1
X0                 X4                 X6                   4.780    1
X4                 X7                 X8                   4.740    1
X3                 X8                 X9                   4.535    1
X0                 X6                 X8                   4.488    1
X6                 X7                 X9                   4.398    1
X3                 X4                 X8                   4.382    1
X1                 X6                 X8                   4.115    1
X3                 X4                 X7                   4.108    1
X0                 X2                 X9                   4.043    1
X0                 X5                 X6                   3.995    1
X2                 X5                 X6                   3.771    1
X0                 X1                 X3                   3.768    1
X2                 X7                 X9                   3.767    1
X5                 X6                 X7                   3.586    1
X0                 X1                 X9                   3.424    1
X0                 X4                 X7                   3.399    1
X1                 X5                 X8                   3.320    1
X2                 X5                 X8                   3.239    1
X2                 X6                 X7                   3.180    1
X1                 X4                 X6                   3.143    1
X1                 X6                 X7                   3.021    1
X1                 X2                 X4                   2.958    1
X3                 X5                 X8                   2.937    1
X0                 X3                 X7                   2.883    1
X2                 X3                 X9                   2.776    1
X1                 X8                 X9                   0        1
X0                 X6                 X7                   0        1
X5                 X6                 X8                   0        1
X2                 X4                 X8                   0        1
X2                 X5                 X7                   0        1
X1                 X5                 X9                   0        1
X3                 X6                 X7                   0        1
X1                 X5                 X6                   0        1
X1                 X2                 X7                   0        1
X1                 X2                 X8                   0        1
