Input File: reformatted-data/train/hibachi-res_MLPClassifier_RandomForestClassifier-s58259_0.513.txt
Computation options used: -p 999 -r 1355134344 -m 10 -a CODOMINANT -mt gammaMAXT -d 3D  -x 0.1
First Marker       Second Marker      Third Marker       Chi-square p-value
X1                 X2                 X9                 18.625     0.678
X1                 X6                 X9                 17.514     0.793
X4                 X5                 X6                 16.169     0.92
X4                 X7                 X9                 16.067     0.927
X5                 X6                 X9                 14.966     0.972
X5                 X7                 X9                 14.633     0.981
X3                 X7                 X9                 14.549     0.983
X3                 X4                 X7                 13.667     0.995
X6                 X7                 X9                 13.604     0.995
X2                 X5                 X6                 13.017     0.997
X1                 X7                 X8                 12.554     1
X4                 X7                 X8                 12.536     1
X2                 X6                 X9                 12.214     1
X1                 X5                 X6                 11.908     1
X3                 X5                 X6                 11.566     1
X1                 X4                 X8                 11.534     1
X2                 X4                 X5                 11.493     1
X1                 X2                 X5                 11.492     1
X7                 X8                 X9                 11.483     1
X0                 X6                 X9                 11.384     1
X4                 X5                 X9                 11.194     1
X1                 X2                 X8                 11.036     1
X2                 X5                 X8                 10.648     1
X5                 X6                 X7                 10.312     1
X0                 X7                 X8                 10.229     1
X0                 X1                 X6                  9.895     1
X0                 X1                 X8                  9.663     1
X0                 X1                 X5                  9.542     1
X2                 X4                 X8                  9.541     1
X1                 X5                 X9                  9.134     1
X0                 X5                 X6                  9.040     1
X3                 X7                 X8                  9.031     1
X1                 X7                 X9                  8.939     1
X4                 X5                 X7                  8.884     1
X1                 X6                 X8                  8.798     1
X0                 X2                 X4                  8.667     1
X1                 X3                 X8                  8.658     1
X6                 X7                 X8                  8.641     1
X5                 X7                 X8                  8.552     1
X0                 X2                 X5                  8.525     1
X1                 X2                 X3                  8.295     1
X2                 X4                 X9                  8.256     1
X1                 X3                 X9                  7.900     1
X3                 X6                 X9                  7.786     1
X4                 X8                 X9                  7.576     1
X3                 X4                 X9                  7.471     1
X1                 X5                 X8                  7.105     1
X1                 X3                 X7                  7.052     1
X0                 X2                 X6                  6.992     1
X0                 X8                 X9                  6.932     1
X0                 X3                 X6                  6.723     1
X0                 X4                 X7                  6.639     1
X2                 X4                 X7                  6.601     1
X4                 X6                 X8                  6.550     1
X1                 X2                 X6                  6.508     1
X3                 X5                 X7                  6.389     1
X1                 X4                 X5                  6.233     1
X4                 X6                 X9                  6.176     1
X1                 X4                 X7                  6.167     1
X0                 X4                 X6                  6.163     1
X0                 X4                 X5                  5.872     1
X2                 X7                 X9                  5.823     1
X2                 X3                 X5                  5.607     1
X1                 X4                 X6                  5.550     1
X1                 X8                 X9                  5.549     1
X2                 X6                 X8                  5.404     1
X3                 X6                 X8                  4.874     1
X1                 X3                 X5                  4.575     1
X2                 X3                 X6                  4.539     1
X3                 X6                 X7                  4.519     1
X2                 X3                 X8                  4.441     1
X0                 X7                 X9                  4.416     1
X1                 X3                 X4                  4.364     1
X2                 X7                 X8                  4.250     1
X2                 X4                 X6                  4.169     1
X2                 X3                 X7                  3.642     1
X2                 X5                 X9                  3.61      1
X0                 X4                 X8                  3.598     1
X1                 X5                 X7                  3.553     1
X0                 X2                 X9                  3.514     1
X0                 X5                 X9                  3.485     1
X3                 X4                 X8                  3.433     1
X4                 X6                 X7                  3.272     1
X0                 X3                 X9                  3.22      1
X3                 X8                 X9                  3.153     1
X4                 X5                 X8                  3.152     1
X1                 X4                 X9                  3.122     1
X3                 X4                 X6                  3.044     1
X0                 X3                 X5                  3.036     1
X2                 X6                 X7                  3.020     1
X3                 X5                 X9                  3.018     1
X0                 X2                 X3                  2.932     1
X0                 X6                 X8                  2.888     1
X1                 X2                 X7                  2.845     1
X0                 X1                 X3                  2.834     1
X0                 X5                 X8                  2.805     1
X0                 X1                 X9                  2.774     1
X5                 X6                 X8                  0         1
X0                 X1                 X4                  0         1
X5                 X8                 X9                  0         1
X0                 X1                 X7                  0         1
X6                 X8                 X9                  0         1
X0                 X1                 X2                  0         1
X0                 X3                 X8                  0         1
X0                 X4                 X9                  0         1
X0                 X5                 X7                  0         1
X0                 X6                 X7                  0         1
X1                 X2                 X4                  0         1
X0                 X3                 X7                  0         1
X1                 X3                 X6                  0         1
X0                 X3                 X4                  0         1
X1                 X6                 X7                  0         1
X0                 X2                 X8                  0         1
X2                 X3                 X4                  0         1
X2                 X3                 X9                  0         1
X0                 X2                 X7                  0         1
X2                 X5                 X7                  0         1
X2                 X8                 X9                  0         1
X3                 X4                 X5                  0         1
X3                 X5                 X8                  0         1
