Input File: reformated-data/hibachi-res_MLPClassifier_RandomForestClassifier-s81788_0.502.txt
Computation options used: -p 999 -r 777248128 -m 10 -a CODOMINANT -mt gammaMAXT -d 3D  -x 0.1
First Marker       Second Marker      Third Marker       Chi-square p-value
X1                 X4                 X5                 17.818     0.927
X7                 X8                 X9                 16.509     0.982
X1                 X5                 X8                 15.982     0.988
X0                 X5                 X6                 14.934     0.999
X1                 X2                 X8                 14.237     1
X1                 X2                 X5                 13.541     1
X0                 X1                 X6                 13.508     1
X1                 X4                 X6                 13.084     1
X0                 X1                 X8                 12.975     1
X1                 X4                 X9                 12.952     1
X4                 X6                 X9                 12.705     1
X2                 X4                 X9                 12.604     1
X0                 X3                 X8                 12.001     1
X0                 X6                 X8                 11.803     1
X1                 X6                 X8                 11.748     1
X1                 X2                 X6                 11.746     1
X1                 X3                 X8                 11.567     1
X1                 X2                 X4                 11.558     1
X3                 X4                 X5                 11.446     1
X4                 X7                 X9                 11.060     1
X1                 X4                 X8                 10.794     1
X2                 X5                 X9                 10.422     1
X0                 X3                 X4                 10.407     1
X1                 X8                 X9                 10.030     1
X1                 X3                 X5                  9.879     1
X5                 X6                 X9                  9.692     1
X1                 X5                 X6                  9.687     1
X2                 X5                 X7                  9.279     1
X0                 X3                 X6                  9.254     1
X5                 X6                 X7                  9.145     1
X3                 X4                 X9                  8.945     1
X1                 X7                 X9                  8.677     1
X0                 X8                 X9                  8.586     1
X2                 X6                 X7                  8.583     1
X2                 X5                 X6                  8.568     1
X3                 X5                 X9                  8.412     1
X1                 X4                 X7                  8.400     1
X5                 X6                 X8                  8.210     1
X0                 X4                 X8                  8.176     1
X0                 X2                 X9                  8.003     1
X0                 X1                 X3                  7.873     1
X2                 X3                 X4                  7.829     1
X1                 X3                 X4                  7.823     1
X2                 X7                 X9                  7.776     1
X2                 X7                 X8                  7.727     1
X3                 X5                 X6                  7.620     1
X3                 X6                 X7                  7.417     1
X2                 X4                 X5                  7.301     1
X2                 X8                 X9                  7.240     1
X2                 X4                 X8                  7.015     1
X4                 X8                 X9                  7.000     1
X1                 X2                 X9                  6.712     1
X5                 X7                 X8                  6.672     1
X0                 X1                 X5                  6.292     1
X0                 X4                 X9                  6.156     1
X1                 X2                 X3                  6.123     1
X0                 X7                 X9                  6.052     1
X1                 X6                 X7                  6.001     1
X2                 X4                 X7                  6.000     1
X0                 X1                 X2                  5.930     1
X1                 X3                 X6                  5.833     1
X4                 X5                 X9                  5.709     1
X0                 X7                 X8                  5.681     1
X2                 X3                 X5                  5.622     1
X2                 X4                 X6                  5.47      1
X1                 X2                 X7                  5.290     1
X3                 X4                 X8                  5.115     1
X2                 X3                 X9                  4.993     1
X1                 X3                 X9                  4.75      1
X5                 X8                 X9                  4.658     1
X1                 X6                 X9                  4.610     1
X0                 X5                 X9                  4.57      1
X0                 X1                 X9                  4.511     1
X3                 X4                 X7                  4.407     1
X3                 X5                 X7                  4.220     1
X1                 X5                 X9                  4.185     1
X0                 X2                 X6                  4.149     1
X1                 X7                 X8                  4.116     1
X0                 X2                 X4                  3.978     1
X4                 X7                 X8                  3.951     1
X3                 X6                 X9                  3.918     1
X0                 X2                 X5                  3.880     1
X1                 X3                 X7                  3.796     1
X1                 X5                 X7                  3.492     1
X3                 X4                 X6                  3.458     1
X4                 X6                 X8                  3.432     1
X0                 X1                 X7                  3.416     1
X3                 X5                 X8                  3.350     1
X0                 X3                 X9                  3.255     1
X4                 X6                 X7                  3.169     1
X6                 X7                 X8                  3.154     1
X0                 X6                 X9                  3.132     1
X3                 X7                 X9                  3.132     1
X5                 X7                 X9                  3.030     1
X6                 X8                 X9                  3.004     1
X4                 X5                 X6                  2.886     1
X0                 X4                 X5                  2.838     1
X2                 X5                 X8                  2.769     1
X0                 X1                 X4                  2.709     1
X4                 X5                 X8                  0         1
X6                 X7                 X9                  0         1
X0                 X2                 X3                  0         1
X0                 X6                 X7                  0         1
X0                 X5                 X8                  0         1
X0                 X5                 X7                  0         1
X2                 X6                 X8                  0         1
X2                 X6                 X9                  0         1
X0                 X4                 X7                  0         1
X0                 X4                 X6                  0         1
X2                 X3                 X8                  0         1
X2                 X3                 X7                  0         1
X0                 X3                 X7                  0         1
X0                 X3                 X5                  0         1
X2                 X3                 X6                  0         1
X0                 X2                 X8                  0         1
X0                 X2                 X7                  0         1
X3                 X6                 X8                  0         1
X3                 X7                 X8                  0         1
X3                 X8                 X9                  0         1
X4                 X5                 X7                  0         1
