Input File: reformatted-data/train/hibachi-res_RandomForestClassifier_XGBClassifier-s42482_0.465.txt
Computation options used: -p 999 -r 1474648921 -m 10 -a CODOMINANT -mt gammaMAXT -d 3D  -x 0.1
First Marker       Second Marker      Third Marker       Chi-square p-value
X1                 X5                 X8                 96.666     0.001
X1                 X2                 X5                 93.569     0.001
X2                 X3                 X5                 37.805     0.002
X3                 X5                 X8                 36.918     0.003
X1                 X3                 X8                 35.638     0.005
X1                 X2                 X3                 32.519     0.011
X2                 X5                 X8                 26.763     0.084
X1                 X8                 X9                 25.539     0.141
X5                 X6                 X8                 24.894     0.175
X3                 X5                 X7                 24.222     0.212
X5                 X7                 X8                 22.767     0.294
X1                 X2                 X8                 22.493     0.317
X5                 X8                 X9                 22.285     0.341
X2                 X3                 X8                 21.561     0.43
X3                 X7                 X8                 21.444     0.439
X2                 X4                 X8                 21.017     0.487
X4                 X5                 X8                 20.759     0.518
X0                 X5                 X8                 20.138     0.592
X1                 X3                 X5                 19.320     0.685
X2                 X8                 X9                 17.448     0.871
X1                 X2                 X6                 16.953     0.905
X1                 X2                 X7                 16.868     0.906
X2                 X3                 X6                 15.664     0.962
X3                 X8                 X9                 15.283     0.971
X1                 X2                 X4                 14.945     0.976
X2                 X3                 X4                 14.909     0.978
X1                 X4                 X8                 14.542     0.981
X1                 X3                 X6                 13.961     0.99
X1                 X2                 X9                 13.657     0.993
X0                 X1                 X2                 13.587     0.994
X3                 X5                 X6                 12.491     0.999
X2                 X3                 X7                 12.447     0.999
X0                 X3                 X8                 12.340     0.999
X6                 X7                 X9                 12.293     0.999
X3                 X4                 X8                 12.292     0.999
X3                 X4                 X7                 11.740     1
X0                 X5                 X7                 11.726     1
X0                 X2                 X4                 11.646     1
X4                 X6                 X9                 11.611     1
X1                 X6                 X7                 11.489     1
X3                 X6                 X7                 11.234     1
X3                 X6                 X8                 11.079     1
X0                 X1                 X4                 10.924     1
X6                 X7                 X8                 10.866     1
X4                 X7                 X9                 10.595     1
X7                 X8                 X9                 10.572     1
X4                 X8                 X9                 10.178     1
X2                 X7                 X9                  9.891     1
X0                 X3                 X5                  9.702     1
X2                 X4                 X5                  9.469     1
X0                 X2                 X8                  9.452     1
X0                 X5                 X9                  9.387     1
X0                 X6                 X7                  9.018     1
X1                 X5                 X9                  8.965     1
X0                 X3                 X9                  8.927     1
X0                 X2                 X3                  8.754     1
X3                 X5                 X9                  8.746     1
X2                 X3                 X9                  8.375     1
X3                 X6                 X9                  8.314     1
X2                 X6                 X7                  8.265     1
X2                 X4                 X7                  7.976     1
X1                 X5                 X7                  7.801     1
X2                 X5                 X7                  7.781     1
X1                 X5                 X6                  7.774     1
X1                 X6                 X9                  7.597     1
X1                 X7                 X8                  7.164     1
X0                 X3                 X6                  7.150     1
X0                 X4                 X5                  7.105     1
X1                 X4                 X5                  7.056     1
X0                 X3                 X4                  6.934     1
X1                 X6                 X8                  6.846     1
X0                 X2                 X6                  6.464     1
X1                 X3                 X9                  6.378     1
X0                 X4                 X6                  6.261     1
X2                 X6                 X9                  6.234     1
X2                 X5                 X9                  5.803     1
X0                 X1                 X5                  5.763     1
X0                 X3                 X7                  5.673     1
X3                 X4                 X6                  5.653     1
X0                 X8                 X9                  5.547     1
X2                 X7                 X8                  5.486     1
X0                 X1                 X8                  5.207     1
X0                 X5                 X6                  5.191     1
X0                 X4                 X7                  5.188     1
X1                 X3                 X7                  5.080     1
X5                 X6                 X7                  4.793     1
X5                 X7                 X9                  4.668     1
X6                 X8                 X9                  4.563     1
X4                 X5                 X6                  4.407     1
X0                 X1                 X3                  4.381     1
X5                 X6                 X9                  4.349     1
X0                 X2                 X5                  4.302     1
X1                 X3                 X4                  4.208     1
X0                 X6                 X9                  4.194     1
X4                 X5                 X7                  4.109     1
X0                 X6                 X8                  3.956     1
X4                 X6                 X7                  3.790     1
X0                 X4                 X8                  3.735     1
X1                 X4                 X6                  3.693     1
X0                 X4                 X9                  3.629     1
X2                 X4                 X9                  3.586     1
X0                 X2                 X9                  3.476     1
X0                 X7                 X9                  3.256     1
X0                 X2                 X7                  3.255     1
X2                 X5                 X6                  3.129     1
X4                 X5                 X9                  3.021     1
X4                 X7                 X8                  2.98      1
X3                 X4                 X5                  2.945     1
X1                 X7                 X9                  2.789     1
X0                 X1                 X7                  0         1
X0                 X1                 X6                  0         1
X0                 X1                 X9                  0         1
X1                 X4                 X7                  0         1
X4                 X6                 X8                  0         1
X1                 X4                 X9                  0         1
X3                 X7                 X9                  0         1
X0                 X7                 X8                  0         1
X2                 X4                 X6                  0         1
X3                 X4                 X9                  0         1
X2                 X6                 X8                  0         1
