Input File: reformatted-data/train/hibachi-res_GradientBoostingClassifier_LogisticRegression-s15_0.619.txt
Computation options used: -p 999 -r 1446177863 -m 10 -a CODOMINANT -mt gammaMAXT -d 3D  -x 0.1
First Marker       Second Marker      Third Marker       Chi-square p-value
X3                 X5                 X9                 730.593    0.001
X5                 X6                 X9                 230.402    0.001
X5                 X7                 X9                 221.125    0.001
X3                 X5                 X8                 220.673    0.001
X0                 X5                 X9                 212.61     0.001
X1                 X5                 X9                 207.432    0.001
X2                 X5                 X9                 205.936    0.001
X2                 X3                 X5                 203.477    0.001
X4                 X5                 X9                 203.033    0.001
X5                 X8                 X9                 196.214    0.001
X3                 X5                 X6                 194.819    0.001
X3                 X5                 X7                 193.339    0.001
X0                 X3                 X5                 180.955    0.001
X1                 X3                 X5                 172.704    0.001
X3                 X4                 X5                 171.342    0.001
X2                 X5                 X7                  22.384    0.355
X0                 X1                 X7                  19.870    0.638
X0                 X7                 X8                  19.055    0.729
X0                 X3                 X7                  18.077    0.845
X4                 X7                 X8                  17.399    0.885
X1                 X4                 X7                  16.815    0.933
X0                 X3                 X4                  16.647    0.94
X0                 X1                 X6                  16.146    0.952
X0                 X3                 X6                  15.433    0.969
X2                 X7                 X8                  15.405    0.969
X1                 X5                 X7                  14.415    0.994
X5                 X6                 X7                  13.937    0.995
X3                 X7                 X8                  13.827    0.995
X0                 X3                 X9                  13.537    0.997
X2                 X3                 X9                  13.263    0.999
X3                 X4                 X6                  12.101    1
X2                 X4                 X7                  11.975    1
X1                 X8                 X9                  11.972    1
X2                 X8                 X9                  11.965    1
X1                 X3                 X4                  11.815    1
X1                 X7                 X8                  11.319    1
X3                 X6                 X7                  11.044    1
X1                 X2                 X7                  10.794    1
X3                 X4                 X8                  10.783    1
X0                 X3                 X8                  10.373    1
X3                 X6                 X9                  10.273    1
X2                 X5                 X8                  10.208    1
X7                 X8                 X9                  10.153    1
X1                 X2                 X3                  10.132    1
X3                 X6                 X8                  10.082    1
X4                 X6                 X7                   9.955    1
X0                 X4                 X7                   9.789    1
X4                 X5                 X7                   9.613    1
X6                 X8                 X9                   9.224    1
X2                 X7                 X9                   9.154    1
X4                 X7                 X9                   9.139    1
X1                 X2                 X8                   8.755    1
X2                 X3                 X4                   8.686    1
X0                 X2                 X3                   8.667    1
X0                 X1                 X2                   8.607    1
X5                 X7                 X8                   8.604    1
X2                 X3                 X7                   8.470    1
X2                 X3                 X6                   8.322    1
X2                 X3                 X8                   8.21     1
X3                 X4                 X7                   8.135    1
X0                 X2                 X5                   7.602    1
X2                 X4                 X8                   7.493    1
X1                 X7                 X9                   7.388    1
X1                 X6                 X9                   7.337    1
X0                 X1                 X9                   7.287    1
X2                 X6                 X8                   7.261    1
X4                 X6                 X9                   7.207    1
X1                 X2                 X5                   6.896    1
X0                 X2                 X7                   6.66     1
X1                 X3                 X9                   6.537    1
X0                 X1                 X3                   6.260    1
X0                 X4                 X9                   6.143    1
X0                 X1                 X5                   6.092    1
X0                 X5                 X6                   5.960    1
X1                 X3                 X6                   5.94     1
X6                 X7                 X9                   5.766    1
X0                 X1                 X8                   5.688    1
X1                 X2                 X9                   5.501    1
X0                 X1                 X4                   5.483    1
X3                 X4                 X9                   5.388    1
X6                 X7                 X8                   5.148    1
X3                 X8                 X9                   5.073    1
X0                 X2                 X6                   5.037    1
X1                 X3                 X8                   5.021    1
X1                 X4                 X8                   4.936    1
X0                 X4                 X6                   4.770    1
X1                 X6                 X7                   4.659    1
X0                 X6                 X9                   4.598    1
X2                 X5                 X6                   4.364    1
X4                 X5                 X6                   4.210    1
X0                 X7                 X9                   4.144    1
X1                 X2                 X4                   4.091    1
X1                 X4                 X5                   3.852    1
X4                 X6                 X8                   3.684    1
X1                 X3                 X7                   3.673    1
X0                 X6                 X8                   3.608    1
X0                 X2                 X9                   3.584    1
X0                 X2                 X8                   3.537    1
X1                 X2                 X6                   3.478    1
X2                 X4                 X5                   3.452    1
X0                 X6                 X7                   3.447    1
X0                 X4                 X5                   3.447    1
X2                 X6                 X7                   3.373    1
X5                 X6                 X8                   3.366    1
X2                 X6                 X9                   3.331    1
X3                 X7                 X9                   2.947    1
X0                 X5                 X7                   2.944    1
X1                 X6                 X8                   2.892    1
X0                 X4                 X8                   2.873    1
X1                 X5                 X8                   2.718    1
X1                 X4                 X9                   0        1
X1                 X5                 X6                   0        1
X4                 X8                 X9                   0        1
X0                 X2                 X4                   0        1
X4                 X5                 X8                   0        1
X0                 X5                 X8                   0        1
X0                 X8                 X9                   0        1
X2                 X4                 X9                   0        1
X2                 X4                 X6                   0        1
X1                 X4                 X6                   0        1
