Input File: reformatted-data/train/hibachi-res_LogisticRegression_GaussianNB-s5716_0.029.txt
Computation options used: -p 999 -r 1346579581 -m 10 -a CODOMINANT -mt gammaMAXT -d 3D  -x 0.1
First Marker       Second Marker      Third Marker       Chi-square p-value
X1                 X2                 X3                 65.637     0.001
X2                 X3                 X8                 47.202     0.001
X2                 X3                 X7                 47.193     0.001
X2                 X3                 X4                 45.298     0.001
X2                 X3                 X6                 40.562     0.002
X0                 X2                 X3                 40.407     0.002
X2                 X3                 X5                 25.864     0.057
X2                 X3                 X9                 23.223     0.152
X1                 X2                 X8                 18.736     0.62
X0                 X1                 X3                 18.519     0.642
X5                 X6                 X7                 16.821     0.838
X1                 X2                 X4                 14.235     0.98
X1                 X3                 X4                 13.370     0.997
X3                 X7                 X8                 13.337     0.997
X4                 X7                 X9                 12.989     0.998
X1                 X2                 X7                 12.885     0.998
X3                 X6                 X9                 12.816     0.998
X0                 X5                 X8                 11.548     1
X1                 X3                 X8                 11.391     1
X5                 X7                 X8                 11.278     1
X1                 X6                 X8                 10.932     1
X0                 X5                 X6                 10.584     1
X3                 X4                 X6                 10.545     1
X2                 X5                 X9                 10.542     1
X1                 X3                 X9                 10.355     1
X7                 X8                 X9                 10.337     1
X0                 X1                 X2                 10.267     1
X1                 X5                 X8                 10.101     1
X4                 X8                 X9                  9.712     1
X1                 X3                 X6                  9.631     1
X0                 X1                 X8                  9.61      1
X0                 X8                 X9                  9.550     1
X1                 X3                 X7                  9.451     1
X0                 X2                 X6                  9.450     1
X5                 X6                 X9                  9.279     1
X1                 X4                 X6                  9.211     1
X6                 X7                 X8                  8.975     1
X3                 X5                 X6                  8.475     1
X0                 X3                 X4                  8.411     1
X0                 X7                 X9                  8.248     1
X2                 X8                 X9                  8.194     1
X5                 X6                 X8                  8.147     1
X5                 X8                 X9                  7.918     1
X3                 X4                 X8                  7.844     1
X2                 X7                 X9                  7.843     1
X2                 X7                 X8                  7.734     1
X2                 X5                 X8                  7.710     1
X0                 X7                 X8                  7.686     1
X4                 X6                 X7                  7.556     1
X0                 X4                 X7                  7.532     1
X0                 X2                 X8                  7.383     1
X1                 X5                 X9                  7.375     1
X1                 X7                 X8                  7.333     1
X4                 X5                 X6                  7.209     1
X1                 X4                 X9                  7.195     1
X3                 X4                 X7                  7.195     1
X0                 X3                 X9                  7.182     1
X0                 X1                 X4                  7.162     1
X0                 X3                 X6                  7.136     1
X3                 X5                 X8                  7.088     1
X2                 X6                 X8                  7.087     1
X1                 X5                 X6                  6.936     1
X2                 X5                 X6                  6.853     1
X0                 X6                 X9                  6.788     1
X0                 X2                 X7                  6.778     1
X2                 X6                 X7                  6.687     1
X0                 X4                 X8                  6.441     1
X1                 X7                 X9                  6.287     1
X2                 X4                 X6                  6.170     1
X1                 X4                 X5                  6.138     1
X0                 X4                 X5                  6.076     1
X3                 X5                 X9                  5.971     1
X4                 X7                 X8                  5.923     1
X0                 X2                 X9                  5.889     1
X1                 X3                 X5                  5.814     1
X6                 X7                 X9                  5.803     1
X1                 X8                 X9                  5.677     1
X6                 X8                 X9                  5.668     1
X1                 X4                 X8                  5.662     1
X3                 X6                 X8                  5.634     1
X5                 X7                 X9                  5.582     1
X1                 X2                 X6                  5.580     1
X1                 X5                 X7                  5.504     1
X0                 X4                 X9                  5.486     1
X2                 X5                 X7                  5.468     1
X4                 X5                 X9                  5.238     1
X3                 X4                 X9                  5.226     1
X1                 X2                 X5                  5.156     1
X2                 X4                 X8                  4.883     1
X1                 X2                 X9                  4.770     1
X0                 X3                 X7                  4.659     1
X2                 X4                 X9                  4.151     1
X3                 X5                 X7                  4.148     1
X4                 X6                 X9                  4.098     1
X3                 X6                 X7                  4.087     1
X0                 X6                 X8                  3.996     1
X0                 X2                 X4                  3.842     1
X0                 X2                 X5                  3.842     1
X0                 X1                 X7                  3.663     1
X2                 X4                 X7                  3.589     1
X0                 X4                 X6                  3.562     1
X3                 X4                 X5                  3.411     1
X4                 X5                 X8                  3.292     1
X0                 X6                 X7                  3.270     1
X2                 X6                 X9                  3.233     1
X0                 X3                 X8                  3.065     1
X1                 X6                 X9                  2.873     1
X0                 X5                 X9                  2.781     1
X0                 X1                 X5                  2.744     1
X1                 X6                 X7                  0         1
X4                 X6                 X8                  0         1
X4                 X5                 X7                  0         1
X1                 X4                 X7                  0         1
X0                 X1                 X6                  0         1
X0                 X3                 X5                  0         1
X3                 X8                 X9                  0         1
X3                 X7                 X9                  0         1
X2                 X4                 X5                  0         1
X0                 X1                 X9                  0         1
X0                 X5                 X7                  0         1
