Input File: reformatted-data/train/hibachi-res_XGBClassifier_GradientBoostingClassifier-s41351_0.459.txt
Computation options used: -p 999 -r 1478413689 -m 10 -a CODOMINANT -mt gammaMAXT -d 3D  -x 0.1
First Marker       Second Marker      Third Marker       Chi-square p-value
X7                 X8                 X9                 788.093    0.001
X4                 X5                 X7                  21.456    0.498
X4                 X7                 X9                  16.991    0.936
X0                 X2                 X5                  16.937    0.936
X0                 X4                 X7                  15.485    0.99
X0                 X3                 X9                  15.471    0.99
X2                 X4                 X6                  15.321    0.991
X2                 X6                 X7                  14.659    0.995
X3                 X6                 X7                  13.401    1
X2                 X4                 X7                  13.064    1
X0                 X6                 X8                  12.755    1
X3                 X4                 X7                  12.447    1
X0                 X3                 X7                  12.404    1
X2                 X3                 X7                  12.151    1
X0                 X1                 X5                  11.868    1
X0                 X6                 X9                  11.649    1
X1                 X3                 X8                  11.445    1
X2                 X5                 X8                  11.290    1
X6                 X7                 X8                  10.939    1
X2                 X6                 X8                  10.803    1
X5                 X6                 X9                  10.696    1
X2                 X5                 X6                  10.541    1
X0                 X5                 X7                  10.418    1
X2                 X4                 X8                  10.307    1
X2                 X4                 X9                   9.804    1
X0                 X1                 X3                   9.796    1
X0                 X6                 X7                   9.766    1
X2                 X6                 X9                   9.761    1
X0                 X3                 X5                   9.582    1
X1                 X2                 X5                   9.576    1
X1                 X5                 X6                   9.525    1
X1                 X2                 X7                   9.491    1
X2                 X4                 X5                   9.396    1
X2                 X3                 X8                   9.371    1
X3                 X4                 X9                   9.225    1
X1                 X2                 X8                   9.177    1
X4                 X6                 X9                   9.092    1
X0                 X2                 X3                   8.872    1
X4                 X6                 X7                   8.720    1
X5                 X6                 X7                   8.459    1
X3                 X4                 X6                   8.369    1
X0                 X8                 X9                   8.172    1
X6                 X8                 X9                   8.132    1
X0                 X7                 X9                   8.113    1
X5                 X6                 X8                   7.905    1
X1                 X5                 X8                   7.823    1
X0                 X5                 X9                   7.667    1
X1                 X3                 X7                   7.655    1
X1                 X6                 X7                   7.590    1
X1                 X5                 X7                   7.589    1
X0                 X4                 X6                   7.586    1
X1                 X4                 X9                   7.552    1
X3                 X5                 X8                   7.532    1
X2                 X3                 X5                   7.319    1
X1                 X3                 X6                   6.932    1
X0                 X4                 X9                   6.789    1
X2                 X3                 X6                   6.752    1
X0                 X1                 X8                   6.710    1
X2                 X5                 X9                   6.692    1
X0                 X3                 X4                   6.603    1
X0                 X2                 X8                   6.587    1
X0                 X1                 X4                   6.438    1
X0                 X1                 X7                   6.375    1
X0                 X4                 X8                   6.264    1
X1                 X4                 X7                   6.091    1
X5                 X7                 X9                   6.016    1
X2                 X3                 X9                   5.961    1
X1                 X7                 X8                   5.905    1
X0                 X3                 X8                   5.800    1
X0                 X2                 X9                   5.606    1
X2                 X5                 X7                   5.488    1
X1                 X3                 X4                   5.292    1
X2                 X3                 X4                   5.243    1
X0                 X2                 X7                   5.221    1
X4                 X8                 X9                   5.136    1
X2                 X7                 X8                   5.048    1
X0                 X2                 X4                   5.035    1
X6                 X7                 X9                   5.020    1
X1                 X2                 X3                   4.897    1
X0                 X5                 X6                   4.811    1
X0                 X1                 X9                   4.523    1
X4                 X5                 X9                   4.410    1
X3                 X7                 X8                   4.105    1
X5                 X8                 X9                   4.050    1
X0                 X5                 X8                   4.049    1
X0                 X7                 X8                   3.949    1
X0                 X1                 X6                   3.711    1
X1                 X5                 X9                   3.619    1
X3                 X5                 X7                   3.583    1
X2                 X7                 X9                   3.473    1
X3                 X4                 X5                   3.349    1
X3                 X6                 X9                   3.272    1
X0                 X4                 X5                   3.249    1
X1                 X6                 X9                   3.132    1
X1                 X7                 X9                   3.103    1
X3                 X5                 X6                   3.060    1
X3                 X7                 X9                   3.055    1
X0                 X1                 X2                   3.040    1
X4                 X6                 X8                   3.037    1
X1                 X4                 X5                   2.942    1
X4                 X7                 X8                   2.915    1
X3                 X4                 X8                   2.911    1
X1                 X3                 X5                   2.906    1
X1                 X2                 X6                   0        1
X1                 X2                 X9                   0        1
X5                 X7                 X8                   0        1
X1                 X2                 X4                   0        1
X0                 X3                 X6                   0        1
X1                 X3                 X9                   0        1
X0                 X2                 X6                   0        1
X1                 X4                 X6                   0        1
X1                 X4                 X8                   0        1
X1                 X6                 X8                   0        1
X4                 X5                 X8                   0        1
X1                 X8                 X9                   0        1
X4                 X5                 X6                   0        1
X3                 X8                 X9                   0        1
X2                 X8                 X9                   0        1
X3                 X6                 X8                   0        1
X3                 X5                 X9                   0        1
