Input File: reformated-data/hibachi-res_GradientBoostingClassifier_KNeighborsClassifier-s99997_0.493.txt
Computation options used: -p 999 -r 747802264 -m 10 -a CODOMINANT -mt gammaMAXT -d 3D  -x 0.1
First Marker       Second Marker      Third Marker       Chi-square p-value
X5                 X8                 X9                 1000.08    0.001
X4                 X6                 X7                   22.875   0.431
X0                 X7                 X9                   18.938   0.874
X4                 X5                 X7                   17.167   0.962
X0                 X1                 X9                   15.532   0.993
X2                 X5                 X8                   15.046   0.996
X0                 X4                 X7                   14.414   0.998
X1                 X4                 X7                   14.296   1
X1                 X3                 X4                   14.252   1
X6                 X7                 X9                   13.93    1
X0                 X3                 X5                   13.903   1
X1                 X3                 X7                   13.706   1
X4                 X8                 X9                   12.943   1
X0                 X2                 X4                   12.895   1
X4                 X7                 X9                   12.873   1
X0                 X3                 X4                   12.794   1
X5                 X6                 X8                   12.329   1
X2                 X3                 X4                   12.231   1
X1                 X6                 X7                   12.226   1
X1                 X2                 X8                   12.14    1
X1                 X4                 X5                   11.787   1
X3                 X5                 X6                   11.738   1
X2                 X8                 X9                   11.588   1
X4                 X5                 X8                   11.497   1
X4                 X5                 X9                   11.435   1
X0                 X2                 X7                   11.425   1
X0                 X1                 X4                   10.815   1
X2                 X3                 X5                   10.639   1
X1                 X2                 X9                   10.372   1
X2                 X4                 X7                   10.351   1
X3                 X4                 X7                   10.294   1
X7                 X8                 X9                   10.121   1
X2                 X5                 X6                    9.884   1
X5                 X6                 X7                    9.694   1
X5                 X6                 X9                    9.191   1
X4                 X7                 X8                    9.113   1
X0                 X1                 X7                    8.880   1
X0                 X2                 X9                    8.718   1
X1                 X5                 X6                    8.660   1
X0                 X5                 X7                    8.268   1
X1                 X5                 X9                    8.027   1
X1                 X5                 X8                    7.841   1
X0                 X6                 X7                    7.837   1
X0                 X4                 X9                    7.611   1
X3                 X4                 X9                    7.368   1
X1                 X3                 X9                    7.296   1
X1                 X8                 X9                    7.241   1
X2                 X3                 X8                    7.132   1
X3                 X8                 X9                    7.05    1
X4                 X6                 X9                    7.031   1
X1                 X3                 X8                    7.016   1
X2                 X5                 X7                    6.973   1
X3                 X7                 X9                    6.878   1
X1                 X3                 X5                    6.669   1
X3                 X5                 X9                    6.498   1
X1                 X4                 X9                    6.440   1
X2                 X7                 X8                    6.391   1
X3                 X4                 X5                    6.311   1
X2                 X6                 X8                    6.277   1
X1                 X4                 X8                    6.190   1
X0                 X6                 X9                    6.097   1
X1                 X5                 X7                    6.078   1
X4                 X6                 X8                    5.995   1
X3                 X4                 X8                    5.992   1
X0                 X4                 X8                    5.931   1
X0                 X2                 X6                    5.837   1
X0                 X8                 X9                    5.679   1
X1                 X7                 X9                    5.484   1
X5                 X7                 X8                    5.287   1
X0                 X1                 X2                    5.237   1
X3                 X4                 X6                    5.185   1
X0                 X2                 X5                    5.159   1
X2                 X4                 X5                    5.100   1
X0                 X2                 X3                    4.860   1
X0                 X2                 X8                    4.790   1
X2                 X7                 X9                    4.774   1
X0                 X4                 X5                    4.745   1
X2                 X4                 X6                    4.502   1
X1                 X6                 X9                    4.498   1
X0                 X3                 X9                    4.454   1
X0                 X5                 X9                    4.381   1
X3                 X6                 X7                    4.247   1
X2                 X5                 X9                    4.151   1
X2                 X4                 X9                    4.120   1
X0                 X5                 X6                    4.020   1
X1                 X3                 X6                    3.997   1
X0                 X7                 X8                    3.893   1
X1                 X2                 X7                    3.845   1
X0                 X1                 X3                    3.677   1
X6                 X8                 X9                    3.653   1
X1                 X2                 X3                    3.616   1
X1                 X7                 X8                    3.547   1
X2                 X4                 X8                    3.533   1
X0                 X3                 X7                    3.499   1
X0                 X4                 X6                    3.444   1
X2                 X3                 X6                    3.415   1
X0                 X5                 X8                    3.255   1
X1                 X2                 X5                    3.209   1
X2                 X6                 X9                    3.172   1
X4                 X5                 X6                    3.111   1
X1                 X2                 X6                    3.060   1
X0                 X1                 X8                    3.051   1
X6                 X7                 X8                    2.958   1
X0                 X6                 X8                    2.940   1
X2                 X3                 X9                    2.807   1
X3                 X7                 X8                    0       1
X0                 X3                 X8                    0       1
X3                 X6                 X9                    0       1
X0                 X3                 X6                    0       1
X3                 X6                 X8                    0       1
X2                 X6                 X7                    0       1
X2                 X3                 X7                    0       1
X3                 X5                 X8                    0       1
X0                 X1                 X6                    0       1
X5                 X7                 X9                    0       1
X0                 X1                 X5                    0       1
X3                 X5                 X7                    0       1
X1                 X2                 X4                    0       1
X1                 X6                 X8                    0       1
X1                 X4                 X6                    0       1
