Input File: reformatted-data/train/hibachi-res_DecisionTreeClassifier_MLPClassifier-s33878_0.353.txt
Computation options used: -p 999 -r 1318276593 -m 10 -a CODOMINANT -mt gammaMAXT -d 3D  -x 0.1
First Marker       Second Marker      Third Marker       Chi-square p-value
X1                 X3                 X9                 90.733     0.001
X1                 X8                 X9                 78.739     0.001
X1                 X5                 X9                 73.034     0.001
X1                 X4                 X9                 59.839     0.001
X0                 X1                 X9                 45.941     0.001
X1                 X7                 X9                 45.638     0.001
X1                 X6                 X9                 43.907     0.001
X1                 X2                 X9                 34.165     0.005
X4                 X5                 X7                 21.482     0.303
X3                 X5                 X7                 20.942     0.348
X1                 X3                 X5                 19.659     0.496
X2                 X4                 X7                 19.535     0.509
X1                 X5                 X7                 19.057     0.55
X2                 X3                 X4                 17.477     0.749
X2                 X3                 X5                 16.929     0.812
X3                 X5                 X6                 16.479     0.867
X2                 X4                 X8                 16.364     0.875
X0                 X5                 X9                 15.601     0.935
X1                 X3                 X4                 15.443     0.941
X2                 X3                 X9                 15.111     0.952
X5                 X6                 X7                 15.072     0.952
X4                 X7                 X8                 14.989     0.954
X1                 X4                 X7                 14.606     0.969
X2                 X3                 X6                 14.279     0.976
X1                 X2                 X4                 13.849     0.986
X0                 X3                 X5                 13.114     0.995
X5                 X7                 X9                 13.033     0.995
X2                 X4                 X6                 12.896     0.995
X0                 X5                 X7                 12.848     0.995
X3                 X4                 X7                 12.846     0.995
X0                 X5                 X6                 12.382     0.997
X2                 X5                 X8                 11.685     1
X0                 X5                 X8                 11.652     1
X0                 X2                 X5                 11.026     1
X1                 X2                 X5                 10.953     1
X1                 X2                 X3                 10.866     1
X3                 X5                 X8                 10.650     1
X1                 X7                 X8                 10.602     1
X2                 X5                 X7                 10.480     1
X1                 X3                 X6                 10.352     1
X0                 X1                 X5                 10.199     1
X4                 X7                 X9                 10.149     1
X1                 X3                 X7                 10.138     1
X0                 X2                 X7                 10.124     1
X2                 X5                 X6                 10.018     1
X0                 X2                 X6                  9.706     1
X4                 X6                 X7                  9.557     1
X2                 X3                 X8                  8.836     1
X7                 X8                 X9                  8.789     1
X1                 X2                 X6                  8.605     1
X1                 X5                 X8                  8.597     1
X1                 X5                 X6                  8.519     1
X0                 X6                 X9                  8.365     1
X2                 X4                 X9                  8.287     1
X0                 X3                 X9                  8.125     1
X0                 X2                 X9                  8.108     1
X1                 X3                 X8                  7.957     1
X2                 X4                 X5                  7.935     1
X0                 X4                 X8                  7.686     1
X1                 X6                 X7                  7.615     1
X0                 X2                 X3                  7.515     1
X2                 X6                 X7                  7.363     1
X3                 X6                 X9                  7.224     1
X1                 X4                 X8                  6.994     1
X6                 X7                 X9                  6.860     1
X1                 X2                 X7                  6.789     1
X3                 X4                 X6                  6.495     1
X0                 X1                 X7                  6.318     1
X5                 X6                 X9                  6.199     1
X0                 X1                 X3                  6.177     1
X2                 X7                 X9                  6.176     1
X0                 X7                 X9                  6.000     1
X0                 X8                 X9                  5.953     1
X0                 X3                 X8                  5.877     1
X4                 X5                 X8                  5.864     1
X3                 X4                 X9                  5.811     1
X2                 X6                 X9                  5.594     1
X0                 X1                 X6                  5.574     1
X1                 X2                 X8                  5.567     1
X4                 X8                 X9                  5.459     1
X4                 X6                 X9                  5.418     1
X6                 X7                 X8                  5.311     1
X3                 X8                 X9                  5.302     1
X0                 X4                 X9                  5.205     1
X0                 X1                 X8                  5.055     1
X5                 X6                 X8                  4.857     1
X3                 X4                 X5                  4.847     1
X0                 X4                 X5                  4.818     1
X4                 X6                 X8                  4.718     1
X0                 X2                 X4                  4.668     1
X3                 X4                 X8                  4.631     1
X3                 X6                 X7                  4.513     1
X5                 X7                 X8                  4.466     1
X1                 X6                 X8                  4.225     1
X6                 X8                 X9                  4.001     1
X3                 X7                 X9                  3.824     1
X4                 X5                 X9                  3.681     1
X1                 X4                 X6                  3.635     1
X2                 X5                 X9                  3.548     1
X2                 X8                 X9                  3.502     1
X4                 X5                 X6                  3.484     1
X2                 X6                 X8                  3.412     1
X3                 X5                 X9                  3.371     1
X0                 X2                 X8                  3.306     1
X2                 X3                 X7                  3.275     1
X3                 X6                 X8                  3.069     1
X0                 X3                 X6                  2.992     1
X0                 X1                 X4                  2.898     1
X0                 X6                 X8                  2.855     1
X0                 X4                 X7                  2.831     1
X0                 X1                 X2                  2.724     1
X3                 X7                 X8                  0         1
X0                 X3                 X4                  0         1
X2                 X7                 X8                  0         1
X0                 X3                 X7                  0         1
X5                 X8                 X9                  0         1
X0                 X4                 X6                  0         1
X0                 X6                 X7                  0         1
X0                 X7                 X8                  0         1
X1                 X4                 X5                  0         1
