Input File: reformatted-data/train/hibachi-res_BernoulliNB_DecisionTreeClassifier-s81895_0.096.txt
Computation options used: -p 999 -r 1308259621 -m 10 -a CODOMINANT -mt gammaMAXT -d 3D  -x 0.1
First Marker       Second Marker      Third Marker       Chi-square p-value
X1                 X6                 X9                 20.079     0.449
X3                 X7                 X8                 18.914     0.571
X5                 X7                 X8                 18.366     0.644
X4                 X7                 X8                 18.364     0.644
X1                 X6                 X7                 17.153     0.806
X0                 X4                 X5                 17.007     0.817
X1                 X7                 X8                 16.390     0.872
X7                 X8                 X9                 15.440     0.941
X0                 X3                 X4                 15.130     0.957
X4                 X5                 X6                 15.054     0.957
X0                 X4                 X7                 14.365     0.974
X3                 X8                 X9                 14.275     0.976
X4                 X7                 X9                 13.357     0.992
X1                 X2                 X6                 12.311     0.999
X2                 X4                 X7                 12.249     0.999
X1                 X7                 X9                 12.096     0.999
X2                 X3                 X8                 11.524     1
X0                 X4                 X9                 10.840     1
X0                 X4                 X6                 10.837     1
X1                 X2                 X8                 10.700     1
X3                 X6                 X9                 10.670     1
X5                 X8                 X9                 10.593     1
X0                 X1                 X6                 10.486     1
X0                 X7                 X8                 10.460     1
X4                 X6                 X7                 10.377     1
X2                 X6                 X9                 10.127     1
X2                 X4                 X5                  9.987     1
X3                 X4                 X7                  9.813     1
X4                 X6                 X9                  9.338     1
X3                 X5                 X6                  9.147     1
X2                 X6                 X7                  8.900     1
X0                 X1                 X7                  8.855     1
X1                 X4                 X6                  8.678     1
X1                 X5                 X6                  8.634     1
X0                 X2                 X6                  8.607     1
X6                 X7                 X8                  8.594     1
X3                 X4                 X9                  8.422     1
X2                 X7                 X8                  8.125     1
X3                 X4                 X5                  8.103     1
X1                 X5                 X7                  7.880     1
X1                 X4                 X5                  7.854     1
X0                 X5                 X7                  7.739     1
X1                 X2                 X9                  7.667     1
X0                 X7                 X9                  7.605     1
X0                 X3                 X7                  7.565     1
X1                 X2                 X7                  7.533     1
X2                 X8                 X9                  7.276     1
X2                 X3                 X6                  7.207     1
X1                 X4                 X7                  7.123     1
X0                 X6                 X7                  7.116     1
X2                 X3                 X7                  7.057     1
X0                 X3                 X9                  7.055     1
X3                 X5                 X8                  6.838     1
X3                 X5                 X7                  6.822     1
X2                 X5                 X8                  6.761     1
X1                 X2                 X3                  6.745     1
X0                 X2                 X9                  6.604     1
X0                 X1                 X4                  6.477     1
X0                 X2                 X5                  6.310     1
X0                 X6                 X9                  6.282     1
X1                 X4                 X9                  6.282     1
X6                 X8                 X9                  6.267     1
X1                 X3                 X8                  6.044     1
X2                 X5                 X7                  6.035     1
X0                 X2                 X4                  6.021     1
X1                 X8                 X9                  5.990     1
X3                 X7                 X9                  5.987     1
X2                 X4                 X9                  5.946     1
X0                 X2                 X8                  5.822     1
X3                 X4                 X6                  5.812     1
X3                 X6                 X8                  5.591     1
X2                 X5                 X9                  5.557     1
X0                 X5                 X6                  5.424     1
X1                 X3                 X5                  5.335     1
X0                 X8                 X9                  5.240     1
X1                 X3                 X9                  5.101     1
X2                 X7                 X9                  5.091     1
X1                 X5                 X8                  4.963     1
X1                 X3                 X7                  4.938     1
X1                 X5                 X9                  4.926     1
X0                 X1                 X5                  4.838     1
X6                 X7                 X9                  4.699     1
X4                 X5                 X9                  4.668     1
X4                 X8                 X9                  4.634     1
X0                 X2                 X3                  4.619     1
X0                 X3                 X8                  4.604     1
X1                 X6                 X8                  4.486     1
X1                 X3                 X6                  4.369     1
X1                 X2                 X5                  4.197     1
X5                 X6                 X9                  4.175     1
X0                 X3                 X5                  4.048     1
X0                 X6                 X8                  3.942     1
X0                 X4                 X8                  3.729     1
X2                 X3                 X9                  3.701     1
X1                 X4                 X8                  3.680     1
X3                 X5                 X9                  3.603     1
X1                 X3                 X4                  3.443     1
X4                 X5                 X7                  3.326     1
X2                 X4                 X8                  3.191     1
X5                 X7                 X9                  3.158     1
X2                 X6                 X8                  3.149     1
X2                 X4                 X6                  3.141     1
X0                 X2                 X7                  2.920     1
X0                 X1                 X8                  2.873     1
X2                 X3                 X4                  2.862     1
X5                 X6                 X8                  2.854     1
X2                 X5                 X6                  2.829     1
X2                 X3                 X5                  2.829     1
X4                 X5                 X8                  0         1
X4                 X6                 X8                  0         1
X3                 X6                 X7                  0         1
X3                 X4                 X8                  0         1
X5                 X6                 X7                  0         1
X0                 X1                 X3                  0         1
X1                 X2                 X4                  0         1
X0                 X5                 X9                  0         1
X0                 X5                 X8                  0         1
X0                 X1                 X9                  0         1
X0                 X3                 X6                  0         1
X0                 X1                 X2                  0         1
