Input File: reformatted-data/train/hibachi-res_DecisionTreeClassifier_LogisticRegression-s40639_0.615.txt
Computation options used: -p 999 -r 1317604313 -m 10 -a CODOMINANT -mt gammaMAXT -d 3D  -x 0.1
First Marker       Second Marker      Third Marker       Chi-square p-value
X3                 X4                 X8                 418.126    0.001
X3                 X4                 X7                 402.665    0.001
X3                 X4                 X5                 398.839    0.001
X0                 X3                 X4                 375.188    0.001
X3                 X4                 X6                 368.114    0.001
X2                 X3                 X4                 365.252    0.001
X1                 X3                 X4                 360.644    0.001
X3                 X4                 X9                 345.11     0.001
X0                 X1                 X8                  19.233    0.582
X0                 X4                 X7                  18.981    0.613
X0                 X7                 X8                  18.129    0.715
X4                 X7                 X8                  18.002    0.724
X4                 X6                 X8                  17.225    0.807
X2                 X4                 X8                  16.165    0.895
X0                 X4                 X5                  15.503    0.939
X0                 X4                 X8                  15.380    0.944
X6                 X8                 X9                  14.725    0.967
X1                 X4                 X8                  14.379    0.974
X0                 X2                 X5                  14.024    0.985
X3                 X7                 X9                  13.757    0.993
X1                 X2                 X8                  13.747    0.993
X2                 X7                 X8                  13.406    0.997
X4                 X7                 X9                  13.100    0.999
X1                 X6                 X8                  12.983    0.999
X1                 X4                 X6                  12.715    0.999
X0                 X3                 X9                  12.465    0.999
X4                 X8                 X9                  12.097    0.999
X3                 X5                 X7                  12.060    0.999
X0                 X3                 X8                  11.872    1
X0                 X4                 X6                  11.787    1
X2                 X5                 X8                  11.674    1
X0                 X2                 X6                  11.512    1
X1                 X4                 X9                  11.003    1
X2                 X3                 X9                  10.922    1
X0                 X3                 X7                  10.722    1
X0                 X1                 X7                  10.641    1
X0                 X4                 X9                  10.243    1
X0                 X2                 X3                  10.053    1
X0                 X5                 X7                  10.016    1
X0                 X5                 X9                   9.604    1
X0                 X2                 X7                   9.603    1
X1                 X7                 X8                   9.466    1
X4                 X5                 X8                   9.417    1
X0                 X7                 X9                   9.097    1
X4                 X5                 X7                   8.854    1
X0                 X2                 X8                   8.717    1
X2                 X4                 X7                   8.697    1
X0                 X1                 X4                   8.651    1
X1                 X2                 X9                   8.486    1
X3                 X8                 X9                   8.431    1
X5                 X8                 X9                   8.392    1
X4                 X6                 X9                   8.242    1
X6                 X7                 X8                   7.641    1
X0                 X5                 X8                   7.555    1
X0                 X2                 X9                   7.542    1
X1                 X5                 X8                   7.292    1
X1                 X3                 X8                   7.207    1
X2                 X7                 X9                   7.172    1
X1                 X4                 X7                   7.13     1
X2                 X8                 X9                   6.781    1
X2                 X3                 X7                   6.779    1
X1                 X3                 X7                   6.742    1
X1                 X2                 X5                   6.624    1
X7                 X8                 X9                   6.466    1
X4                 X6                 X7                   6.352    1
X4                 X5                 X6                   6.159    1
X1                 X7                 X9                   6.029    1
X0                 X8                 X9                   5.985    1
X0                 X6                 X7                   5.809    1
X0                 X6                 X8                   5.654    1
X3                 X7                 X8                   5.629    1
X0                 X1                 X6                   5.274    1
X0                 X5                 X6                   5.261    1
X0                 X3                 X5                   5.230    1
X2                 X3                 X8                   5.225    1
X4                 X5                 X9                   5.016    1
X0                 X1                 X2                   5.006    1
X1                 X8                 X9                   4.961    1
X1                 X5                 X7                   4.765    1
X2                 X3                 X5                   4.694    1
X2                 X5                 X7                   4.173    1
X2                 X4                 X5                   4.103    1
X5                 X7                 X8                   4.07     1
X3                 X5                 X8                   4.011    1
X0                 X1                 X3                   3.973    1
X2                 X6                 X7                   3.753    1
X2                 X6                 X8                   3.713    1
X1                 X4                 X5                   3.638    1
X1                 X3                 X5                   3.483    1
X1                 X6                 X9                   3.371    1
X3                 X5                 X9                   3.329    1
X5                 X6                 X8                   3.293    1
X3                 X6                 X9                   3.237    1
X0                 X2                 X4                   3.228    1
X0                 X1                 X5                   3.158    1
X1                 X5                 X9                   3.124    1
X2                 X4                 X6                   3.064    1
X1                 X3                 X9                   3.045    1
X5                 X7                 X9                   2.809    1
X2                 X4                 X9                   2.783    1
X3                 X6                 X8                   2.739    1
X1                 X2                 X6                   2.737    1
X5                 X6                 X9                   0        1
X0                 X1                 X9                   0        1
X6                 X7                 X9                   0        1
X5                 X6                 X7                   0        1
X2                 X6                 X9                   0        1
X0                 X3                 X6                   0        1
X0                 X6                 X9                   0        1
X1                 X2                 X3                   0        1
X1                 X2                 X4                   0        1
X1                 X2                 X7                   0        1
X1                 X3                 X6                   0        1
X1                 X5                 X6                   0        1
X2                 X5                 X6                   0        1
X3                 X6                 X7                   0        1
X3                 X5                 X6                   0        1
X1                 X6                 X7                   0        1
X2                 X5                 X9                   0        1
X2                 X3                 X6                   0        1
