Input File: reformated-data/hibachi-res_GaussianNB_MLPClassifier-s51670_0.132.txt
Computation options used: -p 999 -r 740457605 -m 10 -a CODOMINANT -mt gammaMAXT -d 3D  -x 0.1
First Marker       Second Marker      Third Marker       Chi-square p-value
X0                 X6                 X7                 72.505     0.001
X0                 X3                 X6                 36.782     0.004
X0                 X6                 X8                 34.183     0.007
X0                 X2                 X6                 32.554     0.018
X0                 X4                 X6                 32.436     0.019
X0                 X5                 X6                 29.837     0.05
X0                 X6                 X9                 29.596     0.054
X0                 X3                 X7                 28.874     0.065
X0                 X1                 X8                 26.780     0.13
X0                 X1                 X6                 26.102     0.156
X0                 X2                 X7                 22.381     0.436
X0                 X1                 X7                 21.040     0.596
X0                 X7                 X8                 20.434     0.667
X0                 X4                 X7                 20.174     0.69
X3                 X5                 X9                 19.635     0.745
X0                 X5                 X7                 17.047     0.947
X6                 X7                 X8                 16.647     0.964
X0                 X7                 X9                 16.036     0.979
X2                 X3                 X9                 15.929     0.983
X4                 X6                 X8                 15.821     0.984
X0                 X5                 X8                 14.886     0.995
X2                 X6                 X7                 14.729     0.996
X3                 X4                 X9                 14.587     0.997
X1                 X3                 X7                 14.387     0.998
X0                 X4                 X8                 13.856     1
X5                 X8                 X9                 13.386     1
X0                 X5                 X9                 11.641     1
X1                 X4                 X7                 11.604     1
X0                 X8                 X9                 11.572     1
X1                 X2                 X4                 11.542     1
X1                 X3                 X4                 10.767     1
X1                 X2                 X9                 10.487     1
X3                 X6                 X7                 10.266     1
X3                 X7                 X9                  9.462     1
X5                 X6                 X9                  9.145     1
X1                 X4                 X8                  9.135     1
X0                 X1                 X4                  9.125     1
X6                 X7                 X9                  9.031     1
X0                 X2                 X9                  8.499     1
X0                 X1                 X9                  8.477     1
X2                 X4                 X9                  8.137     1
X3                 X7                 X8                  8.134     1
X6                 X8                 X9                  7.954     1
X3                 X6                 X8                  7.943     1
X0                 X1                 X2                  7.715     1
X0                 X3                 X9                  7.502     1
X7                 X8                 X9                  7.459     1
X2                 X5                 X8                  7.429     1
X1                 X6                 X9                  7.315     1
X5                 X7                 X8                  7.209     1
X1                 X6                 X7                  7.174     1
X1                 X5                 X9                  7.043     1
X0                 X1                 X5                  6.882     1
X2                 X5                 X7                  6.702     1
X3                 X4                 X5                  6.678     1
X2                 X5                 X9                  6.532     1
X3                 X4                 X7                  6.461     1
X1                 X4                 X9                  6.346     1
X0                 X3                 X8                  6.303     1
X1                 X8                 X9                  6.239     1
X1                 X7                 X9                  6.007     1
X1                 X3                 X9                  5.795     1
X2                 X3                 X6                  5.392     1
X4                 X7                 X8                  5.380     1
X1                 X5                 X7                  5.130     1
X4                 X8                 X9                  5.082     1
X2                 X7                 X8                  4.790     1
X4                 X6                 X7                  4.638     1
X4                 X6                 X9                  4.494     1
X1                 X3                 X5                  4.413     1
X0                 X4                 X9                  4.030     1
X5                 X6                 X8                  3.955     1
X5                 X7                 X9                  3.927     1
X1                 X3                 X6                  3.851     1
X3                 X6                 X9                  3.820     1
X3                 X4                 X8                  3.755     1
X1                 X4                 X5                  3.586     1
X1                 X2                 X5                  3.582     1
X4                 X5                 X9                  3.574     1
X0                 X2                 X4                  3.573     1
X1                 X2                 X7                  3.501     1
X2                 X6                 X9                  3.481     1
X3                 X8                 X9                  3.445     1
X1                 X2                 X3                  3.411     1
X2                 X6                 X8                  3.369     1
X1                 X6                 X8                  3.347     1
X1                 X5                 X8                  3.344     1
X1                 X7                 X8                  3.311     1
X1                 X5                 X6                  3.222     1
X3                 X5                 X7                  3.218     1
X4                 X5                 X6                  3.191     1
X2                 X5                 X6                  3.116     1
X1                 X3                 X8                  3.087     1
X2                 X4                 X5                  3.069     1
X1                 X2                 X6                  3.066     1
X0                 X1                 X3                  3.012     1
X0                 X4                 X5                  2.801     1
X0                 X2                 X5                  2.763     1
X2                 X7                 X9                  2.728     1
X3                 X5                 X8                  2.724     1
X2                 X3                 X5                  2.719     1
X2                 X3                 X4                  2.718     1
X1                 X4                 X6                  0         1
X0                 X2                 X3                  0         1
X2                 X3                 X7                  0         1
X2                 X3                 X8                  0         1
X0                 X2                 X8                  0         1
X1                 X2                 X8                  0         1
X5                 X6                 X7                  0         1
X2                 X4                 X6                  0         1
X4                 X7                 X9                  0         1
X2                 X4                 X7                  0         1
X2                 X4                 X8                  0         1
X0                 X3                 X4                  0         1
X2                 X8                 X9                  0         1
X4                 X5                 X8                  0         1
X4                 X5                 X7                  0         1
X3                 X4                 X6                  0         1
X3                 X5                 X6                  0         1
X0                 X3                 X5                  0         1
