Input File: reformated-data/hibachi-res_LogisticRegression_BernoulliNB-s99676_0.416.txt
Computation options used: -p 999 -r 761634425 -m 10 -a CODOMINANT -mt gammaMAXT -d 3D  -x 0.1
First Marker       Second Marker      Third Marker       Chi-square p-value
X3                 X4                 X6                 192.924    0.001
X4                 X6                 X9                 151.27     0.001
X4                 X5                 X6                 129.25     0.001
X0                 X4                 X6                 128.799    0.001
X1                 X4                 X6                 128.208    0.001
X4                 X6                 X7                 126.507    0.001
X4                 X6                 X8                 113.199    0.001
X2                 X4                 X6                 103.495    0.001
X1                 X7                 X8                  28.784    0.052
X1                 X5                 X7                  23.72     0.315
X5                 X8                 X9                  23.567    0.321
X0                 X1                 X7                  22.204    0.434
X1                 X7                 X9                  21.132    0.559
X1                 X2                 X7                  20.843    0.591
X1                 X3                 X7                  20.316    0.664
X2                 X5                 X6                  15.109    0.994
X2                 X6                 X9                  13.345    1
X1                 X4                 X7                  13.175    1
X0                 X1                 X8                  13.128    1
X1                 X3                 X8                  13.117    1
X1                 X2                 X3                  13.094    1
X1                 X5                 X8                  13.057    1
X0                 X2                 X8                  12.741    1
X1                 X8                 X9                  12.513    1
X5                 X6                 X9                  11.377    1
X2                 X3                 X5                  11.078    1
X0                 X1                 X6                  10.537    1
X3                 X5                 X9                  10.119    1
X1                 X4                 X8                   9.780    1
X2                 X3                 X7                   9.762    1
X1                 X6                 X7                   9.761    1
X0                 X3                 X9                   9.161    1
X0                 X2                 X6                   9.074    1
X0                 X1                 X2                   8.924    1
X1                 X5                 X6                   8.794    1
X2                 X3                 X8                   8.537    1
X1                 X6                 X9                   8.454    1
X0                 X3                 X6                   8.328    1
X2                 X6                 X7                   8.327    1
X1                 X5                 X9                   8.291    1
X0                 X4                 X5                   8.263    1
X0                 X3                 X7                   8.021    1
X1                 X4                 X9                   7.942    1
X1                 X3                 X9                   7.689    1
X2                 X4                 X7                   7.516    1
X5                 X6                 X7                   7.426    1
X3                 X4                 X8                   7.415    1
X2                 X5                 X9                   7.309    1
X3                 X8                 X9                   7.157    1
X4                 X5                 X9                   7.155    1
X6                 X8                 X9                   7.096    1
X0                 X1                 X3                   7.090    1
X3                 X4                 X7                   6.727    1
X1                 X4                 X5                   6.674    1
X2                 X7                 X9                   6.546    1
X3                 X5                 X8                   6.535    1
X0                 X6                 X8                   6.466    1
X1                 X2                 X4                   6.414    1
X5                 X6                 X8                   6.413    1
X0                 X5                 X6                   6.363    1
X1                 X2                 X6                   6.353    1
X0                 X1                 X9                   6.281    1
X5                 X7                 X9                   6.189    1
X0                 X5                 X9                   6.177    1
X0                 X4                 X9                   5.828    1
X4                 X5                 X7                   5.785    1
X0                 X2                 X9                   5.715    1
X2                 X3                 X9                   5.668    1
X2                 X8                 X9                   5.538    1
X6                 X7                 X9                   5.438    1
X1                 X3                 X4                   5.320    1
X2                 X4                 X8                   5.223    1
X0                 X3                 X8                   5.113    1
X0                 X5                 X8                   5.029    1
X0                 X5                 X7                   4.871    1
X2                 X3                 X4                   4.865    1
X2                 X3                 X6                   4.758    1
X0                 X1                 X4                   4.536    1
X4                 X7                 X9                   4.388    1
X3                 X6                 X7                   4.198    1
X0                 X7                 X9                   4.154    1
X0                 X8                 X9                   4.005    1
X0                 X6                 X9                   3.945    1
X1                 X2                 X5                   3.921    1
X1                 X2                 X8                   3.502    1
X0                 X4                 X7                   3.435    1
X4                 X5                 X8                   3.429    1
X2                 X4                 X9                   3.333    1
X4                 X7                 X8                   3.322    1
X1                 X3                 X6                   3.282    1
X3                 X5                 X7                   3.248    1
X2                 X6                 X8                   3.154    1
X0                 X2                 X3                   3.141    1
X1                 X2                 X9                   3.111    1
X0                 X3                 X4                   3.105    1
X2                 X5                 X7                   3.088    1
X0                 X4                 X8                   3.008    1
X0                 X1                 X5                   3.002    1
X2                 X4                 X5                   2.980    1
X3                 X4                 X5                   2.974    1
X3                 X6                 X9                   2.966    1
X0                 X2                 X7                   2.935    1
X2                 X7                 X8                   2.931    1
X3                 X6                 X8                   2.899    1
X3                 X5                 X6                   2.892    1
X7                 X8                 X9                   0        1
X1                 X6                 X8                   0        1
X5                 X7                 X8                   0        1
X6                 X7                 X8                   0        1
X4                 X8                 X9                   0        1
X0                 X6                 X7                   0        1
X0                 X2                 X4                   0        1
X3                 X7                 X9                   0        1
X3                 X7                 X8                   0        1
X0                 X2                 X5                   0        1
X3                 X4                 X9                   0        1
X1                 X3                 X5                   0        1
X0                 X3                 X5                   0        1
X0                 X7                 X8                   0        1
X2                 X5                 X8                   0        1
