Input File: reformated-data/hibachi-res_DecisionTreeClassifier_BernoulliNB-s92892_0.592.txt
Computation options used: -p 999 -r 716154683 -m 10 -a CODOMINANT -mt gammaMAXT -d 3D  -x 0.1
First Marker       Second Marker      Third Marker       Chi-square p-value
X0                 X2                 X4                 389.648    0.001
X2                 X4                 X5                 283.338    0.001
X0                 X2                 X5                 252.223    0.001
X0                 X4                 X5                 186.94     0.001
X2                 X4                 X6                 130.648    0.001
X0                 X2                 X9                 123.395    0.001
X0                 X1                 X2                 121.925    0.001
X0                 X2                 X6                 121.869    0.001
X0                 X3                 X5                 121.862    0.001
X0                 X2                 X3                 119.373    0.001
X2                 X4                 X8                 118.186    0.001
X2                 X4                 X9                 118.166    0.001
X0                 X2                 X7                 116.389    0.001
X2                 X4                 X7                 115.197    0.001
X2                 X3                 X4                 112.602    0.001
X0                 X2                 X8                 106.99     0.001
X1                 X2                 X4                  92.770    0.001
X3                 X4                 X5                  92.075    0.001
X4                 X5                 X7                  87.816    0.001
X4                 X5                 X8                  70.517    0.001
X4                 X5                 X9                  69.149    0.001
X0                 X1                 X5                  67.087    0.001
X1                 X4                 X5                  66.187    0.001
X0                 X5                 X6                  66.105    0.001
X0                 X3                 X4                  62.333    0.001
X4                 X5                 X6                  60.740    0.001
X0                 X5                 X9                  59.980    0.001
X0                 X5                 X8                  57.230    0.001
X0                 X5                 X7                  55.276    0.001
X0                 X3                 X8                  30.572    0.018
X0                 X1                 X3                  29.533    0.028
X5                 X6                 X7                  27.335    0.081
X0                 X3                 X9                  23.209    0.325
X0                 X3                 X6                  19.602    0.695
X0                 X1                 X8                  18.599    0.794
X0                 X3                 X7                  18.412    0.814
X0                 X1                 X9                  17.818    0.861
X0                 X4                 X8                  17.767    0.861
X6                 X7                 X8                  17.669    0.862
X2                 X6                 X7                  17.645    0.862
X1                 X3                 X5                  17.465    0.872
X0                 X6                 X7                  17.396    0.873
X3                 X5                 X6                  16.597    0.916
X2                 X7                 X9                  15.531    0.967
X0                 X1                 X7                  15.294    0.973
X3                 X5                 X7                  15.248    0.975
X1                 X3                 X7                  14.778    0.983
X0                 X1                 X4                  14.450    0.991
X2                 X7                 X8                  14.021    0.995
X0                 X4                 X9                  13.981    0.995
X1                 X5                 X7                  13.752    0.995
X3                 X6                 X7                  13.338    0.995
X4                 X6                 X7                  13.137    0.996
X5                 X8                 X9                  13.08     0.996
X5                 X7                 X9                  12.408    0.997
X1                 X2                 X8                  12.252    0.997
X3                 X6                 X8                  12.232    0.997
X1                 X2                 X5                  11.953    0.998
X1                 X6                 X7                  11.299    0.999
X2                 X5                 X9                  11.059    0.999
X3                 X4                 X7                  10.664    1
X2                 X5                 X7                  10.630    1
X5                 X6                 X9                  10.563    1
X3                 X5                 X9                  10.189    1
X1                 X5                 X9                  10.136    1
X1                 X2                 X7                  10.016    1
X1                 X2                 X9                   9.544    1
X4                 X7                 X8                   9.536    1
X3                 X4                 X6                   9.471    1
X1                 X2                 X3                   9.175    1
X2                 X3                 X9                   9.127    1
X5                 X6                 X8                   9.007    1
X0                 X4                 X7                   8.828    1
X1                 X7                 X9                   8.751    1
X2                 X5                 X8                   8.743    1
X2                 X5                 X6                   8.724    1
X1                 X4                 X8                   8.636    1
X1                 X4                 X9                   8.485    1
X0                 X4                 X6                   8.374    1
X2                 X3                 X5                   8.344    1
X1                 X5                 X6                   8.304    1
X6                 X7                 X9                   8.082    1
X3                 X5                 X8                   7.979    1
X1                 X3                 X8                   7.787    1
X1                 X3                 X4                   7.729    1
X1                 X3                 X9                   7.647    1
X1                 X3                 X6                   7.514    1
X3                 X4                 X9                   7.383    1
X2                 X8                 X9                   7.292    1
X4                 X7                 X9                   7.173    1
X0                 X7                 X9                   7.095    1
X2                 X3                 X6                   7.044    1
X1                 X8                 X9                   6.887    1
X2                 X6                 X8                   6.749    1
X2                 X3                 X7                   6.392    1
X5                 X7                 X8                   6.130    1
X0                 X7                 X8                   5.776    1
X1                 X2                 X6                   5.511    1
X1                 X7                 X8                   5.237    1
X0                 X1                 X6                   5.192    1
X3                 X7                 X8                   5.138    1
X4                 X6                 X9                   4.653    1
X0                 X6                 X8                   4.230    1
X2                 X3                 X8                   4.122    1
X2                 X6                 X9                   4.109    1
X3                 X4                 X8                   4.044    1
X3                 X8                 X9                   4.021    1
X1                 X4                 X7                   3.961    1
X0                 X8                 X9                   3.916    1
X0                 X6                 X9                   3.791    1
X1                 X5                 X8                   3.643    1
X3                 X7                 X9                   3.572    1
X4                 X8                 X9                   3.279    1
X3                 X6                 X9                   2.809    1
X1                 X4                 X6                   2.781    1
X1                 X6                 X8                   2.732    1
X6                 X8                 X9                   0        1
X7                 X8                 X9                   0        1
X4                 X6                 X8                   0        1
X1                 X6                 X9                   0        1
