Input File: reformated-data/hibachi-res_XGBClassifier_GaussianNB-s42433_0.586.txt
Computation options used: -p 999 -r 791097096 -m 10 -a CODOMINANT -mt gammaMAXT -d 3D  -x 0.1
First Marker       Second Marker      Third Marker       Chi-square p-value
X3                 X7                 X8                 965.984    0.001
X4                 X7                 X8                 965.937    0.001
X6                 X7                 X8                 965.896    0.001
X5                 X7                 X8                 965.874    0.001
X0                 X7                 X8                 965.874    0.001
X1                 X7                 X8                 965.856    0.001
X7                 X8                 X9                 965.837    0.001
X2                 X7                 X8                 965.832    0.001
X4                 X5                 X8                  19.276    0.791
X5                 X8                 X9                  17.992    0.907
X0                 X4                 X5                  17.064    0.96
X5                 X6                 X8                  16.279    0.977
X5                 X6                 X9                  16.133    0.977
X0                 X2                 X8                  16.046    0.977
X4                 X5                 X9                  15.981    0.977
X0                 X5                 X8                  15.731    0.979
X2                 X5                 X8                  15.482    0.983
X0                 X1                 X2                  15.296    0.983
X0                 X6                 X8                  14.765    0.992
X1                 X2                 X9                  14.561    0.994
X2                 X6                 X8                  14.406    0.995
X2                 X5                 X9                  14.383    0.998
X1                 X3                 X4                  13.232    1
X0                 X1                 X4                  12.903    1
X1                 X4                 X5                  12.791    1
X0                 X1                 X5                  12.735    1
X4                 X7                 X9                  10.942    1
X0                 X2                 X3                  10.847    1
X6                 X8                 X9                  10.693    1
X1                 X5                 X9                  10.510    1
X0                 X5                 X9                  10.508    1
X0                 X2                 X9                  10.445    1
X5                 X7                 X9                  10.443    1
X1                 X4                 X9                  10.353    1
X1                 X2                 X6                  10.311    1
X1                 X5                 X8                  10.189    1
X1                 X4                 X7                  10.085    1
X0                 X1                 X3                  10.061    1
X3                 X5                 X7                   9.997    1
X1                 X2                 X3                   9.500    1
X0                 X1                 X6                   9.289    1
X3                 X4                 X8                   9.114    1
X1                 X4                 X6                   9.090    1
X0                 X4                 X7                   8.972    1
X1                 X3                 X7                   8.923    1
X3                 X5                 X9                   8.813    1
X0                 X2                 X4                   8.629    1
X1                 X3                 X5                   8.592    1
X0                 X3                 X7                   8.469    1
X3                 X6                 X9                   8.389    1
X0                 X2                 X7                   8.257    1
X1                 X4                 X8                   8.171    1
X3                 X5                 X8                   8.048    1
X2                 X6                 X9                   8.035    1
X1                 X6                 X9                   7.927    1
X0                 X6                 X9                   7.847    1
X3                 X6                 X8                   7.767    1
X0                 X4                 X8                   7.685    1
X3                 X7                 X9                   7.656    1
X0                 X5                 X6                   7.541    1
X1                 X2                 X8                   7.525    1
X2                 X4                 X8                   7.346    1
X0                 X2                 X5                   7.307    1
X2                 X5                 X6                   7.277    1
X0                 X5                 X7                   7.207    1
X3                 X4                 X7                   7.170    1
X1                 X2                 X4                   7.117    1
X0                 X4                 X6                   7.095    1
X0                 X1                 X9                   7.073    1
X0                 X3                 X9                   7.036    1
X4                 X5                 X7                   6.816    1
X1                 X2                 X7                   6.801    1
X0                 X6                 X7                   6.767    1
X4                 X8                 X9                   6.617    1
X0                 X1                 X7                   6.554    1
X1                 X3                 X8                   6.144    1
X1                 X6                 X8                   6.135    1
X1                 X7                 X9                   6.053    1
X0                 X3                 X5                   6.049    1
X3                 X5                 X6                   5.927    1
X2                 X8                 X9                   5.838    1
X3                 X6                 X7                   5.771    1
X1                 X5                 X6                   5.744    1
X1                 X2                 X5                   5.591    1
X2                 X3                 X7                   5.464    1
X4                 X5                 X6                   5.295    1
X0                 X3                 X8                   5.235    1
X3                 X4                 X6                   5.235    1
X2                 X7                 X9                   5.157    1
X1                 X5                 X7                   5.092    1
X4                 X6                 X7                   5.031    1
X1                 X3                 X9                   5.026    1
X4                 X6                 X8                   4.962    1
X2                 X4                 X5                   4.917    1
X0                 X1                 X8                   4.895    1
X4                 X6                 X9                   4.535    1
X0                 X4                 X9                   4.469    1
X0                 X3                 X6                   4.445    1
X0                 X2                 X6                   4.380    1
X2                 X3                 X8                   4.26     1
X0                 X7                 X9                   4.246    1
X2                 X3                 X9                   4.213    1
X0                 X8                 X9                   4.122    1
X6                 X7                 X9                   4.047    1
X1                 X3                 X6                   3.717    1
X2                 X3                 X4                   3.649    1
X2                 X4                 X9                   3.520    1
X1                 X8                 X9                   3.488    1
X2                 X3                 X6                   3.398    1
X3                 X4                 X9                   3.397    1
X2                 X4                 X7                   3.070    1
X1                 X6                 X7                   3        1
X2                 X3                 X5                   2.941    1
X2                 X6                 X7                   2.891    1
X5                 X6                 X7                   0        1
X2                 X4                 X6                   0        1
X2                 X5                 X7                   0        1
X3                 X8                 X9                   0        1
X3                 X4                 X5                   0        1
X0                 X3                 X4                   0        1
