Input File: reformatted-data/train/hibachi-res_XGBClassifier_ExtraTreesClassifier-s32738_0.191.txt
Computation options used: -p 999 -r 1363705914 -m 10 -a CODOMINANT -mt gammaMAXT -d 3D  -x 0.1
First Marker       Second Marker      Third Marker       Chi-square p-value
X0                 X3                 X7                 233.553    0.001
X3                 X7                 X9                 224.761    0.001
X1                 X3                 X7                 224.297    0.001
X2                 X3                 X7                 223.333    0.001
X3                 X7                 X8                 214.789    0.001
X3                 X6                 X7                 209.047    0.001
X3                 X5                 X7                 206.102    0.001
X3                 X4                 X7                 188.889    0.001
X0                 X8                 X9                  37.736    0.001
X0                 X6                 X9                  30.748    0.005
X0                 X3                 X9                  25.763    0.067
X0                 X1                 X8                  25.164    0.08
X2                 X7                 X8                  23.333    0.153
X1                 X7                 X8                  23.151    0.167
X1                 X5                 X8                  20.832    0.352
X0                 X2                 X9                  19.777    0.456
X0                 X1                 X9                  19.515    0.474
X0                 X4                 X9                  18.602    0.581
X2                 X4                 X7                  18.481    0.598
X0                 X5                 X9                  18.252    0.621
X0                 X7                 X8                  17.356    0.726
X0                 X7                 X9                  16.269    0.833
X1                 X4                 X8                  15.447    0.901
X3                 X8                 X9                  15.136    0.931
X1                 X8                 X9                  14.742    0.951
X0                 X4                 X6                  14.647    0.951
X0                 X1                 X6                  14.190    0.966
X5                 X7                 X8                  14.088    0.971
X1                 X3                 X8                  14.063    0.972
X6                 X7                 X8                  13.987    0.976
X1                 X2                 X7                  13.730    0.981
X0                 X1                 X2                  13.662    0.981
X1                 X2                 X8                  13.423    0.986
X4                 X6                 X9                  13.419    0.986
X0                 X2                 X8                  13.257    0.987
X2                 X4                 X6                  13.106    0.991
X4                 X8                 X9                  12.387    0.996
X0                 X6                 X7                  12.221    0.996
X3                 X4                 X6                  12.200    0.996
X2                 X4                 X8                  12.021    0.996
X4                 X7                 X8                  11.555    0.998
X0                 X1                 X7                  11.306    0.998
X2                 X6                 X7                  11.306    0.998
X6                 X7                 X9                  10.465    1
X0                 X2                 X5                  10.021    1
X1                 X2                 X4                   9.990    1
X3                 X4                 X5                   9.437    1
X1                 X4                 X9                   9.266    1
X1                 X4                 X6                   9.215    1
X1                 X2                 X6                   9.201    1
X0                 X5                 X8                   9.187    1
X1                 X6                 X9                   9.120    1
X4                 X6                 X7                   8.959    1
X0                 X1                 X3                   8.841    1
X0                 X5                 X6                   8.811    1
X0                 X4                 X8                   8.665    1
X4                 X5                 X6                   8.471    1
X2                 X4                 X5                   8.415    1
X0                 X5                 X7                   8.076    1
X2                 X5                 X7                   8.051    1
X1                 X4                 X5                   8.025    1
X1                 X6                 X8                   7.877    1
X0                 X4                 X5                   7.839    1
X0                 X1                 X5                   7.672    1
X0                 X3                 X8                   7.36     1
X0                 X3                 X6                   7.214    1
X2                 X8                 X9                   6.751    1
X0                 X6                 X8                   6.719    1
X1                 X3                 X9                   6.591    1
X2                 X3                 X8                   6.568    1
X7                 X8                 X9                   6.45     1
X2                 X5                 X8                   6.355    1
X4                 X5                 X9                   6.083    1
X2                 X3                 X5                   6.017    1
X0                 X4                 X7                   5.983    1
X1                 X2                 X5                   5.967    1
X2                 X4                 X9                   5.859    1
X5                 X8                 X9                   5.609    1
X4                 X7                 X9                   5.319    1
X4                 X6                 X8                   5.069    1
X1                 X5                 X6                   4.966    1
X5                 X7                 X9                   4.744    1
X2                 X5                 X9                   4.399    1
X0                 X3                 X5                   4.390    1
X2                 X6                 X9                   4.336    1
X3                 X6                 X8                   4.243    1
X2                 X3                 X6                   4.202    1
X1                 X3                 X6                   4.143    1
X5                 X6                 X7                   4.083    1
X1                 X4                 X7                   4.065    1
X1                 X6                 X7                   3.974    1
X0                 X2                 X7                   3.923    1
X0                 X3                 X4                   3.881    1
X6                 X8                 X9                   3.840    1
X0                 X2                 X4                   3.771    1
X3                 X4                 X9                   3.572    1
X4                 X5                 X7                   3.521    1
X2                 X3                 X4                   3.476    1
X3                 X5                 X6                   3.339    1
X0                 X2                 X6                   3.325    1
X2                 X7                 X9                   3.297    1
X0                 X1                 X4                   3.216    1
X3                 X5                 X8                   3.130    1
X3                 X4                 X8                   3.122    1
X2                 X6                 X8                   2.974    1
X2                 X5                 X6                   2.819    1
X3                 X6                 X9                   2.774    1
X1                 X5                 X7                   2.766    1
X1                 X5                 X9                   0        1
X1                 X7                 X9                   0        1
X1                 X2                 X9                   0        1
X0                 X2                 X3                   0        1
X3                 X5                 X9                   0        1
X5                 X6                 X8                   0        1
X5                 X6                 X9                   0        1
X2                 X3                 X9                   0        1
X4                 X5                 X8                   0        1
X1                 X3                 X5                   0        1
X1                 X2                 X3                   0        1
X1                 X3                 X4                   0        1
