Input File: reformatted-data/train/hibachi-res_KNeighborsClassifier_GradientBoostingClassifier-s66925_0.148.txt
Computation options used: -p 999 -r 1341234955 -m 10 -a CODOMINANT -mt gammaMAXT -d 3D  -x 0.1
First Marker       Second Marker      Third Marker       Chi-square p-value
X5                 X6                 X9                 298.874    0.001
X4                 X7                 X8                  22.386    0.248
X0                 X2                 X4                  21.664    0.307
X0                 X5                 X9                  19.848    0.501
X2                 X3                 X5                  19.278    0.558
X3                 X6                 X8                  19.262    0.559
X0                 X2                 X9                  18.198    0.683
X2                 X7                 X8                  17.786    0.733
X6                 X7                 X8                  16.415    0.882
X1                 X5                 X9                  14.828    0.959
X1                 X2                 X5                  14.778    0.962
X0                 X2                 X8                  14.216    0.982
X2                 X6                 X8                  12.281    1
X3                 X5                 X7                  12.014    1
X3                 X6                 X7                  11.275    1
X0                 X1                 X5                  11.095    1
X1                 X5                 X6                  10.940    1
X2                 X3                 X6                  10.847    1
X3                 X4                 X7                  10.819    1
X1                 X5                 X7                  10.475    1
X2                 X4                 X5                  10.315    1
X1                 X4                 X6                   9.722    1
X4                 X5                 X9                   9.151    1
X1                 X2                 X4                   9.000    1
X5                 X7                 X9                   8.946    1
X4                 X6                 X7                   8.585    1
X0                 X1                 X9                   8.542    1
X2                 X5                 X9                   8.533    1
X0                 X4                 X5                   8.392    1
X0                 X6                 X8                   8.335    1
X2                 X4                 X7                   8.270    1
X1                 X3                 X9                   7.836    1
X5                 X7                 X8                   7.825    1
X1                 X2                 X6                   7.776    1
X3                 X5                 X6                   7.729    1
X7                 X8                 X9                   7.697    1
X2                 X5                 X6                   7.607    1
X0                 X2                 X7                   7.442    1
X1                 X4                 X5                   7.405    1
X0                 X3                 X9                   7.360    1
X3                 X6                 X9                   7.085    1
X2                 X8                 X9                   7.022    1
X4                 X5                 X7                   7.009    1
X2                 X4                 X6                   6.860    1
X5                 X8                 X9                   6.767    1
X1                 X7                 X9                   6.692    1
X3                 X7                 X9                   6.464    1
X2                 X3                 X4                   6.422    1
X2                 X5                 X7                   6.352    1
X3                 X5                 X9                   6.347    1
X1                 X7                 X8                   6.072    1
X4                 X6                 X9                   6.045    1
X0                 X5                 X8                   5.888    1
X2                 X3                 X9                   5.732    1
X0                 X7                 X8                   5.580    1
X2                 X4                 X8                   5.510    1
X1                 X3                 X5                   5.465    1
X1                 X2                 X3                   5.447    1
X2                 X6                 X9                   5.379    1
X1                 X5                 X8                   5.218    1
X4                 X5                 X6                   5.189    1
X4                 X5                 X8                   5.099    1
X0                 X6                 X7                   5.040    1
X1                 X2                 X7                   4.807    1
X2                 X5                 X8                   4.757    1
X5                 X6                 X7                   4.561    1
X0                 X2                 X5                   4.461    1
X0                 X4                 X8                   4.405    1
X0                 X3                 X4                   4.356    1
X0                 X4                 X7                   4.230    1
X6                 X7                 X9                   4.216    1
X4                 X7                 X9                   4.010    1
X1                 X2                 X8                   3.985    1
X0                 X2                 X3                   3.95     1
X0                 X1                 X3                   3.936    1
X0                 X7                 X9                   3.823    1
X0                 X2                 X6                   3.816    1
X0                 X3                 X5                   3.758    1
X1                 X3                 X4                   3.746    1
X1                 X3                 X6                   3.742    1
X0                 X5                 X6                   3.691    1
X2                 X3                 X8                   3.618    1
X1                 X6                 X8                   3.607    1
X3                 X4                 X8                   3.556    1
X5                 X6                 X8                   3.519    1
X0                 X1                 X4                   3.433    1
X3                 X4                 X6                   3.398    1
X6                 X8                 X9                   3.330    1
X0                 X8                 X9                   3.231    1
X0                 X1                 X2                   3.137    1
X2                 X6                 X7                   3.128    1
X1                 X6                 X9                   3.082    1
X2                 X3                 X7                   3.077    1
X4                 X8                 X9                   3.061    1
X0                 X4                 X9                   3.045    1
X2                 X4                 X9                   3.005    1
X1                 X4                 X7                   2.990    1
X0                 X6                 X9                   2.988    1
X1                 X3                 X8                   2.956    1
X1                 X3                 X7                   2.890    1
X1                 X6                 X7                   2.877    1
X3                 X4                 X9                   0        1
X0                 X1                 X6                   0        1
X0                 X1                 X7                   0        1
X0                 X1                 X8                   0        1
X0                 X3                 X6                   0        1
X0                 X3                 X7                   0        1
X0                 X3                 X8                   0        1
X0                 X4                 X6                   0        1
X3                 X4                 X5                   0        1
X0                 X5                 X7                   0        1
X2                 X7                 X9                   0        1
X3                 X5                 X8                   0        1
X1                 X2                 X9                   0        1
X4                 X6                 X8                   0        1
X1                 X8                 X9                   0        1
X3                 X7                 X8                   0        1
X1                 X4                 X8                   0        1
X1                 X4                 X9                   0        1
X3                 X8                 X9                   0        1
