Input File: reformated-data/hibachi-res_BernoulliNB_KNeighborsClassifier-s59574_0.107.txt
Computation options used: -p 999 -r 709667181 -m 10 -a CODOMINANT -mt gammaMAXT -d 3D  -x 0.1
First Marker       Second Marker      Third Marker       Chi-square p-value
X0                 X1                 X9                 22.672     0.444
X5                 X6                 X9                 20.804     0.664
X1                 X6                 X9                 19.074     0.845
X0                 X6                 X9                 19.053     0.845
X1                 X4                 X8                 15.912     0.988
X6                 X7                 X9                 15.331     0.994
X1                 X7                 X9                 15.204     0.994
X3                 X5                 X7                 15.200     0.994
X6                 X8                 X9                 14.888     0.997
X1                 X8                 X9                 14.578     0.998
X0                 X4                 X7                 14.047     1
X0                 X4                 X5                 13.867     1
X3                 X7                 X9                 11.960     1
X3                 X4                 X6                 11.572     1
X0                 X2                 X4                 11.537     1
X2                 X5                 X8                 11.492     1
X0                 X4                 X6                 11.279     1
X2                 X3                 X4                 11.066     1
X0                 X7                 X9                 10.892     1
X1                 X3                 X8                 10.889     1
X1                 X4                 X5                 10.666     1
X0                 X1                 X8                 10.544     1
X2                 X7                 X9                 10.225     1
X1                 X2                 X9                 10.012     1
X3                 X7                 X8                  9.891     1
X1                 X2                 X3                  9.760     1
X4                 X6                 X9                  9.752     1
X1                 X5                 X7                  9.38      1
X0                 X5                 X8                  9.296     1
X1                 X6                 X8                  9.261     1
X2                 X4                 X5                  9.250     1
X1                 X3                 X6                  9.200     1
X0                 X1                 X6                  9.155     1
X3                 X4                 X5                  8.990     1
X3                 X6                 X9                  8.984     1
X2                 X4                 X6                  8.771     1
X0                 X2                 X3                  8.508     1
X3                 X4                 X7                  8.485     1
X1                 X4                 X6                  8.471     1
X1                 X2                 X8                  8.445     1
X0                 X1                 X5                  8.398     1
X3                 X4                 X8                  8.069     1
X0                 X1                 X7                  7.974     1
X1                 X5                 X8                  7.916     1
X4                 X5                 X6                  7.814     1
X4                 X6                 X7                  7.809     1
X6                 X7                 X8                  7.689     1
X1                 X3                 X9                  7.599     1
X3                 X5                 X8                  7.51      1
X1                 X5                 X9                  7.500     1
X3                 X6                 X7                  7.443     1
X5                 X7                 X8                  7.285     1
X0                 X1                 X4                  7.207     1
X1                 X2                 X5                  7.202     1
X0                 X4                 X9                  7.000     1
X4                 X6                 X8                  6.856     1
X1                 X3                 X7                  6.844     1
X4                 X5                 X7                  6.785     1
X1                 X3                 X4                  6.785     1
X2                 X3                 X8                  6.782     1
X2                 X4                 X7                  6.717     1
X5                 X6                 X8                  6.637     1
X2                 X6                 X9                  6.596     1
X2                 X8                 X9                  6.434     1
X3                 X4                 X9                  6.377     1
X0                 X1                 X2                  6.321     1
X3                 X5                 X9                  6.258     1
X0                 X6                 X8                  6.13      1
X0                 X4                 X8                  6.067     1
X3                 X6                 X8                  6.061     1
X0                 X3                 X9                  5.925     1
X2                 X6                 X8                  5.887     1
X0                 X5                 X9                  5.703     1
X0                 X3                 X5                  5.587     1
X1                 X7                 X8                  5.569     1
X4                 X7                 X9                  5.523     1
X0                 X3                 X4                  5.491     1
X0                 X5                 X7                  5.480     1
X4                 X5                 X9                  5.227     1
X3                 X8                 X9                  5.134     1
X0                 X2                 X8                  5.130     1
X1                 X2                 X7                  5.007     1
X1                 X6                 X7                  4.867     1
X1                 X4                 X7                  4.813     1
X1                 X2                 X4                  4.736     1
X1                 X5                 X6                  4.714     1
X0                 X1                 X3                  4.438     1
X2                 X4                 X9                  4.365     1
X0                 X6                 X7                  4.205     1
X1                 X3                 X5                  4.175     1
X5                 X7                 X9                  4.149     1
X2                 X5                 X7                  3.877     1
X2                 X3                 X5                  3.770     1
X2                 X5                 X6                  3.660     1
X5                 X8                 X9                  3.616     1
X0                 X2                 X7                  3.575     1
X0                 X3                 X6                  3.337     1
X7                 X8                 X9                  3.317     1
X0                 X8                 X9                  3.300     1
X0                 X2                 X9                  3.283     1
X0                 X2                 X5                  3.274     1
X1                 X4                 X9                  3.201     1
X0                 X3                 X8                  3.135     1
X0                 X7                 X8                  3.079     1
X0                 X3                 X7                  3.068     1
X2                 X3                 X7                  3.044     1
X4                 X8                 X9                  2.986     1
X0                 X5                 X6                  2.923     1
X4                 X7                 X8                  2.872     1
X3                 X5                 X6                  0         1
X2                 X3                 X6                  0         1
X0                 X2                 X6                  0         1
X1                 X2                 X6                  0         1
X2                 X3                 X9                  0         1
X5                 X6                 X7                  0         1
X2                 X7                 X8                  0         1
X2                 X4                 X8                  0         1
X2                 X5                 X9                  0         1
X4                 X5                 X8                  0         1
X2                 X6                 X7                  0         1
