Input File: reformated-data/hibachi-res_GaussianNB_BernoulliNB-s3572_0.547.txt
Computation options used: -p 999 -r 734407085 -m 10 -a CODOMINANT -mt gammaMAXT -d 3D  -x 0.1
First Marker       Second Marker      Third Marker       Chi-square p-value
X1                 X2                 X6                 115.354    0.001
X2                 X4                 X8                  30.627    0.022
X1                 X2                 X8                  29.757    0.041
X4                 X5                 X8                  29.051    0.051
X2                 X3                 X8                  26.141    0.155
X2                 X6                 X8                  25.811    0.174
X2                 X3                 X5                  23.337    0.343
X0                 X2                 X8                  23.107    0.363
X2                 X3                 X4                  20.314    0.676
X2                 X7                 X8                  19.744    0.748
X2                 X5                 X8                  18.181    0.879
X4                 X7                 X8                  16.731    0.955
X3                 X4                 X5                  15.604    0.984
X2                 X8                 X9                  15.278    0.988
X2                 X4                 X5                  13.669    0.999
X0                 X2                 X3                  13.529    0.999
X2                 X3                 X6                  13.083    1
X2                 X5                 X6                  12.744    1
X4                 X5                 X7                  11.768    1
X2                 X4                 X6                  11.282    1
X2                 X3                 X9                  11.236    1
X2                 X3                 X7                  10.969    1
X7                 X8                 X9                  10.741    1
X2                 X6                 X9                  10.717    1
X1                 X2                 X4                  10.516    1
X4                 X8                 X9                  10.447    1
X2                 X7                 X9                  10.435    1
X3                 X4                 X8                  10.376    1
X3                 X6                 X8                  10.174    1
X1                 X5                 X9                   9.903    1
X0                 X2                 X9                   9.802    1
X3                 X4                 X6                   9.791    1
X1                 X2                 X3                   9.758    1
X0                 X1                 X5                   9.494    1
X0                 X3                 X7                   9.278    1
X3                 X4                 X7                   9.239    1
X0                 X2                 X4                   8.849    1
X0                 X7                 X9                   8.805    1
X2                 X4                 X7                   8.496    1
X4                 X5                 X6                   8.462    1
X3                 X7                 X8                   8.436    1
X1                 X6                 X8                   8.420    1
X0                 X4                 X7                   8.233    1
X5                 X6                 X9                   8.202    1
X0                 X1                 X2                   8.036    1
X2                 X6                 X7                   7.965    1
X0                 X4                 X8                   7.761    1
X0                 X3                 X6                   7.698    1
X3                 X5                 X7                   7.677    1
X1                 X3                 X7                   7.594    1
X0                 X3                 X5                   7.500    1
X3                 X7                 X9                   7.364    1
X0                 X5                 X6                   7.345    1
X5                 X7                 X9                   7.154    1
X5                 X6                 X7                   7.053    1
X0                 X1                 X7                   6.978    1
X0                 X4                 X5                   6.931    1
X0                 X2                 X7                   6.654    1
X1                 X7                 X9                   6.593    1
X5                 X7                 X8                   6.589    1
X1                 X5                 X7                   6.386    1
X1                 X6                 X9                   6.381    1
X1                 X6                 X7                   6.285    1
X0                 X3                 X4                   6.209    1
X3                 X8                 X9                   6.014    1
X1                 X2                 X5                   5.995    1
X4                 X5                 X9                   5.978    1
X4                 X6                 X8                   5.818    1
X0                 X3                 X9                   5.809    1
X0                 X1                 X3                   5.406    1
X1                 X4                 X9                   5.364    1
X0                 X3                 X8                   5.094    1
X3                 X5                 X6                   5.094    1
X3                 X6                 X9                   5.057    1
X5                 X6                 X8                   4.643    1
X1                 X4                 X8                   4.601    1
X3                 X5                 X8                   4.591    1
X0                 X6                 X9                   4.489    1
X0                 X1                 X8                   4.458    1
X1                 X2                 X7                   4.184    1
X1                 X3                 X9                   4.173    1
X3                 X4                 X9                   3.991    1
X2                 X4                 X9                   3.979    1
X2                 X5                 X7                   3.808    1
X1                 X8                 X9                   3.759    1
X0                 X2                 X5                   3.588    1
X6                 X8                 X9                   3.517    1
X0                 X6                 X8                   3.499    1
X0                 X1                 X6                   3.494    1
X0                 X1                 X9                   3.436    1
X5                 X8                 X9                   3.434    1
X1                 X4                 X5                   3.429    1
X0                 X7                 X8                   3.301    1
X2                 X5                 X9                   3.247    1
X0                 X4                 X9                   3.192    1
X1                 X2                 X9                   3.148    1
X0                 X5                 X7                   3.107    1
X0                 X5                 X9                   3.015    1
X3                 X6                 X7                   2.906    1
X1                 X3                 X5                   0        1
X4                 X7                 X9                   0        1
X0                 X1                 X4                   0        1
X1                 X3                 X8                   0        1
X6                 X7                 X9                   0        1
X1                 X3                 X6                   0        1
X6                 X7                 X8                   0        1
X4                 X6                 X9                   0        1
X4                 X6                 X7                   0        1
X0                 X2                 X6                   0        1
X3                 X5                 X9                   0        1
X1                 X4                 X6                   0        1
X1                 X4                 X7                   0        1
X0                 X4                 X6                   0        1
X1                 X5                 X6                   0        1
X1                 X5                 X8                   0        1
X0                 X5                 X8                   0        1
X0                 X6                 X7                   0        1
X0                 X8                 X9                   0        1
X1                 X7                 X8                   0        1
X1                 X3                 X4                   0        1
