Input File: reformated-data/hibachi-res_GradientBoostingClassifier_XGBClassifier-s85142_0.490.txt
Computation options used: -p 999 -r 751365348 -m 10 -a CODOMINANT -mt gammaMAXT -d 3D  -x 0.1
First Marker       Second Marker      Third Marker       Chi-square p-value
X3                 X6                 X9                 996.024    0.001
X7                 X8                 X9                  23.613    0.315
X1                 X7                 X9                  23.545    0.318
X0                 X1                 X8                  19.325    0.792
X0                 X1                 X6                  19.179    0.806
X2                 X7                 X9                  18.238    0.886
X3                 X7                 X9                  18.057    0.899
X5                 X7                 X9                  18.040    0.899
X0                 X7                 X9                  17.463    0.933
X1                 X5                 X6                  16.061    0.985
X6                 X7                 X9                  15.929    0.986
X3                 X4                 X7                  14.885    0.997
X0                 X6                 X9                  14.534    0.999
X4                 X7                 X9                  13.227    1
X3                 X5                 X7                  13.203    1
X6                 X7                 X8                  13.094    1
X1                 X4                 X5                  12.522    1
X0                 X3                 X6                  12.349    1
X0                 X1                 X5                  12.305    1
X1                 X5                 X7                  12.135    1
X5                 X6                 X7                  12.050    1
X1                 X3                 X4                  12.050    1
X0                 X5                 X8                  11.679    1
X0                 X1                 X9                  11.426    1
X5                 X7                 X8                  10.872    1
X4                 X6                 X8                  10.728    1
X1                 X6                 X9                   9.796    1
X4                 X6                 X7                   9.572    1
X2                 X3                 X7                   9.549    1
X2                 X3                 X6                   9.257    1
X1                 X3                 X7                   9.180    1
X5                 X8                 X9                   9.122    1
X0                 X2                 X4                   9.086    1
X1                 X4                 X7                   8.986    1
X0                 X1                 X7                   8.878    1
X0                 X5                 X6                   8.782    1
X2                 X6                 X8                   8.742    1
X0                 X5                 X7                   8.717    1
X0                 X1                 X3                   8.678    1
X2                 X3                 X9                   8.537    1
X1                 X3                 X9                   8.478    1
X2                 X3                 X8                   8.323    1
X0                 X2                 X3                   8.322    1
X1                 X6                 X7                   8.208    1
X0                 X2                 X6                   7.942    1
X1                 X2                 X6                   7.862    1
X0                 X2                 X8                   7.714    1
X0                 X3                 X9                   7.708    1
X5                 X6                 X8                   7.616    1
X2                 X6                 X7                   7.600    1
X1                 X3                 X6                   7.583    1
X3                 X4                 X9                   7.577    1
X1                 X6                 X8                   7.497    1
X3                 X6                 X8                   7.490    1
X0                 X1                 X4                   7.401    1
X0                 X3                 X5                   7.287    1
X3                 X8                 X9                   7.225    1
X0                 X4                 X6                   7.085    1
X3                 X6                 X7                   7.004    1
X2                 X3                 X5                   6.784    1
X2                 X4                 X9                   6.735    1
X0                 X2                 X9                   6.730    1
X1                 X5                 X8                   6.700    1
X1                 X4                 X6                   6.479    1
X0                 X6                 X7                   6.405    1
X0                 X8                 X9                   6.296    1
X6                 X8                 X9                   6.199    1
X0                 X3                 X7                   6.153    1
X3                 X7                 X8                   6.145    1
X2                 X5                 X8                   5.955    1
X3                 X5                 X6                   5.704    1
X2                 X8                 X9                   5.645    1
X1                 X5                 X9                   5.560    1
X2                 X4                 X8                   5.503    1
X1                 X2                 X4                   5.124    1
X2                 X5                 X9                   4.899    1
X4                 X5                 X8                   4.574    1
X0                 X7                 X8                   4.560    1
X0                 X6                 X8                   4.462    1
X1                 X2                 X7                   4.441    1
X0                 X1                 X2                   4.323    1
X0                 X2                 X5                   4.296    1
X3                 X5                 X9                   4.177    1
X4                 X5                 X7                   4.002    1
X1                 X4                 X9                   3.878    1
X2                 X6                 X9                   3.871    1
X3                 X4                 X6                   3.704    1
X2                 X4                 X7                   3.604    1
X2                 X3                 X4                   3.471    1
X1                 X3                 X5                   3.436    1
X5                 X6                 X9                   3.428    1
X4                 X7                 X8                   3.408    1
X4                 X8                 X9                   3.407    1
X0                 X4                 X8                   3.389    1
X4                 X6                 X9                   3.302    1
X2                 X4                 X6                   3.061    1
X0                 X5                 X9                   3.046    1
X0                 X2                 X7                   3.045    1
X1                 X7                 X8                   2.967    1
X1                 X3                 X8                   2.961    1
X2                 X7                 X8                   2.889    1
X1                 X2                 X9                   2.802    1
X4                 X5                 X9                   2.722    1
X1                 X2                 X3                   0        1
X2                 X5                 X7                   0        1
X1                 X2                 X5                   0        1
X0                 X4                 X9                   0        1
X2                 X5                 X6                   0        1
X1                 X8                 X9                   0        1
X2                 X4                 X5                   0        1
X1                 X2                 X8                   0        1
X4                 X5                 X6                   0        1
X0                 X4                 X7                   0        1
X1                 X4                 X8                   0        1
X3                 X4                 X5                   0        1
X3                 X5                 X8                   0        1
X0                 X3                 X4                   0        1
X0                 X4                 X5                   0        1
X0                 X3                 X8                   0        1
X3                 X4                 X8                   0        1
