Input File: reformated-data/hibachi-res_RandomForestClassifier_DecisionTreeClassifier-s78843_0.466.txt
Computation options used: -p 999 -r 780054897 -m 10 -a CODOMINANT -mt gammaMAXT -d 3D  -x 0.1
First Marker       Second Marker      Third Marker       Chi-square p-value
X0                 X7                 X9                 964.51     0.001
X0                 X4                 X7                 964.497    0.001
X0                 X7                 X8                 964.47     0.001
X0                 X2                 X7                 964.422    0.001
X0                 X6                 X7                 964.421    0.001
X0                 X1                 X7                 964.393    0.001
X0                 X5                 X7                 964.38     0.001
X0                 X3                 X7                 964.215    0.001
X4                 X6                 X8                  28.959    0.045
X3                 X8                 X9                  27.437    0.07
X2                 X4                 X8                  27.392    0.072
X2                 X4                 X6                  19.064    0.814
X1                 X3                 X9                  18.769    0.833
X2                 X3                 X7                  18.203    0.873
X2                 X6                 X8                  17.915    0.897
X0                 X3                 X9                  17.872    0.897
X0                 X2                 X4                  15.657    0.992
X2                 X4                 X7                  15.271    0.995
X1                 X4                 X6                  14.705    0.997
X4                 X5                 X8                  14.549    0.997
X4                 X6                 X7                  14.187    0.998
X4                 X7                 X8                  14.018    1
X0                 X5                 X9                  13.945    1
X1                 X5                 X6                  13.927    1
X2                 X3                 X9                  13.869    1
X3                 X6                 X9                  13.794    1
X1                 X6                 X8                  13.704    1
X3                 X5                 X9                  13.611    1
X0                 X4                 X6                  13.586    1
X4                 X5                 X9                  13.483    1
X1                 X2                 X4                  13.317    1
X0                 X5                 X6                  12.85     1
X3                 X4                 X6                  12.795    1
X2                 X3                 X6                  12.460    1
X0                 X1                 X6                  12.198    1
X3                 X6                 X7                  12.093    1
X2                 X7                 X8                  12.008    1
X0                 X4                 X8                  11.969    1
X2                 X5                 X7                  11.445    1
X2                 X6                 X9                  11.430    1
X0                 X6                 X9                  11.375    1
X1                 X5                 X9                  11.190    1
X2                 X3                 X4                  11.149    1
X5                 X6                 X9                  11.068    1
X2                 X4                 X9                  10.700    1
X7                 X8                 X9                  10.235    1
X3                 X6                 X8                  10.047    1
X1                 X2                 X6                  10.011    1
X1                 X5                 X7                   9.999    1
X6                 X7                 X8                   9.977    1
X2                 X4                 X5                   9.756    1
X2                 X3                 X5                   9.347    1
X4                 X5                 X6                   9.341    1
X3                 X7                 X9                   9.301    1
X3                 X4                 X7                   9.283    1
X3                 X5                 X8                   9.180    1
X1                 X7                 X8                   9.136    1
X0                 X1                 X5                   9.000    1
X5                 X6                 X8                   8.903    1
X0                 X6                 X8                   8.844    1
X1                 X3                 X7                   8.714    1
X2                 X5                 X6                   8.643    1
X1                 X3                 X8                   8.636    1
X3                 X5                 X6                   8.562    1
X0                 X2                 X8                   8.381    1
X1                 X3                 X6                   8.26     1
X3                 X7                 X8                   8.136    1
X0                 X5                 X8                   8.073    1
X3                 X4                 X8                   7.994    1
X0                 X4                 X9                   7.994    1
X1                 X5                 X8                   7.883    1
X0                 X1                 X9                   7.803    1
X0                 X2                 X9                   7.716    1
X1                 X4                 X8                   7.665    1
X0                 X8                 X9                   7.654    1
X0                 X2                 X6                   7.586    1
X2                 X8                 X9                   7.094    1
X3                 X4                 X9                   7.076    1
X0                 X4                 X5                   6.930    1
X1                 X4                 X5                   6.930    1
X2                 X5                 X9                   6.779    1
X0                 X2                 X3                   6.751    1
X4                 X8                 X9                   6.667    1
X4                 X6                 X9                   6.551    1
X1                 X8                 X9                   6.525    1
X1                 X6                 X9                   6.524    1
X5                 X7                 X9                   6.271    1
X1                 X7                 X9                   6.043    1
X0                 X3                 X6                   5.891    1
X0                 X1                 X8                   5.873    1
X0                 X1                 X2                   5.788    1
X1                 X2                 X7                   5.677    1
X5                 X8                 X9                   5.418    1
X2                 X7                 X9                   5.334    1
X1                 X2                 X9                   5.213    1
X1                 X3                 X5                   5.132    1
X1                 X4                 X7                   4.778    1
X1                 X6                 X7                   4.508    1
X1                 X2                 X5                   4.258    1
X6                 X7                 X9                   4.196    1
X1                 X2                 X3                   4.098    1
X6                 X8                 X9                   3.920    1
X2                 X6                 X7                   3.845    1
X4                 X5                 X7                   3.637    1
X2                 X5                 X8                   3.606    1
X0                 X2                 X5                   3.328    1
X5                 X7                 X8                   3.292    1
X0                 X3                 X8                   3.201    1
X2                 X3                 X8                   3.183    1
X5                 X6                 X7                   3.089    1
X1                 X2                 X8                   2.847    1
X0                 X1                 X4                   2.840    1
X1                 X3                 X4                   2.812    1
X4                 X7                 X9                   0        1
X0                 X3                 X4                   0        1
X0                 X3                 X5                   0        1
X3                 X5                 X7                   0        1
X1                 X4                 X9                   0        1
X0                 X1                 X3                   0        1
X3                 X4                 X5                   0        1
