Input File: reformatted-data/train/hibachi-res_XGBClassifier_GaussianNB-s54525_0.594.txt
Computation options used: -p 999 -r 1364512650 -m 10 -a CODOMINANT -mt gammaMAXT -d 3D  -x 0.1
First Marker       Second Marker      Third Marker       Chi-square p-value
X0                 X7                 X8                 466.252    0.001
X0                 X2                 X8                 465.961    0.001
X0                 X8                 X9                 465.566    0.001
X0                 X4                 X8                 465.49     0.001
X0                 X3                 X8                 465.284    0.001
X0                 X6                 X8                 446.171    0.001
X0                 X1                 X8                 443.376    0.001
X0                 X5                 X8                 438.071    0.001
X3                 X4                 X8                  19.186    0.563
X4                 X5                 X8                  17.554    0.748
X1                 X4                 X5                  16.567    0.858
X1                 X4                 X8                  16.298    0.892
X0                 X4                 X9                  16.048    0.905
X4                 X7                 X8                  15.413    0.939
X3                 X4                 X7                  14.714    0.973
X4                 X8                 X9                  13.083    0.996
X0                 X1                 X4                  12.725    0.996
X2                 X4                 X8                  12.674    0.996
X5                 X7                 X9                  12.469    0.998
X2                 X3                 X4                  12.421    0.998
X2                 X3                 X6                  11.067    0.999
X2                 X3                 X7                  10.805    0.999
X1                 X2                 X7                  10.799    0.999
X1                 X5                 X7                  10.542    1
X0                 X3                 X6                  10.501    1
X2                 X3                 X8                  10.408    1
X1                 X3                 X4                  10.300    1
X2                 X5                 X8                   9.246    1
X0                 X5                 X6                   8.946    1
X1                 X3                 X6                   8.777    1
X4                 X6                 X8                   8.741    1
X3                 X4                 X9                   8.632    1
X2                 X3                 X5                   8.599    1
X2                 X4                 X7                   8.528    1
X4                 X7                 X9                   8.495    1
X1                 X3                 X8                   8.300    1
X0                 X2                 X4                   8.297    1
X0                 X7                 X9                   8.252    1
X0                 X2                 X5                   8.129    1
X1                 X2                 X3                   8.109    1
X5                 X6                 X8                   8.106    1
X3                 X7                 X8                   7.890    1
X3                 X6                 X8                   7.776    1
X0                 X1                 X9                   7.770    1
X0                 X3                 X5                   7.764    1
X2                 X4                 X6                   7.721    1
X0                 X1                 X3                   7.401    1
X1                 X2                 X8                   7.209    1
X1                 X3                 X7                   6.778    1
X2                 X8                 X9                   6.618    1
X1                 X4                 X9                   6.567    1
X0                 X1                 X7                   6.553    1
X0                 X6                 X7                   6.491    1
X4                 X6                 X7                   6.337    1
X0                 X5                 X9                   6.215    1
X6                 X8                 X9                   6.199    1
X0                 X3                 X4                   6.021    1
X0                 X2                 X9                   5.956    1
X0                 X6                 X9                   5.840    1
X5                 X7                 X8                   5.801    1
X0                 X2                 X6                   5.578    1
X1                 X2                 X5                   5.469    1
X5                 X6                 X7                   5.449    1
X1                 X7                 X8                   5.410    1
X0                 X1                 X5                   5.334    1
X0                 X1                 X6                   5.330    1
X0                 X4                 X6                   5.242    1
X3                 X5                 X7                   5.066    1
X5                 X8                 X9                   5.033    1
X1                 X6                 X8                   5.007    1
X1                 X5                 X9                   4.981    1
X3                 X7                 X9                   4.734    1
X6                 X7                 X8                   4.684    1
X2                 X7                 X8                   4.680    1
X1                 X5                 X6                   4.606    1
X0                 X3                 X7                   4.591    1
X1                 X3                 X5                   4.547    1
X4                 X5                 X6                   4.437    1
X3                 X6                 X9                   4.423    1
X5                 X6                 X9                   4.417    1
X0                 X3                 X9                   4.332    1
X1                 X6                 X7                   4.326    1
X3                 X4                 X5                   4.094    1
X1                 X7                 X9                   4.002    1
X1                 X3                 X9                   3.985    1
X2                 X7                 X9                   3.914    1
X2                 X4                 X5                   3.905    1
X3                 X6                 X7                   3.783    1
X4                 X5                 X7                   3.761    1
X2                 X4                 X9                   3.716    1
X1                 X5                 X8                   3.673    1
X4                 X6                 X9                   3.640    1
X2                 X5                 X7                   3.584    1
X3                 X8                 X9                   3.510    1
X3                 X5                 X8                   3.384    1
X3                 X4                 X6                   3.340    1
X0                 X4                 X7                   3.333    1
X2                 X6                 X9                   3.176    1
X6                 X7                 X9                   3.106    1
X2                 X6                 X8                   3.095    1
X0                 X5                 X7                   2.987    1
X0                 X2                 X3                   2.964    1
X1                 X2                 X4                   2.816    1
X1                 X8                 X9                   2.815    1
X2                 X5                 X6                   2.746    1
X1                 X2                 X6                   2.729    1
X7                 X8                 X9                   0        1
X4                 X5                 X9                   0        1
X3                 X5                 X9                   0        1
X3                 X5                 X6                   0        1
X2                 X6                 X7                   0        1
X2                 X5                 X9                   0        1
X2                 X3                 X9                   0        1
X1                 X6                 X9                   0        1
X1                 X4                 X7                   0        1
X1                 X4                 X6                   0        1
X1                 X2                 X9                   0        1
X0                 X4                 X5                   0        1
X0                 X2                 X7                   0        1
X0                 X1                 X2                   0        1
