Input File: reformatted-data/train/hibachi-res_XGBClassifier_MLPClassifier-s29528_0.346.txt
Computation options used: -p 999 -r 1366966472 -m 10 -a CODOMINANT -mt gammaMAXT -d 3D  -x 0.1
First Marker       Second Marker      Third Marker       Chi-square p-value
X1                 X2                 X9                 144.645    0.001
X1                 X2                 X4                 144.544    0.001
X0                 X1                 X2                 143.76     0.001
X1                 X2                 X7                 139.364    0.001
X1                 X2                 X8                 135.884    0.001
X1                 X2                 X3                 133.516    0.001
X1                 X2                 X5                 129.391    0.001
X1                 X2                 X6                 121.131    0.001
X4                 X8                 X9                  75.429    0.001
X3                 X4                 X9                  75.424    0.001
X1                 X4                 X9                  64.669    0.001
X4                 X5                 X9                  59.789    0.001
X2                 X4                 X9                  58.233    0.001
X0                 X4                 X9                  57.101    0.001
X4                 X6                 X9                  55.590    0.001
X4                 X7                 X9                  55.259    0.001
X3                 X6                 X7                  42.165    0.001
X2                 X6                 X7                  40.000    0.001
X4                 X6                 X7                  38.329    0.001
X1                 X6                 X7                  37.042    0.001
X5                 X6                 X7                  36.900    0.001
X0                 X6                 X7                  36.717    0.001
X6                 X7                 X8                  33.512    0.002
X6                 X7                 X9                  32.588    0.002
X1                 X8                 X9                  15.592    0.893
X2                 X4                 X8                  15.452    0.903
X2                 X5                 X8                  12.456    0.999
X5                 X8                 X9                  12.388    0.999
X2                 X4                 X5                  11.507    1
X2                 X4                 X6                  11.329    1
X4                 X5                 X8                  11.230    1
X7                 X8                 X9                  10.560    1
X0                 X2                 X7                  10.432    1
X0                 X3                 X7                  10.260    1
X1                 X4                 X6                   9.313    1
X3                 X6                 X9                   9.197    1
X2                 X4                 X7                   8.979    1
X5                 X7                 X9                   8.423    1
X3                 X4                 X6                   8.175    1
X3                 X4                 X8                   8.172    1
X2                 X3                 X7                   8.155    1
X0                 X2                 X4                   8.107    1
X1                 X6                 X9                   7.962    1
X2                 X8                 X9                   7.948    1
X5                 X6                 X9                   7.9      1
X1                 X6                 X8                   7.847    1
X2                 X7                 X9                   7.829    1
X3                 X5                 X8                   7.821    1
X0                 X4                 X7                   7.381    1
X3                 X8                 X9                   7.294    1
X4                 X6                 X8                   7.124    1
X0                 X6                 X9                   7.066    1
X0                 X5                 X8                   7.053    1
X6                 X8                 X9                   6.957    1
X2                 X6                 X9                   6.777    1
X2                 X3                 X4                   6.321    1
X2                 X3                 X5                   6.213    1
X3                 X6                 X8                   6.017    1
X1                 X3                 X9                   5.658    1
X0                 X7                 X8                   5.637    1
X2                 X7                 X8                   5.6      1
X0                 X4                 X6                   5.599    1
X3                 X4                 X7                   5.592    1
X1                 X3                 X8                   5.479    1
X3                 X5                 X6                   5.416    1
X4                 X7                 X8                   5.326    1
X0                 X5                 X7                   5.037    1
X0                 X2                 X5                   5.006    1
X0                 X2                 X3                   4.759    1
X3                 X7                 X8                   4.542    1
X0                 X3                 X9                   4.528    1
X3                 X5                 X7                   4.427    1
X3                 X4                 X5                   4.095    1
X4                 X5                 X7                   3.964    1
X4                 X5                 X6                   3.898    1
X1                 X3                 X7                   3.891    1
X0                 X8                 X9                   3.845    1
X2                 X5                 X6                   3.810    1
X2                 X5                 X7                   3.737    1
X2                 X3                 X9                   3.689    1
X0                 X6                 X8                   3.657    1
X0                 X1                 X6                   3.618    1
X1                 X7                 X8                   3.607    1
X0                 X3                 X4                   3.550    1
X0                 X3                 X6                   3.511    1
X1                 X3                 X4                   3.490    1
X0                 X1                 X7                   3.449    1
X0                 X7                 X9                   3.415    1
X5                 X7                 X8                   3.395    1
X1                 X5                 X8                   3.350    1
X1                 X4                 X8                   3.273    1
X0                 X1                 X8                   3.154    1
X0                 X4                 X8                   3.145    1
X0                 X3                 X5                   3.035    1
X0                 X2                 X9                   2.980    1
X0                 X5                 X6                   2.935    1
X0                 X2                 X8                   2.904    1
X0                 X4                 X5                   2.857    1
X0                 X5                 X9                   2.821    1
X2                 X3                 X8                   2.795    1
X2                 X5                 X9                   2.753    1
X5                 X6                 X8                   2.749    1
X0                 X1                 X9                   2.721    1
X0                 X1                 X3                   0        1
X0                 X1                 X4                   0        1
X0                 X1                 X5                   0        1
X2                 X6                 X8                   0        1
X0                 X3                 X8                   0        1
X2                 X3                 X6                   0        1
X1                 X7                 X9                   0        1
X3                 X5                 X9                   0        1
X1                 X5                 X9                   0        1
X1                 X5                 X7                   0        1
X1                 X5                 X6                   0        1
X3                 X7                 X9                   0        1
X1                 X3                 X5                   0        1
X1                 X3                 X6                   0        1
X0                 X2                 X6                   0        1
X1                 X4                 X5                   0        1
X1                 X4                 X7                   0        1
