Input File: reformated-data/hibachi-res_BernoulliNB_LogisticRegression-s65556_0.321.txt
Computation options used: -p 999 -r 711179811 -m 10 -a CODOMINANT -mt gammaMAXT -d 3D  -x 0.1
First Marker       Second Marker      Third Marker       Chi-square p-value
X3                 X4                 X7                 23.093     0.384
X1                 X5                 X8                 20.753     0.649
X4                 X7                 X9                 18.190     0.913
X6                 X7                 X9                 15.277     0.996
X3                 X4                 X6                 14.846     0.999
X4                 X8                 X9                 14.469     0.999
X4                 X6                 X7                 14.273     0.999
X4                 X5                 X9                 13.942     0.999
X1                 X5                 X7                 13.817     0.999
X3                 X4                 X9                 13.270     1
X2                 X4                 X8                 12.764     1
X7                 X8                 X9                 12.634     1
X2                 X3                 X4                 11.853     1
X1                 X7                 X9                 11.146     1
X4                 X5                 X8                 11.036     1
X2                 X7                 X9                 10.763     1
X3                 X4                 X8                 10.593     1
X4                 X6                 X9                  9.967     1
X2                 X6                 X7                  9.943     1
X1                 X4                 X9                  9.926     1
X5                 X7                 X9                  9.695     1
X2                 X3                 X7                  9.351     1
X2                 X3                 X9                  9.204     1
X6                 X7                 X8                  8.745     1
X2                 X3                 X8                  8.411     1
X4                 X7                 X8                  8.402     1
X3                 X7                 X9                  8.394     1
X4                 X5                 X7                  8.110     1
X0                 X3                 X8                  8.008     1
X1                 X3                 X7                  7.973     1
X2                 X6                 X9                  7.914     1
X1                 X4                 X6                  7.869     1
X0                 X3                 X4                  7.752     1
X1                 X5                 X9                  7.536     1
X5                 X6                 X8                  7.200     1
X0                 X5                 X8                  7.177     1
X1                 X3                 X4                  7.096     1
X1                 X2                 X3                  6.923     1
X3                 X6                 X7                  6.776     1
X1                 X2                 X9                  6.737     1
X0                 X4                 X5                  6.685     1
X1                 X6                 X7                  6.577     1
X2                 X8                 X9                  6.470     1
X1                 X4                 X8                  6.379     1
X1                 X6                 X8                  6.363     1
X0                 X1                 X6                  6.362     1
X5                 X6                 X7                  6.306     1
X2                 X4                 X9                  6.297     1
X2                 X5                 X9                  6.026     1
X0                 X3                 X7                  5.804     1
X0                 X1                 X3                  5.754     1
X3                 X8                 X9                  5.730     1
X3                 X4                 X5                  5.728     1
X1                 X2                 X5                  5.474     1
X0                 X2                 X9                  5.096     1
X2                 X5                 X7                  5.085     1
X1                 X3                 X9                  4.836     1
X2                 X5                 X6                  4.769     1
X1                 X5                 X6                  4.749     1
X5                 X7                 X8                  4.735     1
X1                 X7                 X8                  4.694     1
X2                 X3                 X5                  4.625     1
X1                 X2                 X6                  4.434     1
X0                 X4                 X7                  4.090     1
X3                 X6                 X9                  4.085     1
X0                 X4                 X8                  4.039     1
X3                 X5                 X7                  4.027     1
X1                 X3                 X6                  3.901     1
X0                 X3                 X6                  3.886     1
X1                 X3                 X8                  3.800     1
X3                 X6                 X8                  3.746     1
X3                 X7                 X8                  3.517     1
X6                 X8                 X9                  3.457     1
X1                 X4                 X7                  3.423     1
X1                 X4                 X5                  3.365     1
X1                 X3                 X5                  3.360     1
X1                 X2                 X8                  3.332     1
X5                 X6                 X9                  3.308     1
X0                 X1                 X4                  3.203     1
X2                 X5                 X8                  3.195     1
X1                 X6                 X9                  3.065     1
X1                 X8                 X9                  2.989     1
X0                 X4                 X6                  2.951     1
X5                 X8                 X9                  2.946     1
X2                 X3                 X6                  2.886     1
X1                 X2                 X7                  2.817     1
X2                 X6                 X8                  2.801     1
X4                 X6                 X8                  2.759     1
X0                 X4                 X9                  0         1
X0                 X3                 X9                  0         1
X0                 X3                 X5                  0         1
X0                 X2                 X8                  0         1
X0                 X2                 X7                  0         1
X0                 X2                 X6                  0         1
X0                 X2                 X5                  0         1
X0                 X2                 X4                  0         1
X0                 X2                 X3                  0         1
X0                 X1                 X9                  0         1
X0                 X1                 X8                  0         1
X0                 X1                 X7                  0         1
X0                 X1                 X5                  0         1
X0                 X1                 X2                  0         1
X2                 X4                 X7                  0         1
X2                 X7                 X8                  0         1
X2                 X4                 X6                  0         1
X2                 X4                 X5                  0         1
X1                 X2                 X4                  0         1
X3                 X5                 X6                  0         1
X0                 X8                 X9                  0         1
X3                 X5                 X8                  0         1
X3                 X5                 X9                  0         1
X0                 X7                 X9                  0         1
X0                 X7                 X8                  0         1
X0                 X6                 X9                  0         1
X0                 X6                 X8                  0         1
X0                 X6                 X7                  0         1
X0                 X5                 X9                  0         1
X4                 X5                 X6                  0         1
X0                 X5                 X7                  0         1
X0                 X5                 X6                  0         1
