Input File: reformated-data/hibachi-res_LogisticRegression_MLPClassifier-s38148_0.101.txt
Computation options used: -p 999 -r 767063086 -m 10 -a CODOMINANT -mt gammaMAXT -d 3D  -x 0.1
First Marker       Second Marker      Third Marker       Chi-square p-value
X5                 X7                 X8                 42.406     0.001
X0                 X3                 X9                 25.546     0.183
X1                 X5                 X8                 22.980     0.394
X0                 X2                 X9                 20.083     0.736
X2                 X5                 X8                 16.931     0.973
X2                 X6                 X8                 16.752     0.976
X0                 X6                 X9                 16.231     0.988
X3                 X4                 X7                 14.926     0.999
X4                 X5                 X8                 14.177     1
X0                 X1                 X9                 13.776     1
X0                 X8                 X9                 13.544     1
X0                 X1                 X5                 13.491     1
X4                 X6                 X8                 12.689     1
X6                 X7                 X8                 12.293     1
X1                 X7                 X8                 12.165     1
X4                 X7                 X8                 11.920     1
X0                 X4                 X8                 11.916     1
X1                 X5                 X7                 11.893     1
X2                 X3                 X8                 11.157     1
X0                 X1                 X4                 11.102     1
X2                 X4                 X8                 11.026     1
X0                 X2                 X4                 11.005     1
X0                 X2                 X5                 10.938     1
X5                 X6                 X8                 10.843     1
X1                 X5                 X6                 10.485     1
X5                 X8                 X9                 10.439     1
X3                 X6                 X7                 10.314     1
X0                 X3                 X4                 10.292     1
X0                 X3                 X8                 10.147     1
X1                 X2                 X3                 10.115     1
X1                 X3                 X5                  9.992     1
X1                 X4                 X5                  9.866     1
X0                 X4                 X9                  9.677     1
X0                 X2                 X8                  9.646     1
X1                 X2                 X7                  9.231     1
X3                 X6                 X8                  9.181     1
X3                 X5                 X7                  8.774     1
X1                 X6                 X7                  8.765     1
X0                 X5                 X8                  8.695     1
X0                 X5                 X7                  8.600     1
X2                 X4                 X5                  8.546     1
X2                 X3                 X7                  7.632     1
X0                 X1                 X3                  7.464     1
X2                 X5                 X7                  7.439     1
X0                 X4                 X5                  7.345     1
X0                 X1                 X7                  7.298     1
X6                 X8                 X9                  7.234     1
X0                 X3                 X6                  7.229     1
X0                 X1                 X2                  7.157     1
X6                 X7                 X9                  6.999     1
X5                 X6                 X9                  6.850     1
X3                 X5                 X8                  6.806     1
X1                 X2                 X5                  6.637     1
X1                 X2                 X6                  6.595     1
X0                 X2                 X3                  6.499     1
X2                 X7                 X8                  6.440     1
X0                 X1                 X6                  6.340     1
X1                 X8                 X9                  6.305     1
X2                 X7                 X9                  6.185     1
X4                 X5                 X7                  6.102     1
X0                 X5                 X9                  6.100     1
X1                 X4                 X9                  5.895     1
X0                 X7                 X8                  5.479     1
X2                 X3                 X9                  5.468     1
X0                 X1                 X8                  5.374     1
X1                 X4                 X6                  5.276     1
X1                 X5                 X9                  5.078     1
X3                 X8                 X9                  4.824     1
X2                 X3                 X5                  4.792     1
X2                 X5                 X9                  4.595     1
X3                 X7                 X8                  4.493     1
X2                 X4                 X7                  4.483     1
X0                 X7                 X9                  4.134     1
X3                 X7                 X9                  4.099     1
X2                 X4                 X9                  4.076     1
X7                 X8                 X9                  4.076     1
X3                 X4                 X9                  3.947     1
X2                 X8                 X9                  3.808     1
X0                 X3                 X5                  3.765     1
X0                 X2                 X6                  3.764     1
X5                 X7                 X9                  3.593     1
X4                 X6                 X9                  3.561     1
X4                 X7                 X9                  3.507     1
X2                 X3                 X4                  3.498     1
X5                 X6                 X7                  3.450     1
X3                 X4                 X5                  3.417     1
X1                 X4                 X8                  3.375     1
X2                 X4                 X6                  3.374     1
X1                 X3                 X9                  3.214     1
X3                 X4                 X8                  3.162     1
X0                 X4                 X7                  3.158     1
X0                 X2                 X7                  3.132     1
X1                 X3                 X7                  3.119     1
X2                 X5                 X6                  3.090     1
X2                 X6                 X9                  3.057     1
X0                 X6                 X8                  3.024     1
X4                 X5                 X9                  2.977     1
X0                 X5                 X6                  2.892     1
X4                 X8                 X9                  2.849     1
X3                 X4                 X6                  2.843     1
X0                 X6                 X7                  2.831     1
X1                 X6                 X9                  2.737     1
X3                 X6                 X9                  2.707     1
X2                 X3                 X6                  0         1
X2                 X6                 X7                  0         1
X0                 X3                 X7                  0         1
X0                 X4                 X6                  0         1
X1                 X7                 X9                  0         1
X1                 X6                 X8                  0         1
X1                 X2                 X4                  0         1
X4                 X6                 X7                  0         1
X1                 X2                 X8                  0         1
X1                 X2                 X9                  0         1
X4                 X5                 X6                  0         1
X1                 X3                 X4                  0         1
X1                 X3                 X6                  0         1
X3                 X5                 X6                  0         1
X1                 X3                 X8                  0         1
X1                 X4                 X7                  0         1
X3                 X5                 X9                  0         1
