Input File: reformated-data/hibachi-res_GaussianNB_GradientBoostingClassifier-s87708_0.069.txt
Computation options used: -p 999 -r 737936555 -m 10 -a CODOMINANT -mt gammaMAXT -d 3D  -x 0.1
First Marker       Second Marker      Third Marker       Chi-square p-value
X1                 X5                 X9                 22.707     0.456
X2                 X5                 X9                 20.183     0.712
X2                 X5                 X6                 16.979     0.967
X1                 X3                 X5                 16.092     0.988
X3                 X5                 X9                 15.838     0.991
X4                 X5                 X9                 15.772     0.992
X4                 X5                 X8                 15.081     0.999
X0                 X4                 X5                 14.500     0.999
X2                 X5                 X7                 13.809     0.999
X0                 X4                 X8                 13.528     1
X0                 X2                 X8                 12.867     1
X2                 X6                 X7                 12.254     1
X1                 X3                 X6                 12.232     1
X2                 X5                 X8                 12.130     1
X3                 X6                 X9                 11.983     1
X2                 X7                 X9                 11.954     1
X1                 X7                 X8                 11.718     1
X4                 X7                 X8                 11.589     1
X2                 X3                 X9                 11.586     1
X0                 X3                 X4                 11.557     1
X1                 X5                 X8                 11.526     1
X1                 X2                 X9                 11.342     1
X0                 X2                 X7                 11.155     1
X1                 X2                 X5                 10.139     1
X2                 X6                 X9                  9.926     1
X1                 X2                 X8                  9.481     1
X0                 X1                 X5                  9.395     1
X0                 X5                 X8                  9.302     1
X6                 X7                 X8                  9.086     1
X0                 X5                 X9                  9.085     1
X2                 X3                 X6                  9.001     1
X2                 X4                 X5                  8.949     1
X0                 X7                 X8                  8.860     1
X3                 X7                 X8                  8.768     1
X6                 X7                 X9                  8.444     1
X1                 X4                 X5                  8.248     1
X5                 X6                 X7                  8.032     1
X2                 X3                 X8                  7.990     1
X0                 X4                 X9                  7.883     1
X3                 X4                 X5                  7.873     1
X4                 X5                 X6                  7.788     1
X0                 X3                 X5                  7.753     1
X5                 X6                 X9                  7.700     1
X5                 X7                 X9                  7.44      1
X2                 X6                 X8                  7.421     1
X4                 X5                 X7                  7.303     1
X1                 X4                 X8                  7.224     1
X0                 X4                 X6                  7.047     1
X3                 X7                 X9                  6.818     1
X4                 X6                 X9                  6.581     1
X2                 X7                 X8                  6.449     1
X2                 X4                 X6                  6.434     1
X6                 X8                 X9                  6.429     1
X3                 X6                 X8                  6.350     1
X0                 X3                 X8                  6.339     1
X1                 X3                 X8                  6.226     1
X0                 X2                 X4                  6.200     1
X0                 X2                 X5                  6.188     1
X1                 X8                 X9                  6.060     1
X5                 X6                 X8                  6.044     1
X3                 X4                 X6                  6.008     1
X0                 X1                 X2                  5.972     1
X1                 X6                 X8                  5.887     1
X0                 X1                 X4                  5.856     1
X5                 X7                 X8                  5.799     1
X4                 X6                 X8                  5.728     1
X3                 X5                 X7                  5.695     1
X1                 X2                 X3                  5.558     1
X3                 X5                 X8                  5.429     1
X0                 X6                 X9                  5.349     1
X5                 X8                 X9                  4.852     1
X2                 X3                 X5                  4.488     1
X3                 X4                 X8                  4.466     1
X2                 X3                 X7                  4.454     1
X1                 X6                 X9                  4.420     1
X2                 X8                 X9                  4.356     1
X3                 X4                 X7                  4.305     1
X4                 X7                 X9                  4.169     1
X1                 X7                 X9                  4.019     1
X0                 X2                 X6                  3.998     1
X0                 X4                 X7                  3.980     1
X0                 X1                 X6                  3.930     1
X1                 X2                 X7                  3.909     1
X3                 X6                 X7                  3.871     1
X0                 X6                 X7                  3.839     1
X0                 X8                 X9                  3.607     1
X0                 X2                 X3                  3.575     1
X3                 X5                 X6                  3.471     1
X1                 X4                 X7                  3.418     1
X0                 X2                 X9                  3.391     1
X0                 X5                 X6                  3.386     1
X2                 X4                 X7                  3.325     1
X1                 X5                 X7                  3.267     1
X0                 X1                 X8                  3.048     1
X2                 X4                 X9                  3.027     1
X7                 X8                 X9                  2.953     1
X0                 X3                 X9                  2.952     1
X2                 X3                 X4                  2.951     1
X0                 X6                 X8                  2.922     1
X1                 X4                 X6                  2.874     1
X3                 X4                 X9                  2.850     1
X1                 X2                 X6                  2.840     1
X0                 X1                 X7                  2.821     1
X4                 X6                 X7                  2.812     1
X1                 X3                 X7                  2.768     1
X1                 X4                 X9                  2.718     1
X0                 X7                 X9                  2.708     1
X2                 X4                 X8                  0         1
X0                 X1                 X9                  0         1
X0                 X1                 X3                  0         1
X1                 X6                 X7                  0         1
X1                 X5                 X6                  0         1
X0                 X3                 X6                  0         1
X4                 X8                 X9                  0         1
X0                 X3                 X7                  0         1
X1                 X3                 X9                  0         1
X0                 X5                 X7                  0         1
X3                 X8                 X9                  0         1
X1                 X2                 X4                  0         1
X1                 X3                 X4                  0         1
