Input File: reformated-data/hibachi-res_KNeighborsClassifier_GaussianNB-s93506_0.501.txt
Computation options used: -p 999 -r 755214151 -m 10 -a CODOMINANT -mt gammaMAXT -d 3D  -x 0.1
First Marker       Second Marker      Third Marker       Chi-square p-value
X4                 X6                 X8                 933.84     0.001
X2                 X4                 X8                 933.654    0.001
X0                 X4                 X8                 932.45     0.001
X4                 X5                 X8                 932.096    0.001
X4                 X7                 X8                 932.005    0.001
X1                 X4                 X8                 931.83     0.001
X3                 X4                 X8                 931.794    0.001
X4                 X8                 X9                 931.663    0.001
X2                 X6                 X8                  24.351    0.265
X0                 X2                 X6                  22.176    0.484
X1                 X2                 X6                  20.862    0.623
X2                 X8                 X9                  19.972    0.717
X2                 X4                 X9                  18.894    0.839
X2                 X4                 X6                  18.414    0.888
X4                 X6                 X9                  18.343    0.894
X0                 X6                 X7                  17.357    0.951
X2                 X6                 X7                  17.046    0.957
X1                 X4                 X9                  16.995    0.958
X1                 X5                 X7                  16.726    0.965
X6                 X8                 X9                  16.487    0.974
X1                 X2                 X8                  16.322    0.977
X1                 X6                 X7                  15.914    0.988
X1                 X6                 X8                  14.389    0.999
X2                 X6                 X9                  13.907    1
X1                 X7                 X8                  13.889    1
X2                 X3                 X8                  12.933    1
X2                 X5                 X6                  12.858    1
X0                 X1                 X6                  12.806    1
X0                 X1                 X5                  12.501    1
X4                 X5                 X7                  12.483    1
X2                 X7                 X8                  12.410    1
X4                 X5                 X9                  12.232    1
X0                 X7                 X8                  12.227    1
X0                 X4                 X7                  12.115    1
X1                 X8                 X9                  11.673    1
X1                 X2                 X5                  11.276    1
X0                 X1                 X7                  11.151    1
X5                 X7                 X8                  11.055    1
X1                 X2                 X7                  10.995    1
X2                 X3                 X6                  10.875    1
X1                 X5                 X8                  10.847    1
X0                 X4                 X6                  10.674    1
X0                 X6                 X9                  10.571    1
X3                 X8                 X9                  10.418    1
X3                 X4                 X9                  10.369    1
X7                 X8                 X9                  10.283    1
X0                 X1                 X9                   9.909    1
X0                 X2                 X7                   9.517    1
X1                 X6                 X9                   9.406    1
X1                 X4                 X6                   9.355    1
X4                 X5                 X6                   9.287    1
X0                 X3                 X4                   9.109    1
X4                 X7                 X9                   8.673    1
X1                 X3                 X7                   8.498    1
X1                 X3                 X8                   8.484    1
X2                 X5                 X7                   8.304    1
X1                 X3                 X5                   8.287    1
X1                 X3                 X6                   8.164    1
X3                 X5                 X8                   8.154    1
X0                 X4                 X9                   8.126    1
X0                 X6                 X8                   7.614    1
X0                 X3                 X9                   7.599    1
X0                 X2                 X8                   7.497    1
X4                 X6                 X7                   7.391    1
X3                 X5                 X6                   7.354    1
X1                 X2                 X3                   7.256    1
X1                 X5                 X6                   7.118    1
X1                 X2                 X9                   7.07     1
X3                 X6                 X8                   6.848    1
X1                 X3                 X9                   6.834    1
X5                 X8                 X9                   6.442    1
X0                 X5                 X7                   6.415    1
X1                 X4                 X5                   6.402    1
X1                 X7                 X9                   6.322    1
X2                 X7                 X9                   6.224    1
X6                 X7                 X9                   6.119    1
X6                 X7                 X8                   6.079    1
X0                 X7                 X9                   6.012    1
X3                 X4                 X7                   5.987    1
X0                 X5                 X6                   5.878    1
X3                 X4                 X5                   5.744    1
X1                 X3                 X4                   5.422    1
X2                 X3                 X9                   4.895    1
X2                 X4                 X7                   4.831    1
X1                 X4                 X7                   4.526    1
X0                 X3                 X8                   4.505    1
X0                 X8                 X9                   4.270    1
X0                 X1                 X2                   4.087    1
X0                 X1                 X3                   4.022    1
X2                 X5                 X8                   3.970    1
X5                 X7                 X9                   3.858    1
X0                 X3                 X7                   3.835    1
X2                 X4                 X5                   3.797    1
X0                 X1                 X4                   3.785    1
X0                 X5                 X9                   3.745    1
X2                 X3                 X7                   3.696    1
X1                 X5                 X9                   3.691    1
X0                 X1                 X8                   3.611    1
X0                 X3                 X5                   3.555    1
X3                 X6                 X9                   3.515    1
X3                 X7                 X8                   3.397    1
X0                 X5                 X8                   3.266    1
X3                 X4                 X6                   3.249    1
X1                 X2                 X4                   3.197    1
X3                 X5                 X9                   3.045    1
X3                 X5                 X7                   3.025    1
X5                 X6                 X9                   2.860    1
X5                 X6                 X7                   2.850    1
X0                 X2                 X9                   2.841    1
X0                 X4                 X5                   2.71     1
X0                 X3                 X6                   0        1
X2                 X5                 X9                   0        1
X2                 X3                 X4                   0        1
X3                 X6                 X7                   0        1
X5                 X6                 X8                   0        1
X3                 X7                 X9                   0        1
X2                 X3                 X5                   0        1
X0                 X2                 X3                   0        1
X0                 X2                 X4                   0        1
X0                 X2                 X5                   0        1
