Input File: reformated-data/hibachi-res_MLPClassifier_LogisticRegression-s81372_0.620.txt
Computation options used: -p 999 -r 776491813 -m 10 -a CODOMINANT -mt gammaMAXT -d 3D  -x 0.1
First Marker       Second Marker      Third Marker       Chi-square p-value
X0                 X2                 X9                 759.929    0.001
X0                 X5                 X9                 347.019    0.001
X0                 X7                 X9                 333.187    0.001
X0                 X1                 X9                 322.373    0.001
X0                 X3                 X9                 321.808    0.001
X0                 X6                 X9                 321.769    0.001
X0                 X8                 X9                 320.079    0.001
X0                 X4                 X9                 313.778    0.001
X0                 X2                 X5                 123.068    0.001
X0                 X2                 X4                  96.990    0.001
X0                 X1                 X2                  95.639    0.001
X0                 X2                 X7                  95.333    0.001
X0                 X2                 X8                  94.541    0.001
X0                 X2                 X3                  94.426    0.001
X0                 X2                 X6                  90.923    0.001
X0                 X5                 X7                  29.652    0.045
X0                 X3                 X5                  23.421    0.328
X0                 X4                 X5                  21.367    0.554
X2                 X4                 X5                  19.590    0.74
X2                 X5                 X6                  19.584    0.74
X2                 X6                 X7                  18.300    0.851
X2                 X3                 X5                  17.216    0.931
X4                 X5                 X6                  17.095    0.934
X0                 X5                 X8                  16.923    0.942
X0                 X1                 X8                  16.652    0.95
X0                 X1                 X3                  15.954    0.972
X0                 X3                 X7                  15.351    0.986
X1                 X3                 X9                  13.899    0.999
X3                 X5                 X6                  13.485    0.999
X4                 X5                 X8                  13.415    0.999
X1                 X2                 X7                  12.804    1
X4                 X5                 X7                  12.629    1
X1                 X6                 X8                  12.550    1
X1                 X2                 X5                  12.499    1
X1                 X6                 X9                  12.401    1
X2                 X5                 X7                  12.338    1
X4                 X6                 X8                  12.174    1
X0                 X1                 X7                  11.850    1
X3                 X7                 X8                  11.783    1
X1                 X2                 X6                  11.664    1
X0                 X6                 X7                  11.616    1
X4                 X7                 X8                  11.051    1
X0                 X5                 X6                  11.016    1
X2                 X3                 X6                  10.847    1
X2                 X7                 X9                  10.687    1
X3                 X8                 X9                  10.657    1
X0                 X1                 X5                  10.646    1
X2                 X4                 X6                  10.295    1
X1                 X7                 X9                  10.293    1
X0                 X1                 X4                   9.888    1
X0                 X4                 X6                   9.667    1
X1                 X5                 X8                   9.548    1
X2                 X6                 X8                   9.441    1
X1                 X4                 X6                   9.418    1
X5                 X6                 X7                   9.398    1
X1                 X3                 X7                   9.302    1
X3                 X6                 X9                   9.301    1
X3                 X7                 X9                   9.000    1
X2                 X7                 X8                   8.800    1
X2                 X5                 X9                   8.742    1
X6                 X8                 X9                   8.620    1
X3                 X5                 X8                   8.561    1
X1                 X5                 X6                   8.466    1
X1                 X4                 X8                   8.408    1
X1                 X2                 X3                   8.314    1
X1                 X8                 X9                   8.258    1
X0                 X3                 X8                   7.823    1
X1                 X3                 X6                   7.725    1
X1                 X4                 X7                   7.441    1
X5                 X8                 X9                   7.426    1
X6                 X7                 X9                   7.391    1
X3                 X6                 X7                   7.371    1
X1                 X5                 X7                   7.120    1
X0                 X3                 X6                   7.091    1
X3                 X4                 X8                   6.915    1
X0                 X4                 X8                   6.754    1
X4                 X8                 X9                   6.671    1
X4                 X6                 X7                   6.506    1
X4                 X6                 X9                   6.431    1
X7                 X8                 X9                   6.383    1
X3                 X4                 X7                   6.379    1
X2                 X6                 X9                   6.359    1
X2                 X3                 X8                   6.276    1
X3                 X4                 X6                   6.178    1
X0                 X1                 X6                   6.174    1
X2                 X3                 X7                   6.117    1
X5                 X6                 X8                   6.025    1
X3                 X4                 X9                   5.978    1
X2                 X4                 X7                   5.931    1
X1                 X4                 X9                   5.789    1
X1                 X3                 X5                   5.613    1
X5                 X7                 X8                   5.555    1
X1                 X3                 X4                   5.519    1
X1                 X2                 X8                   5.497    1
X0                 X3                 X4                   5.410    1
X5                 X7                 X9                   5.321    1
X4                 X7                 X9                   5.215    1
X2                 X5                 X8                   5.155    1
X1                 X2                 X4                   4.836    1
X6                 X7                 X8                   4.682    1
X3                 X6                 X8                   4.348    1
X0                 X6                 X8                   4.139    1
X2                 X4                 X9                   4.094    1
X3                 X5                 X7                   3.875    1
X2                 X3                 X9                   3.801    1
X1                 X4                 X5                   3.608    1
X2                 X8                 X9                   3.571    1
X1                 X7                 X8                   3.436    1
X5                 X6                 X9                   3.399    1
X0                 X4                 X7                   3.385    1
X1                 X6                 X7                   3.369    1
X0                 X7                 X8                   3.328    1
X1                 X5                 X9                   3.125    1
X4                 X5                 X9                   2.965    1
X1                 X2                 X9                   2.863    1
X2                 X3                 X4                   2.857    1
X3                 X5                 X9                   2.796    1
X3                 X4                 X5                   2.736    1
X2                 X4                 X8                   0        1
X1                 X3                 X8                   0        1
