Input File: reformated-data/hibachi-res_KNeighborsClassifier_ExtraTreesClassifier-s75368_0.069.txt
Computation options used: -p 999 -r 754272959 -m 10 -a CODOMINANT -mt gammaMAXT -d 3D  -x 0.1
First Marker       Second Marker      Third Marker       Chi-square p-value
X1                 X3                 X7                 21.466     0.572
X0                 X3                 X6                 19.615     0.77
X0                 X1                 X7                 19.415     0.787
X0                 X5                 X7                 18.697     0.855
X4                 X5                 X6                 18.353     0.879
X3                 X5                 X9                 17.887     0.906
X1                 X5                 X7                 17.566     0.927
X3                 X6                 X7                 17.360     0.939
X1                 X3                 X6                 17.324     0.94
X3                 X6                 X8                 16.613     0.968
X1                 X2                 X7                 16.362     0.975
X0                 X4                 X5                 16.345     0.975
X1                 X6                 X7                 16.158     0.979
X2                 X3                 X8                 16.143     0.979
X3                 X4                 X9                 15.345     0.989
X3                 X5                 X6                 15.319     0.989
X1                 X4                 X7                 14.814     0.995
X1                 X4                 X8                 14.474     0.995
X0                 X1                 X2                 13.580     1
X2                 X4                 X8                 13.566     1
X0                 X7                 X9                 13.476     1
X0                 X3                 X8                 13.114     1
X0                 X5                 X8                 12.729     1
X0                 X7                 X8                 11.812     1
X1                 X2                 X6                 11.766     1
X3                 X6                 X9                 11.551     1
X0                 X1                 X5                 11.478     1
X3                 X4                 X7                 11.456     1
X0                 X6                 X9                 11.249     1
X4                 X7                 X8                 11.224     1
X3                 X4                 X8                 11.062     1
X1                 X2                 X4                 10.811     1
X0                 X2                 X5                 10.441     1
X3                 X4                 X6                 10.422     1
X2                 X4                 X5                 10.394     1
X0                 X3                 X7                 10.341     1
X3                 X5                 X7                 10.326     1
X1                 X3                 X5                 10.250     1
X0                 X4                 X8                 10.231     1
X0                 X3                 X5                 10.050     1
X2                 X3                 X6                  9.947     1
X0                 X2                 X8                  9.875     1
X4                 X5                 X8                  9.652     1
X0                 X2                 X9                  9.351     1
X1                 X7                 X8                  9.309     1
X1                 X6                 X8                  9.294     1
X0                 X1                 X6                  9.292     1
X3                 X4                 X5                  9.283     1
X2                 X4                 X7                  9.279     1
X0                 X1                 X8                  8.714     1
X4                 X6                 X8                  8.677     1
X2                 X6                 X8                  8.565     1
X4                 X5                 X9                  8.542     1
X1                 X2                 X5                  8.447     1
X1                 X3                 X4                  8.441     1
X2                 X4                 X6                  8.432     1
X1                 X7                 X9                  8.115     1
X1                 X4                 X6                  8.102     1
X3                 X7                 X9                  8.022     1
X0                 X3                 X4                  8.007     1
X0                 X5                 X6                  7.673     1
X4                 X6                 X9                  7.537     1
X0                 X5                 X9                  7.509     1
X1                 X2                 X9                  7.308     1
X0                 X1                 X3                  7.185     1
X2                 X7                 X9                  7.033     1
X0                 X3                 X9                  7.023     1
X0                 X1                 X4                  6.853     1
X0                 X4                 X7                  6.694     1
X4                 X7                 X9                  6.471     1
X1                 X6                 X9                  6.377     1
X2                 X3                 X9                  6.346     1
X2                 X6                 X9                  6.297     1
X2                 X8                 X9                  6.223     1
X1                 X2                 X3                  5.972     1
X2                 X4                 X9                  5.918     1
X4                 X5                 X7                  5.870     1
X1                 X3                 X9                  5.684     1
X0                 X2                 X7                  5.665     1
X1                 X8                 X9                  5.589     1
X0                 X2                 X3                  5.540     1
X1                 X4                 X5                  5.193     1
X3                 X5                 X8                  5.128     1
X2                 X3                 X7                  5.098     1
X2                 X5                 X8                  4.993     1
X0                 X2                 X4                  4.934     1
X3                 X8                 X9                  4.596     1
X6                 X8                 X9                  4.311     1
X2                 X5                 X7                  4.046     1
X5                 X8                 X9                  4.033     1
X4                 X8                 X9                  4.019     1
X2                 X6                 X7                  4.003     1
X7                 X8                 X9                  3.987     1
X2                 X5                 X9                  3.920     1
X1                 X2                 X8                  3.867     1
X5                 X6                 X7                  3.627     1
X0                 X6                 X8                  3.540     1
X5                 X7                 X9                  3.502     1
X0                 X1                 X9                  3.319     1
X1                 X5                 X9                  3.296     1
X3                 X7                 X8                  3.200     1
X0                 X8                 X9                  3.174     1
X5                 X6                 X9                  3.133     1
X1                 X3                 X8                  3.073     1
X1                 X4                 X9                  3.041     1
X4                 X6                 X7                  3.029     1
X5                 X7                 X8                  3.007     1
X2                 X3                 X4                  2.975     1
X2                 X5                 X6                  2.937     1
X1                 X5                 X8                  2.918     1
X0                 X4                 X9                  2.853     1
X2                 X7                 X8                  2.746     1
X0                 X6                 X7                  0         1
X5                 X6                 X8                  0         1
X0                 X2                 X6                  0         1
X0                 X4                 X6                  0         1
X1                 X5                 X6                  0         1
X6                 X7                 X8                  0         1
X6                 X7                 X9                  0         1
X2                 X3                 X5                  0         1
