Input File: reformatted-data/train/hibachi-res_RandomForestClassifier_DecisionTreeClassifier-s74823_0.495.txt
Computation options used: -p 999 -r 1357016728 -m 10 -a CODOMINANT -mt gammaMAXT -d 3D  -x 0.1
First Marker       Second Marker      Third Marker       Chi-square p-value
X1                 X3                 X4                 465.267    0.001
X1                 X3                 X7                 465.21     0.001
X1                 X3                 X8                 464.102    0.001
X1                 X3                 X6                 464.033    0.001
X1                 X2                 X3                 463.978    0.001
X1                 X3                 X9                 463.966    0.001
X1                 X3                 X5                 463.709    0.001
X0                 X1                 X3                 436.465    0.001
X1                 X2                 X6                  21.419    0.31
X1                 X2                 X4                  21.056    0.343
X4                 X7                 X8                  20.849    0.363
X0                 X3                 X5                  19.204    0.569
X0                 X4                 X7                  17.756    0.749
X4                 X7                 X9                  17.321    0.797
X0                 X3                 X8                  16.693    0.845
X5                 X6                 X7                  15.961    0.9
X4                 X5                 X7                  15.678    0.917
X7                 X8                 X9                  15.619    0.919
X3                 X4                 X7                  14.759    0.966
X2                 X3                 X4                  14.658    0.968
X1                 X4                 X7                  14.164    0.988
X2                 X4                 X7                  12.748    0.997
X0                 X2                 X6                  12.725    0.997
X2                 X3                 X6                  11.436    0.999
X1                 X8                 X9                  11.087    1
X0                 X3                 X6                  10.954    1
X4                 X6                 X7                  10.740    1
X0                 X5                 X6                  10.728    1
X1                 X2                 X5                  10.681    1
X1                 X5                 X6                  10.183    1
X1                 X5                 X9                  10.066    1
X0                 X3                 X7                  10.029    1
X5                 X7                 X9                   9.654    1
X2                 X8                 X9                   9.650    1
X0                 X5                 X7                   9.615    1
X3                 X8                 X9                   9.578    1
X2                 X4                 X8                   9.565    1
X0                 X2                 X3                   9.533    1
X1                 X4                 X5                   9.303    1
X1                 X2                 X8                   9.213    1
X2                 X4                 X6                   9.074    1
X2                 X3                 X9                   8.862    1
X2                 X3                 X7                   8.698    1
X1                 X2                 X7                   8.499    1
X1                 X2                 X9                   8.414    1
X5                 X6                 X9                   8.383    1
X0                 X1                 X5                   8.216    1
X0                 X5                 X9                   8.145    1
X0                 X1                 X8                   7.992    1
X2                 X6                 X8                   7.904    1
X0                 X7                 X8                   7.887    1
X3                 X5                 X6                   7.752    1
X0                 X3                 X9                   7.747    1
X1                 X6                 X8                   7.383    1
X0                 X6                 X7                   7.297    1
X0                 X7                 X9                   7.252    1
X2                 X3                 X5                   7.220    1
X0                 X4                 X8                   7.181    1
X3                 X7                 X9                   7.071    1
X3                 X4                 X5                   7.062    1
X0                 X8                 X9                   7.001    1
X2                 X5                 X6                   6.934    1
X4                 X5                 X6                   6.932    1
X0                 X1                 X2                   6.689    1
X2                 X6                 X9                   6.622    1
X3                 X4                 X6                   6.413    1
X5                 X7                 X8                   6.38     1
X0                 X6                 X9                   6.308    1
X2                 X4                 X9                   6.213    1
X1                 X5                 X7                   6.110    1
X4                 X5                 X9                   5.907    1
X6                 X7                 X8                   5.888    1
X0                 X5                 X8                   5.881    1
X3                 X6                 X7                   5.542    1
X5                 X8                 X9                   5.507    1
X2                 X4                 X5                   5.327    1
X2                 X7                 X9                   5.308    1
X6                 X8                 X9                   5.304    1
X4                 X5                 X8                   5.170    1
X1                 X7                 X8                   5.125    1
X1                 X7                 X9                   5.065    1
X6                 X7                 X9                   4.833    1
X1                 X6                 X9                   4.805    1
X0                 X2                 X4                   4.791    1
X2                 X5                 X7                   4.727    1
X4                 X6                 X8                   4.623    1
X4                 X8                 X9                   4.494    1
X1                 X6                 X7                   4.257    1
X2                 X3                 X8                   4.046    1
X3                 X5                 X7                   4.031    1
X0                 X3                 X4                   3.984    1
X0                 X1                 X9                   3.942    1
X2                 X6                 X7                   3.895    1
X1                 X4                 X6                   3.835    1
X3                 X6                 X9                   3.812    1
X2                 X5                 X8                   3.510    1
X1                 X4                 X8                   3.404    1
X3                 X5                 X9                   3.391    1
X0                 X4                 X6                   3.327    1
X3                 X7                 X8                   3.198    1
X0                 X2                 X7                   3.085    1
X1                 X5                 X8                   2.953    1
X0                 X1                 X6                   2.941    1
X3                 X6                 X8                   2.892    1
X3                 X4                 X8                   2.863    1
X4                 X6                 X9                   2.844    1
X2                 X7                 X8                   2.842    1
X3                 X5                 X8                   2.750    1
X1                 X4                 X9                   2.709    1
X0                 X1                 X4                   0        1
X5                 X6                 X8                   0        1
X0                 X1                 X7                   0        1
X0                 X2                 X5                   0        1
X0                 X2                 X8                   0        1
X0                 X2                 X9                   0        1
X0                 X4                 X5                   0        1
X3                 X4                 X9                   0        1
X0                 X4                 X9                   0        1
X2                 X5                 X9                   0        1
X0                 X6                 X8                   0        1
