Input File: reformatted-data/train/hibachi-res_GradientBoostingClassifier_DecisionTreeClassifier-s9552_0.484.txt
Computation options used: -p 999 -r 1443841690 -m 10 -a CODOMINANT -mt gammaMAXT -d 3D  -x 0.1
First Marker       Second Marker      Third Marker       Chi-square p-value
X1                 X4                 X7                 795.99     0.001
X7                 X8                 X9                  20.504    0.629
X4                 X5                 X9                  17.940    0.903
X4                 X8                 X9                  16.882    0.962
X0                 X1                 X5                  15.827    0.987
X0                 X3                 X8                  15.645    0.99
X0                 X5                 X6                  14.759    0.994
X0                 X3                 X5                  14.549    0.996
X3                 X5                 X8                  13.939    0.999
X3                 X4                 X5                  13.541    1
X0                 X5                 X8                  12.816    1
X4                 X5                 X7                  12.714    1
X0                 X5                 X9                  12.186    1
X2                 X5                 X9                  12.126    1
X5                 X8                 X9                  12.115    1
X1                 X5                 X6                  12.034    1
X2                 X3                 X4                  11.943    1
X4                 X6                 X7                  11.846    1
X4                 X6                 X9                  11.788    1
X4                 X6                 X8                  11.623    1
X4                 X5                 X6                  11.585    1
X1                 X2                 X6                  11.249    1
X0                 X7                 X8                  11.216    1
X6                 X7                 X8                  11.212    1
X0                 X4                 X6                  10.724    1
X6                 X8                 X9                  10.371    1
X1                 X2                 X5                  10.300    1
X2                 X5                 X8                  10.088    1
X0                 X3                 X7                  10.059    1
X3                 X4                 X9                   9.971    1
X1                 X4                 X5                   9.843    1
X0                 X4                 X8                   9.835    1
X5                 X7                 X9                   9.618    1
X0                 X2                 X4                   9.108    1
X0                 X2                 X5                   8.698    1
X1                 X4                 X8                   8.631    1
X2                 X5                 X7                   8.547    1
X3                 X5                 X7                   8.333    1
X3                 X8                 X9                   8.327    1
X2                 X5                 X6                   8.286    1
X2                 X6                 X9                   8.123    1
X2                 X3                 X6                   8.120    1
X2                 X6                 X8                   8.052    1
X0                 X4                 X5                   7.891    1
X0                 X1                 X3                   7.890    1
X0                 X1                 X2                   7.655    1
X2                 X3                 X5                   7.557    1
X4                 X7                 X8                   7.519    1
X3                 X4                 X8                   7.403    1
X1                 X5                 X8                   7.168    1
X1                 X2                 X3                   7.034    1
X3                 X6                 X8                   7.001    1
X0                 X7                 X9                   6.934    1
X0                 X1                 X4                   6.87     1
X5                 X6                 X9                   6.750    1
X1                 X3                 X5                   6.603    1
X0                 X4                 X7                   6.589    1
X0                 X3                 X4                   6.573    1
X1                 X5                 X9                   6.390    1
X1                 X8                 X9                   6.357    1
X5                 X6                 X8                   6.247    1
X0                 X1                 X6                   6.233    1
X1                 X2                 X8                   6.228    1
X1                 X6                 X7                   6.129    1
X2                 X4                 X8                   6.106    1
X1                 X7                 X9                   5.957    1
X3                 X5                 X6                   5.821    1
X2                 X4                 X5                   5.792    1
X0                 X6                 X7                   5.759    1
X4                 X7                 X9                   5.572    1
X3                 X5                 X9                   5.426    1
X0                 X2                 X7                   5.394    1
X2                 X6                 X7                   5.311    1
X2                 X3                 X9                   5.211    1
X2                 X8                 X9                   5.117    1
X3                 X7                 X9                   5.024    1
X0                 X5                 X7                   5.018    1
X3                 X4                 X7                   4.950    1
X0                 X1                 X7                   4.929    1
X5                 X7                 X8                   4.910    1
X0                 X6                 X9                   4.910    1
X4                 X5                 X8                   4.895    1
X0                 X8                 X9                   4.477    1
X0                 X2                 X8                   4.171    1
X3                 X4                 X6                   4.094    1
X3                 X7                 X8                   4.019    1
X0                 X1                 X9                   3.990    1
X1                 X3                 X6                   3.984    1
X1                 X2                 X9                   3.958    1
X2                 X7                 X9                   3.847    1
X0                 X3                 X6                   3.847    1
X1                 X6                 X9                   3.746    1
X1                 X2                 X4                   3.699    1
X2                 X4                 X7                   3.647    1
X6                 X7                 X9                   3.641    1
X0                 X6                 X8                   3.621    1
X1                 X7                 X8                   3.577    1
X1                 X4                 X9                   3.559    1
X2                 X3                 X8                   3.543    1
X0                 X2                 X3                   3.514    1
X0                 X2                 X9                   3.405    1
X0                 X1                 X8                   3.296    1
X0                 X2                 X6                   3.084    1
X1                 X6                 X8                   3.076    1
X1                 X5                 X7                   3.050    1
X2                 X3                 X7                   3.033    1
X2                 X4                 X6                   3.023    1
X1                 X4                 X6                   2.832    1
X3                 X6                 X9                   2.797    1
X1                 X3                 X4                   2.763    1
X1                 X3                 X8                   2.756    1
X0                 X3                 X9                   2.71     1
X2                 X7                 X8                   0        1
X5                 X6                 X7                   0        1
X1                 X2                 X7                   0        1
X2                 X4                 X9                   0        1
X1                 X3                 X9                   0        1
X3                 X6                 X7                   0        1
X1                 X3                 X7                   0        1
X0                 X4                 X9                   0        1
