Input File: reformatted-data/train/hibachi-res_MLPClassifier_XGBClassifier-s85680_0.526.txt
Computation options used: -p 999 -r 1356075536 -m 10 -a CODOMINANT -mt gammaMAXT -d 3D  -x 0.1
First Marker       Second Marker      Third Marker       Chi-square p-value
X2                 X6                 X9                 124.489    0.001
X2                 X4                 X9                  19.940    0.468
X3                 X8                 X9                  18.176    0.683
X0                 X3                 X9                  17.459    0.78
X0                 X2                 X9                  16.332    0.875
X0                 X2                 X5                  15.313    0.943
X0                 X2                 X4                  14.507    0.963
X4                 X6                 X8                  14.371    0.969
X0                 X3                 X8                  14.322    0.97
X0                 X1                 X4                  13.274    0.991
X1                 X5                 X6                  12.701    0.998
X0                 X1                 X5                  12.541    0.998
X7                 X8                 X9                  12.533    0.998
X0                 X8                 X9                  12.357    0.998
X0                 X2                 X3                  12.078    0.998
X4                 X8                 X9                  11.948    0.998
X4                 X5                 X9                  11.456    1
X0                 X2                 X8                  11.305    1
X0                 X5                 X8                  11.265    1
X2                 X4                 X8                  11.217    1
X1                 X3                 X6                  11.090    1
X3                 X6                 X9                  10.814    1
X2                 X4                 X5                  10.807    1
X2                 X3                 X9                  10.661    1
X3                 X5                 X6                  10.594    1
X0                 X3                 X5                  10.532    1
X3                 X4                 X9                   9.883    1
X0                 X4                 X5                   9.757    1
X4                 X5                 X6                   9.710    1
X1                 X5                 X9                   9.451    1
X0                 X1                 X8                   9.348    1
X5                 X6                 X9                   9.322    1
X1                 X7                 X9                   9.212    1
X0                 X7                 X9                   9.195    1
X0                 X2                 X7                   9.101    1
X4                 X6                 X9                   9.060    1
X0                 X4                 X9                   9.014    1
X5                 X6                 X7                   9.007    1
X0                 X6                 X8                   8.809    1
X3                 X4                 X7                   8.564    1
X0                 X5                 X6                   8.530    1
X4                 X7                 X9                   8.527    1
X0                 X2                 X6                   8.516    1
X5                 X7                 X9                   8.495    1
X1                 X4                 X9                   8.458    1
X2                 X8                 X9                   8.155    1
X3                 X7                 X9                   8.077    1
X2                 X5                 X6                   7.761    1
X4                 X7                 X8                   7.695    1
X0                 X6                 X7                   7.606    1
X1                 X5                 X7                   7.268    1
X0                 X1                 X6                   7.226    1
X4                 X5                 X7                   7.168    1
X2                 X3                 X8                   7.1      1
X6                 X7                 X9                   7.026    1
X2                 X3                 X4                   6.899    1
X2                 X3                 X6                   6.795    1
X3                 X5                 X9                   6.693    1
X0                 X3                 X7                   6.601    1
X2                 X4                 X7                   6.385    1
X1                 X2                 X3                   6.245    1
X0                 X4                 X6                   6.185    1
X0                 X5                 X7                   6.123    1
X5                 X6                 X8                   6.105    1
X0                 X5                 X9                   5.960    1
X0                 X3                 X4                   5.924    1
X1                 X2                 X4                   5.888    1
X1                 X3                 X9                   5.632    1
X0                 X1                 X3                   5.567    1
X0                 X3                 X6                   5.537    1
X0                 X4                 X8                   5.333    1
X1                 X2                 X9                   5.300    1
X0                 X7                 X8                   5.056    1
X1                 X8                 X9                   4.748    1
X3                 X6                 X7                   4.708    1
X2                 X5                 X9                   4.534    1
X1                 X2                 X5                   4.514    1
X3                 X5                 X7                   4.457    1
X1                 X4                 X8                   4.437    1
X2                 X7                 X9                   4.403    1
X0                 X1                 X9                   4.393    1
X0                 X1                 X2                   4.325    1
X6                 X8                 X9                   4.298    1
X3                 X4                 X6                   4.228    1
X5                 X7                 X8                   4.141    1
X2                 X6                 X8                   4.137    1
X1                 X7                 X8                   4.115    1
X1                 X4                 X6                   3.892    1
X2                 X4                 X6                   3.729    1
X4                 X5                 X8                   3.721    1
X2                 X7                 X8                   3.667    1
X0                 X6                 X9                   3.542    1
X1                 X2                 X7                   3.469    1
X2                 X3                 X5                   3.395    1
X3                 X4                 X8                   3.326    1
X3                 X4                 X5                   3.264    1
X0                 X1                 X7                   3.233    1
X3                 X6                 X8                   3.207    1
X1                 X6                 X7                   3.029    1
X1                 X6                 X9                   2.886    1
X2                 X5                 X8                   2.820    1
X4                 X6                 X7                   2.803    1
X2                 X3                 X7                   2.791    1
X1                 X3                 X4                   2.791    1
X6                 X7                 X8                   2.730    1
X3                 X5                 X8                   0        1
X1                 X6                 X8                   0        1
X5                 X8                 X9                   0        1
X0                 X4                 X7                   0        1
X2                 X6                 X7                   0        1
X3                 X7                 X8                   0        1
X1                 X2                 X6                   0        1
X1                 X5                 X8                   0        1
X1                 X2                 X8                   0        1
X1                 X3                 X5                   0        1
X1                 X3                 X7                   0        1
X1                 X3                 X8                   0        1
X1                 X4                 X7                   0        1
X1                 X4                 X5                   0        1
X2                 X5                 X7                   0        1
