Input File: reformatted-data/train/hibachi-res_ExtraTreesClassifier_RandomForestClassifier-s379_0.279.txt
Computation options used: -p 999 -r 1324864937 -m 10 -a CODOMINANT -mt gammaMAXT -d 3D  -x 0.1
First Marker       Second Marker      Third Marker       Chi-square p-value
X1                 X5                 X9                 433.353    0.001
X1                 X6                 X9                  19.276    0.562
X0                 X3                 X5                  17.421    0.778
X1                 X8                 X9                  17.304    0.791
X6                 X7                 X9                  15.998    0.908
X2                 X6                 X7                  15.177    0.961
X1                 X4                 X8                  15.175    0.961
X0                 X4                 X9                  13.705    0.99
X3                 X6                 X7                  12.923    0.996
X3                 X5                 X8                  12.713    0.998
X2                 X7                 X9                  12.384    0.998
X4                 X6                 X7                  12.200    0.999
X3                 X5                 X9                  12.057    0.999
X1                 X5                 X8                  11.998    0.999
X4                 X7                 X9                  11.826    1
X1                 X3                 X9                  11.768    1
X4                 X5                 X8                  11.159    1
X1                 X4                 X9                  11.145    1
X5                 X6                 X7                  10.598    1
X1                 X4                 X7                  10.518    1
X1                 X3                 X8                  10.500    1
X3                 X4                 X9                  10.222    1
X1                 X2                 X4                   9.769    1
X1                 X3                 X7                   9.575    1
X0                 X3                 X8                   9.263    1
X2                 X5                 X8                   9.134    1
X1                 X6                 X7                   9.118    1
X1                 X4                 X5                   9.110    1
X3                 X7                 X8                   8.696    1
X1                 X2                 X6                   8.626    1
X1                 X4                 X6                   8.619    1
X2                 X3                 X7                   8.582    1
X1                 X7                 X9                   8.518    1
X2                 X3                 X4                   8.227    1
X4                 X5                 X9                   8.022    1
X3                 X5                 X7                   7.955    1
X2                 X4                 X9                   7.751    1
X2                 X6                 X9                   7.519    1
X6                 X8                 X9                   7.101    1
X5                 X8                 X9                   6.981    1
X0                 X3                 X4                   6.866    1
X1                 X6                 X8                   6.782    1
X7                 X8                 X9                   6.715    1
X0                 X1                 X5                   6.576    1
X2                 X3                 X6                   6.537    1
X4                 X5                 X7                   6.459    1
X2                 X4                 X5                   6.404    1
X2                 X3                 X5                   6.216    1
X3                 X4                 X5                   6.111    1
X1                 X5                 X7                   6.107    1
X0                 X2                 X9                   5.901    1
X4                 X6                 X9                   5.735    1
X2                 X5                 X9                   5.731    1
X2                 X3                 X9                   5.687    1
X4                 X8                 X9                   5.677    1
X0                 X4                 X8                   5.465    1
X5                 X6                 X9                   5.453    1
X5                 X7                 X9                   5.438    1
X1                 X2                 X9                   5.422    1
X1                 X3                 X4                   5.341    1
X6                 X7                 X8                   5.237    1
X0                 X3                 X9                   5.125    1
X1                 X2                 X5                   5.119    1
X0                 X2                 X7                   5.102    1
X0                 X4                 X7                   5.004    1
X2                 X5                 X7                   4.915    1
X5                 X6                 X8                   4.906    1
X2                 X4                 X8                   4.706    1
X3                 X5                 X6                   4.481    1
X4                 X7                 X8                   4.408    1
X0                 X1                 X4                   4.342    1
X0                 X6                 X7                   4.090    1
X0                 X1                 X3                   4.075    1
X1                 X2                 X8                   4.072    1
X0                 X7                 X9                   4.031    1
X3                 X6                 X9                   4.023    1
X0                 X2                 X6                   3.838    1
X2                 X3                 X8                   3.837    1
X0                 X1                 X9                   3.796    1
X3                 X4                 X7                   3.691    1
X0                 X2                 X3                   3.649    1
X2                 X6                 X8                   3.491    1
X0                 X2                 X5                   3.433    1
X3                 X4                 X8                   3.349    1
X0                 X6                 X9                   3.342    1
X4                 X5                 X6                   3.318    1
X1                 X3                 X6                   3.233    1
X0                 X5                 X9                   3.205    1
X0                 X5                 X8                   3.153    1
X5                 X7                 X8                   3.097    1
X3                 X8                 X9                   3.059    1
X2                 X8                 X9                   3.040    1
X2                 X4                 X7                   2.946    1
X2                 X4                 X6                   2.901    1
X3                 X7                 X9                   2.734    1
X0                 X1                 X8                   0        1
X4                 X6                 X8                   0        1
X0                 X1                 X7                   0        1
X0                 X1                 X6                   0        1
X0                 X1                 X2                   0        1
X1                 X3                 X5                   0        1
X1                 X2                 X7                   0        1
X1                 X2                 X3                   0        1
X0                 X8                 X9                   0        1
X0                 X7                 X8                   0        1
X1                 X5                 X6                   0        1
X0                 X6                 X8                   0        1
X1                 X7                 X8                   0        1
X0                 X5                 X7                   0        1
X0                 X5                 X6                   0        1
X0                 X4                 X6                   0        1
X2                 X5                 X6                   0        1
X0                 X4                 X5                   0        1
X0                 X3                 X7                   0        1
X2                 X7                 X8                   0        1
X0                 X3                 X6                   0        1
X3                 X4                 X6                   0        1
X0                 X2                 X8                   0        1
X3                 X6                 X8                   0        1
X0                 X2                 X4                   0        1
