Input File: reformatted-data/train/hibachi-res_XGBClassifier_MLPClassifier-s29528_0.346.txt
Computation options used: -p 999 -r 1480296073 -m 10 -a CODOMINANT -mt gammaMAXT -d 3D  -x 0.1
First Marker       Second Marker      Third Marker       Chi-square p-value
X1                 X2                 X9                 165.447    0.001
X1                 X2                 X8                 161.77     0.001
X1                 X2                 X5                 158.484    0.001
X0                 X4                 X9                 155.412    0.001
X0                 X1                 X2                 154.545    0.001
X1                 X2                 X4                 152.249    0.001
X1                 X2                 X7                 152.177    0.001
X1                 X2                 X3                 150.89     0.001
X3                 X4                 X9                 149.677    0.001
X2                 X4                 X9                 149.374    0.001
X1                 X4                 X9                 148.963    0.001
X4                 X8                 X9                 148.716    0.001
X4                 X5                 X9                 146.609    0.001
X4                 X6                 X9                 146.064    0.001
X4                 X7                 X9                 143.483    0.001
X1                 X2                 X6                 139.393    0.001
X6                 X7                 X8                 103.229    0.001
X4                 X6                 X7                  96.762    0.001
X2                 X6                 X7                  91.963    0.001
X0                 X6                 X7                  91.051    0.001
X1                 X6                 X7                  87.951    0.001
X5                 X6                 X7                  86.969    0.001
X6                 X7                 X9                  81.728    0.001
X3                 X6                 X7                  79.164    0.001
X2                 X4                 X8                  23.244    0.259
X2                 X5                 X8                  22.438    0.334
X2                 X4                 X6                  20.042    0.611
X2                 X5                 X6                  19.277    0.696
X3                 X4                 X6                  18.438    0.793
X2                 X6                 X8                  18.061    0.825
X0                 X4                 X6                  16.884    0.926
X4                 X5                 X6                  15.990    0.963
X4                 X5                 X8                  15.171    0.987
X1                 X5                 X8                  15.153    0.987
X5                 X6                 X9                  14.922    0.99
X4                 X6                 X8                  14.374    0.995
X3                 X6                 X8                  14.311    0.995
X3                 X4                 X8                  14.198    0.995
X0                 X3                 X7                  14.041    0.997
X3                 X5                 X6                  13.977    0.997
X0                 X2                 X6                  12.58     1
X5                 X6                 X8                  12.118    1
X2                 X8                 X9                  12.061    1
X2                 X3                 X9                  11.588    1
X0                 X2                 X7                  11.171    1
X0                 X1                 X7                  10.780    1
X2                 X3                 X6                  10.634    1
X1                 X4                 X6                  10.583    1
X1                 X4                 X8                  10.426    1
X0                 X2                 X8                  10.302    1
X0                 X3                 X6                  10.122    1
X0                 X2                 X5                  10.107    1
X4                 X7                 X8                   9.819    1
X2                 X3                 X7                   9.678    1
X3                 X6                 X9                   9.581    1
X3                 X7                 X9                   9.515    1
X1                 X3                 X9                   9.493    1
X0                 X7                 X8                   9.250    1
X2                 X6                 X9                   9.008    1
X2                 X7                 X8                   8.975    1
X2                 X3                 X4                   8.875    1
X0                 X2                 X3                   8.803    1
X1                 X8                 X9                   8.442    1
X1                 X5                 X9                   8.252    1
X0                 X5                 X6                   8.134    1
X0                 X4                 X8                   8.019    1
X2                 X4                 X7                   7.942    1
X0                 X6                 X9                   7.809    1
X5                 X8                 X9                   7.501    1
X3                 X4                 X7                   7.225    1
X1                 X3                 X7                   7.170    1
X0                 X6                 X8                   7.155    1
X0                 X3                 X9                   7.121    1
X2                 X5                 X9                   6.831    1
X0                 X2                 X4                   6.656    1
X5                 X7                 X9                   6.563    1
X1                 X3                 X6                   6.345    1
X7                 X8                 X9                   6.345    1
X0                 X1                 X6                   6.306    1
X1                 X3                 X4                   6.250    1
X0                 X4                 X7                   6.142    1
X0                 X7                 X9                   5.912    1
X3                 X5                 X7                   5.750    1
X0                 X2                 X9                   5.647    1
X4                 X5                 X7                   5.292    1
X0                 X8                 X9                   5.134    1
X3                 X4                 X5                   4.735    1
X1                 X5                 X7                   4.709    1
X2                 X3                 X8                   4.615    1
X2                 X7                 X9                   4.461    1
X5                 X7                 X8                   4.362    1
X1                 X7                 X9                   4.317    1
X0                 X3                 X5                   4.083    1
X2                 X4                 X5                   3.978    1
X1                 X7                 X8                   3.767    1
X3                 X8                 X9                   3.734    1
X1                 X3                 X5                   3.730    1
X0                 X3                 X4                   3.432    1
X2                 X5                 X7                   3.312    1
X1                 X5                 X6                   3.299    1
X0                 X1                 X3                   3.283    1
X3                 X7                 X8                   3.281    1
X1                 X3                 X8                   3.217    1
X3                 X5                 X9                   3.202    1
X1                 X4                 X7                   3.138    1
X0                 X3                 X8                   2.985    1
X1                 X6                 X8                   2.893    1
X0                 X1                 X8                   2.888    1
X0                 X5                 X7                   2.743    1
X6                 X8                 X9                   0        1
X0                 X1                 X4                   0        1
X0                 X1                 X5                   0        1
X3                 X5                 X8                   0        1
X2                 X3                 X5                   0        1
X0                 X1                 X9                   0        1
X1                 X6                 X9                   0        1
X1                 X4                 X5                   0        1
X0                 X4                 X5                   0        1
X0                 X5                 X8                   0        1
X0                 X5                 X9                   0        1
