Input File: reformatted-data/train/hibachi-res_RandomForestClassifier_MLPClassifier-s34380_0.371.txt
Computation options used: -p 999 -r 1473774957 -m 10 -a CODOMINANT -mt gammaMAXT -d 3D  -x 0.1
First Marker       Second Marker      Third Marker       Chi-square p-value
X3                 X7                 X8                 66.462     0.001
X6                 X7                 X8                 49.949     0.001
X5                 X7                 X8                 47.861     0.001
X0                 X5                 X7                 47.767     0.001
X0                 X3                 X8                 46.15      0.001
X0                 X3                 X7                 45.357     0.001
X3                 X6                 X8                 45.140     0.001
X0                 X7                 X8                 43.817     0.001
X3                 X5                 X8                 35.549     0.004
X2                 X7                 X8                 33.009     0.01
X0                 X6                 X7                 32.648     0.01
X7                 X8                 X9                 30.978     0.018
X1                 X3                 X8                 29.260     0.036
X0                 X5                 X8                 28.788     0.05
X0                 X3                 X5                 28.412     0.054
X4                 X7                 X8                 27.251     0.083
X2                 X3                 X8                 24.984     0.195
X3                 X8                 X9                 24.178     0.251
X0                 X5                 X6                 24.152     0.252
X2                 X5                 X8                 22.191     0.422
X0                 X7                 X9                 22.082     0.438
X0                 X5                 X9                 21.541     0.49
X0                 X6                 X8                 20.651     0.595
X0                 X2                 X8                 20.079     0.641
X3                 X4                 X8                 20.075     0.641
X0                 X3                 X4                 19.990     0.644
X0                 X2                 X5                 19.832     0.66
X0                 X4                 X8                 18.2       0.821
X1                 X5                 X8                 18.157     0.822
X0                 X1                 X3                 17.841     0.85
X5                 X6                 X8                 17.616     0.868
X0                 X1                 X5                 17.353     0.878
X1                 X2                 X6                 17.096     0.895
X0                 X1                 X7                 16.181     0.953
X2                 X4                 X8                 15.877     0.96
X0                 X4                 X7                 15.438     0.969
X0                 X8                 X9                 15.143     0.974
X2                 X6                 X8                 14.487     0.989
X3                 X4                 X9                 14.463     0.99
X1                 X2                 X8                 14.358     0.992
X1                 X3                 X9                 14.132     0.994
X1                 X7                 X8                 14.114     0.994
X1                 X5                 X9                 13.662     0.994
X1                 X3                 X7                 13.517     0.995
X0                 X4                 X5                 13.074     0.996
X1                 X2                 X5                 12.935     0.997
X1                 X4                 X5                 12.692     0.997
X0                 X1                 X8                 12.683     0.997
X2                 X8                 X9                 12.419     0.998
X0                 X3                 X6                 12.299     1
X1                 X5                 X6                 12.245     1
X1                 X6                 X7                 12.076     1
X1                 X3                 X5                 11.925     1
X5                 X8                 X9                 11.597     1
X0                 X2                 X7                 10.931     1
X1                 X3                 X6                 10.585     1
X3                 X4                 X5                 10.359     1
X0                 X2                 X3                 10.347     1
X0                 X3                 X9                 10.022     1
X4                 X5                 X8                  9.987     1
X3                 X6                 X7                  9.673     1
X3                 X4                 X6                  9.574     1
X5                 X6                 X9                  9.434     1
X1                 X2                 X7                  9.414     1
X4                 X5                 X9                  9.249     1
X3                 X5                 X6                  9.211     1
X6                 X8                 X9                  8.911     1
X1                 X8                 X9                  8.884     1
X0                 X4                 X6                  8.780     1
X1                 X3                 X4                  8.743     1
X1                 X2                 X3                  8.656     1
X2                 X3                 X4                  7.942     1
X0                 X4                 X9                  7.841     1
X2                 X4                 X6                  7.770     1
X1                 X5                 X7                  7.686     1
X2                 X4                 X9                  7.631     1
X1                 X2                 X4                  7.440     1
X4                 X8                 X9                  6.932     1
X1                 X7                 X9                  6.814     1
X2                 X3                 X6                  6.369     1
X1                 X2                 X9                  6.150     1
X0                 X1                 X6                  6.146     1
X2                 X3                 X5                  6.012     1
X1                 X4                 X9                  6.003     1
X1                 X6                 X9                  5.974     1
X0                 X2                 X9                  5.938     1
X4                 X5                 X6                  5.689     1
X1                 X4                 X7                  5.534     1
X0                 X2                 X4                  5.472     1
X3                 X5                 X7                  5.443     1
X0                 X6                 X9                  5.43      1
X1                 X6                 X8                  5.348     1
X0                 X1                 X2                  4.864     1
X3                 X5                 X9                  4.708     1
X4                 X6                 X9                  4.301     1
X3                 X6                 X9                  4.156     1
X0                 X1                 X4                  3.894     1
X2                 X3                 X7                  3.793     1
X2                 X3                 X9                  3.787     1
X6                 X7                 X9                  3.737     1
X3                 X7                 X9                  3.686     1
X4                 X7                 X9                  3.660     1
X4                 X6                 X8                  3.589     1
X2                 X5                 X9                  3.535     1
X1                 X4                 X6                  3.44      1
X5                 X7                 X9                  3.190     1
X3                 X4                 X7                  3.158     1
X1                 X4                 X8                  3.114     1
X4                 X5                 X7                  2.938     1
X4                 X6                 X7                  0         1
X2                 X4                 X5                  0         1
X2                 X5                 X7                  0         1
X5                 X6                 X7                  0         1
X2                 X6                 X7                  0         1
X0                 X2                 X6                  0         1
X2                 X6                 X9                  0         1
X0                 X1                 X9                  0         1
X2                 X5                 X6                  0         1
X2                 X4                 X7                  0         1
X2                 X7                 X9                  0         1
